V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5500001907349	12.3999996185303	12.3999996185303	-64.8499984741211	12	47.7000007629395	57.7000007629395	0	76.0500030517578	-35	0	-25	-12.8000001907349	18.2999992370605	20.1999998092651	15.75	14.6999998092651	-12.6000003814697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.40000009536743	64.8000030517578	45.7000007629395	32.5999984741211	57.2000007629395	68.8000030517578	69.75	73.3000030517578	-29.5499992370605	-28.5	-16.25	11.1999998092651	15.9000000953674	22.1999998092651	17.8999996185303	14.1999998092651	8.19999980926514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1000003814697	-65.0999984741211	35.5999984741211	43.5999984741211	66.8000030517578	0	62.7999992370605	-10.6000003814697	-11.7000002861023	9.30000019073486	16	-7.40000009536743	10.6999998092651	16.5	8.30000019073486	-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.1000003814697	-14.1999998092651	19.8999996185303	71.3000030517578	57.25	64.3000030517578	12.6999998092651	10.8999996185303	-9.30000019073486	-5.09999990463257	22.6000003814697	16.1999998092651	12	-14.8000001907349	-14.9000000953674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.6499996185303	41.0499992370605	39.5999984741211	43.2000007629395	53.4500007629395	12.8999996185303	12.0999999046326	16.5	-7.59999990463257	-12.8000001907349	-7.59999990463257	8.19999980926514	-12.6000003814697	-10.7000002861023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6999998092651	50.6499996185303	93.9000015258789	62.7999992370605	8.15000009536743	-15.6999998092651	-14.6000003814697	-16.6000003814697	-29.0499992370605	-15.6000003814697	8.35000038146973	-8.90000009536743	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.84999990463257	-48.4000015258789	-59.8499984741211	25.6000003814697	28	23.5500001907349	11.5	-16.1000003814697	-32.0499992370605	-16.1000003814697	7.90000009536743	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.25	11.6999998092651	25.6000003814697	40.0999984741211	35.5999984741211	13.5	-26.7999992370605	-65.5999984741211	11	12.5499997138977	0	0	13.5	13.3999996185303	0	0	21.3999996185303	0	-17.6000003814697	0	-27.2000007629395	38.0999984741211	-27.7000007629395	-45.4000015258789	0	-18.6000003814697	29.3500003814697	-20.7000007629395	0	0	23.5	0	-53	0
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.5	12.5	20.5	25.6000003814697	29	-14.3000001907349	-65.0999984741211	-11.1999998092651	-30.7999992370605	20.2000007629395	47.3999996185303	27.8000001907349	12.3999996185303	24.0500001907349	0	32.0999984741211	-20.2000007629395	-20.2000007629395	-22.2000007629395	-27.8500003814697	30.3000001907349	-32.2999992370605	-49.7000007629395	-43.9000015258789	-31.7999992370605	19.5	9.15000009536743	0	-30.7999992370605	25	0	-48.9000015258789	-49.4500007629395
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.4499998092651	16.3499994277954	24.75	35.0999984741211	-19.3500003814697	-61.0999984741211	-22.7000007629395	-43.9000015258789	26.7999992370605	44.7000007629395	38.5999984741211	3.5	33.0999984741211	26.5	30.0999994277954	-0.899999618530273	-30.7999992370605	-26.2000007629395	-35.7999992370605	29.5	-30.7999992370605	-50	-45.6500015258789	-41.4000015258789	19.3999996185303	-11.1999998092651	0	-34.7999992370605	13.5	0	-49.5	-29.7999992370605
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3999996185303	19.5	35.5999984741211	8.70000028610229	-57	-31.7999992370605	-38.7999992370605	-3.00000047683716	37.5999984741211	8.15000009536743	15.9000000953674	33.0999984741211	28.8000001907349	28.6000003814697	1.55000019073486	-38.3500003814697	-20.9500007629395	-33.7999992370605	31.1000003814697	-19.2000007629395	-55.75	-46.9000015258789	-37.7999992370605	16.5	-13.6999998092651	-30.2999992370605	-36.7999992370605	26	0	-43.9000015258789	-23.2000007629395
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6999998092651	25.6000003814697	-11.75	-49.25	-35.7999992370605	-48.9500007629395	-22.7000007629395	32.8499994277954	44.5	16.5	18.7999992370605	20.8000001907349	25	-13.75	-38.9000015258789	-26.2000007629395	-43.9000015258789	34.0999984741211	-10.3000001907349	-27.2000007629395	-34.2999992370605	-42.4000015258789	12.2999997138977	-12.6999998092651	0	-33.2999992370605	19.3999996185303	0	-43.9000015258789	-14.6000003814697
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	-9.10000038146973	-23.2000007629395	-31.3999996185303	-48.9000015258789	-29.7999992370605	-11.3999996185303	-18.7999992370605	-23.4500007629395	-9.69999980926514	-9.5	15.4000000953674	-11.1000003814697	-33.5499992370605	-18.6000003814697	-44.4000015258789	25	-9.19999980926514	8.60000038146973	-15.5	-35.7999992370605	-8.5	-20.7000007629395	0	-33.8500003814697	16.3999996185303	-35.2999992370605	-17.9000005722046	9.30000019073486
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8000001907349	27.5	-23	-31.7999992370605	-15.8500003814697	4.90000009536743	-31.0999994277954	-33.7999992370605	-15.1999998092651	-19.2000007629395	-10.9500002861023	-11.1000003814697	-27.2999992370605	-14.75	-19.7000007629395	16.5	12.3999996185303	-8.44999980926514	19.5	-30.2999992370605	-12.5	-13.3499999046326	-38.2999992370605	-23.7000007629395	10.8000001907349	-10.6000003814697	8.84999990463257	27.6000003814697
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6000003814697	48.2000007629395	36.0499992370605	85.4000015258789	37.5999984741211	17.5	9	11.3999996185303	10.25	10	17	10.4000000953674	-11.3000001907349	-10.8500003814697	-5.90000009536743	20.1499996185303	-9.89999961853027	9.30000019073486	-8.80000019073486	10.8999996185303	12.3000001907349	11.1999998092651	11.6999998092651	-8.69999980926514	-15.1000003814697	8.80000019073486	28.6000003814697
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.2000007629395	10.8999996185303	97.9000015258789	91.9000015258789	-14.3000001907349	26	22.1000003814697	18.7999992370605	14	-16.75	-15.6000003814697	-11.5	12.1000003814697	19.5	23.25	26.6000003814697	-20.7999992370605	-17.7000007629395	-16.8999996185303	9.5	17	-9.69999980926514	10.5	10.3000001907349	-20.7999992370605	-33.7999992370605
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	7.5	17	-15.3999996185303	25.5	11.8999996185303	23.2999992370605	-9.10000038146973	9.19999980926514	18.2999992370605	11.5	20	-11.1000003814697	14.0999999046326	12.1999998092651	18.5	12	8.80000019073486	8.69999980926514	-12.8000001907349	15.3999996185303	-10.6500000953674	8.5	14.8999996185303	-13.75
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7999997138977	21.1999998092651	-42.9000015258789	21.3000001907349	21	27.1000003814697	9.69999980926514	14.6999998092651	22.0500001907349	19.5	19.5	-20.5	12.5	13.5	-13.8000001907349	-15.2499995231628	15	-11.6999998092651	-15.1000003814697	8	-15.6999998092651	32.3499994277954	24.1000003814697	15.8999996185303
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	-34.7999992370605	15.5	17	44.4500007629395	15.5	16.7999992370605	26	19.5	27.1000003814697	-10.6000003814697	-10.3999996185303	-13.3500003814697	-13.1999998092651	22.3000001907349	17.5	-12.8999996185303	19.6999998092651	16.8499994277954	-19.1000003814697	12.4000000953674	15.8999996185303	19.5
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	9.69999980926514	-9.10000038146973	24.3499994277954	6.59999990463257	-15.6999998092651	-10.3999996185303	11	10.5	12	-6.30000019073486	13.3999996185303	8.00000023841858	-10.8000001907349	-8.60000038146973	-7	9.19999980926514	19	11.3499999046326	15.3999996185303	10.1000003814697	-11.7000002861023
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	-36.2999992370605	19	-19.25	8.80000019073486	16	9.39999961853027	24.1000003814697	-21.2000007629395	-11.6000003814697	-12.1000003814697	18.5	14.5	21.1000003814697	-8.89999961853027	17	14.3000001907349	-24.2000007629395	13.8999996185303	25.5	19
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8999996185303	-10.6999998092651	19.5	9.30000019073486	-25.2999992370605	-14.8000001907349	-22.2000007629395	14.5	-8.69999980926514	-15.6000003814697	-19.2000007629395	6.5	-14.3999996185303	11.8999996185303	-17.8499994277954	-17.3499994277954	20	17	-18.2999992370605	-38.9000015258789
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1000003814697	22	45.7000007629395	28.1000003814697	10.6000003814697	16.7999992370605	-15.6999998092651	20.5	6	17.2000007629395	22.2999992370605	21.8999996185303	-12.8000001907349	-9.69999980926514	18.0999994277954	-20.2000007629395	-10.5499997138977	-10.6000003814697	-23.7000007629395
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.69999980926514	21.5	-16.2000007629395	-11.6000003814697	8.10000038146973	23.6000003814697	-9.10000038146973	-18.2000007629395	-23.7000007629395	-7.69999980926514	-8.69999980926514	12.1999998092651	7.40000009536743	-13.1999998092651	13.3999996185303	-12.4499998092651	-19.6000003814697	-17.75
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.1000003814697	16.2999992370605	-14.6000003814697	7.04999995231628	-10.1999998092651	15.4499998092651	-14.6999998092651	12.1999998092651	18.7999992370605	14.3999996185303	7.40000009536743	19.5	18.4499998092651	-16.6000003814697	15.5	20.9499998092651	17.5
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3999996185303	-8.5	-12.6000003814697	-36.7999992370605	-11.3000001907349	-16.7999992370605	20.5	25.6999998092651	18	-11	-15.7000002861023	19	-25.7999992370605	16.7000007629395	26.5	41.2000007629395
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	18	-32.7999992370605	16.9499998092651	-14.3499999046326	-16.8999996185303	15	13.8999996185303	-9.10000038146973	15.3999996185303	18.5	-12.1999998092651	1.84999990463257	15	19.5
52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-12.6999998092651	16.7999992370605	-11.6000003814697	13.8999996185303	16.5	22.5	-9.60000038146973	10.8999996185303	11.8999996185303	-23.2999992370605	13.9000000953674	22.75	30.1000003814697
53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	7.15000009536743	-12.6999998092651	-30.7999992370605	-30.7999992370605	-16.3999996185303	14	-20.0500001907349	-22.7000007629395	21	-12.6000003814697	-34.7999992370605	-29.2999992370605
54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.19999980926514	40.5999984741211	48.2000007629395	-12.6000003814697	21.5	16.4499998092651	25	14.1000003814697	-15.1000003814697	17.3499994277954	-10.75	-12.6999998092651
55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	-17.1000003814697	-33.7999992370605	-13.8000001907349	9	3.59999990463257	-9.60000038146973	7.69999980926514	12.0999999046326	-9.55000019073486	-10.6000003814697
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	-22.2000007629395	-13.5	-11.3999996185303	-22.7000007629395	22.0500001907349	-18.75	13.25	33.0999984741211	31.0500001907349
57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	-18.6000003814697	11.1000003814697	-11.6000003814697	19	-16.7999992370605	11.25	19.6999998092651	15.6500000953674
58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	-16.2000007629395	15	22.6000003814697	-19.2999992370605	-10.8000001907349	24.6000003814697	38.0999984741211
59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	41.0999984741211	11.3000001907349	15.5	-19.7000007629395	-26.2000007629395	-30.0499992370605
60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-34.2999992370605	7.25	-35.2999992370605	-14.3999996185303	-16	-37.4000015258789
61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	-26.7999992370605	32.0999984741211	10.3000001907349	-23.9500007629395
