V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.1000003814697	-33.6000003814697	31.1000003814697	17	-23.7000007629395	11	-15.9500002861023	40.5999984741211	-16.2000007629395	-36.9000015258789	-8.80000019073486	39.5999984741211	34.5999984741211	27.1000003814697	23.5500001907349	31.1000003814697	15.1500000953674	-10.5	10.25	-36.6500005722046	-44.9000015258789	-38.8500003814697	-10.6500000953674	-19.2999992370605
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.3999996185303	51.7000007629395	13.75	-32.4000015258789	-22.2000007629395	0	35.0999984741211	11.8000001907349	0	0	0	0	0	0	-8.89999961853027	-9.10000038146973	-8.5	-23.7999992370605	0	-37.2999992370605	0	13.3999996185303	-25.0999994277954
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8999996185303	15.3000001907349	-18.3999996185303	23.9499998092651	-68.3499984741211	31.6000003814697	69.3000030517578	10.6999998092651	-9.94999980926514	7.69999980926514	-19.1500005722046	-45.9500007629395	-59.0999984741211	-16.9000005722046	37.0999984741211	-23.5	29.3500003814697	12.5	-34.7999992370605	-57.25	34.8499984741211	44.5999984741211
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3999996185303	-26.2000007629395	-6.40000009536743	-61.0999984741211	-29.7999992370605	9.69999980926514	13	19.5	12.8499999046326	-17.2000007629395	-28.3999996185303	-17.7000007629395	13.1999998092651	10.4499998092651	-8.75	7.80000019073486	-19.7000007629395	-25.7000007629395	-35.7999992370605	16.5	30.1000003814697
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	26.6000003814697	7.19999980926514	-13.6000003814697	-9	11.5	11.4000000953674	-11.6000003814697	-9.84999990463257	-19.8000001907349	-12.6000003814697	9.05000019073486	10.25	13.3999996185303	-8.25	21	-19.25	-20.7000007629395	-19.0500001907349	22.1999998092651
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.5	-25.2000007629395	15.1999998092651	5.80000019073486	-8.19999980926514	15.3999996185303	14.9499998092651	10.3000001907349	-9.39999961853027	-8.60000038146973	19	-9.60000038146973	-11.6000003814697	11.5	19.5	8.25	-15.3999996185303	-13.1000003814697	20.2999992370605
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3999996185303	31.6000003814697	9.39999961853027	15.5	24.1000003814697	21	16.6999998092651	23.5	29.6000003814697	-10.8000001907349	17.5	-9.65000009536743	10.5999999046326	22.5	32.5999984741211	24.6000003814697	-25.7000007629395	10.6999998092651
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	-16.2000007629395	-20.2000007629395	7.90000009536743	12.3999996185303	-9.39999961853027	8.75	-11.6999998092651	11.3999996185303	11	-12.6000003814697	-9.89999961853027	14.8999996185303	15.8999996185303	11.5	9.19999980926514	28.6000003814697
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	14.8000001907349	-11.8000001907349	-9.69999980926514	11	21.1000003814697	21.5	5.95000004768372	12.1999998092651	14.3000001907349	16.5	16.4499998092651	17.5	17.5	18.3999996185303	9.5
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3999996185303	10.8000001907349	10.6500000953674	19	39.5999984741211	29.6000003814697	-10.1000003814697	8.10000038146973	16	-7.40000009536743	17.3500003814697	23.6000003814697	15.5	14.5	-8.24999976158142
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.60000038146973	23	28.6000003814697	26.1000003814697	8.55000019073486	7.90000009536743	11.1999998092651	13.1999998092651	-6.69999980926514	17.8500003814697	22.3999996185303	19.3499994277954	-9.69999980926514	8.5
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	-21.2000007629395	-12.8000001907349	-50	-25	-12.3999996185303	-14.8999996185303	-9.69999980926514	11.4500002861023	21	18	8.90000009536743	7.90000009536743
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	12.4499998092651	-47.9000015258789	-43.9000015258789	8.30000019073486	15	-12.6999998092651	27.5	22.1000003814697	30.1000003814697	-26.2000007629395	-13.3499999046326
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-30.3999996185303	-34.2999992370605	12.8999996185303	12.4499998092651	10	24.6000003814697	25.1000003814697	35.5999984741211	-19.6500005722046	-20.7000007629395
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	-15.6999998092651	34.0999984741211	21	8.55000019073486	24.5	23.5	32.0999984741211	-19.2000007629395	-24.7000007629395
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	14.8999996185303	-15.7999997138977	-9.30000019073486	-16.2000007629395	-16.25	10.25	29	-10.75
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-9.5	12.6000003814697	13.75	12.8000001907349	18.9499998092651	9.69999980926514	10.6000003814697
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	-24.7000007629395	40.0999984741211	19	30	-21.7000007629395	17.5
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1999998092651	-18.75	-33.7999992370605	-9.5	25.6000003814697	12.5
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	-10.6000003814697	29.6000003814697	-42.9000015258789	-30.7999992370605
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	27.1000003814697	-49	-31.8999996185303
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	-46.9000015258789	12
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3000001907349	34.5999984741211
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.5
