V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.85000014305115	-15.0499997138977	0	-18.2000007629395	-19.2999992370605	-29.1499996185303	-28.3999996185303	-26.7999992370605	-26.2999992370605	-33.2999992370605	-26	-6.40000009536743	0	9.80000019073486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.9000015258789	0	33.75	-24.7999992370605	-43.9000015258789	0	-42.9000015258789	-44.4000015258789	0	-17.6000003814697	-93.4000015258789	0	-10.9500002861023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51.7000007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.5999984741211	-30.7999992370605	-40.4000015258789	-12.1000003814697	85.4000015258789	23	40.5999984741211	36.0999984741211	-64.5999984741211	-78.1999969482422	-21.2999992370605	-0.199999809265137	-21.7999992370605	-16.4499998092651	-8.75	-27.25	-13.2000002861023	-13.6999998092651	14.8999996185303	-15.3500003814697	13.1999998092651	-16.7999992370605	24.5	-22.7000007629395	-12.1000003814697	-14.3999996185303	10.0999999046326	13.1999998092651	11.3999996185303	16.0499997138977	-10.0500001907349	-22.7999992370605	-9.19999980926514	19.3000001907349	20.3999996185303	11.3499999046326	-1.45000004768372	-10.5500001907349	-16.1000003814697	-22.7999992370605	12.4499998092651	0	0	-19.7000007629395	0	-12.1999998092651	6.59999990463257	-12.1000003814697	-17.7999992370605	9	-20.7000007629395	1	-37.0499992370605	16.2999992370605	-51
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6000003814697	20.5	10.1000003814697	52.2000007629395	62.7999992370605	76.3000030517578	86.4000015258789	-44.9000015258789	-35.7999992370605	-14.8999996185303	20.5	9.5	-10.3000001907349	9.5	-13.1000003814697	10	-14.5	10.25	-18.7000007629395	-9.39999961853027	16	12.5	9.30000019073486	9.30000019073486	-10.8999996185303	7.30000019073486	16.5	9.69999980926514	-8.84999990463257	10.3999996185303	-10.6000003814697	12	12	15.8000001907349	8.44999980926514	11	-11.1999998092651	-19.2000007629395	-16.2999992370605	8.30000019073486	4.29999995231628	-13.6999998092651	-14.6000003814697	-14.3499999046326	-10.3000001907349	6.59999990463257	-12.5	-13.3000001907349	7.19999980926514	-17.7999992370605	6.90000009536743	-33.7999992370605	10.8999996185303	22.4499998092651
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-44.4000015258789	-48.9000015258789	76.5500030517578	70.8000030517578	55.7000007629395	54.7000007629395	25	20	14.6999998092651	26.0500001907349	17.5	1.89999985694885	-12.0999999046326	-9.5	8.75	8.39999961853027	-9.90000009536743	9.80000019073486	-10.6999998092651	7.70000004768372	-11.3000001907349	-18.5	11.3999996185303	10.5	7.19999980926514	10.8999996185303	8.80000019073486	-15.25	11.1999998092651	12.6999998092651	10.6000003814697	0	-10.3000001907349	-7.25	11.8000001907349	-11.1000003814697	-17.0999994277954	-15.8499994277954	-10.8999996185303	0	-11.3999996185303	-15.6000003814697	12.1999998092651	8.39999961853027	-1.64999985694885	-8.80000019073486	-6.80000019073486	9.65000009536743	-7.30000019073486	13.3999996185303	-18.3999996185303	8.90000009536743	49.7000007629395
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-52.5	-65.5999984741211	75.3000030517578	45.2000007629395	44.7000007629395	-10.1999998092651	-5.59999990463257	18	22.1000003814697	21.1000003814697	27.6000003814697	-10.3000001907349	-7.90000009536743	12.3999996185303	14.3000001907349	-15.4500002861023	7.30000019073486	-14.1000003814697	8.5	-11.6000003814697	-13.8999996185303	15.8999996185303	10.1999998092651	9	-7.80000019073486	-13.6999998092651	-12.1999998092651	9.30000019073486	22.5	-11.5999999046326	-21.75	-14.25	10.8000001907349	0	-13.6999998092651	-18.7999992370605	-14.9500002861023	-10.6000003814697	0	6.90000009536743	-8.5	1.19999980926514	9.25	-12.8000001907349	-14.8999996185303	-14.6000003814697	8.20000028610229	21.8000001907349	19.5	-7.5	-9.59999990463257	0
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-64.0999984741211	-45.7000007629395	42.4500007629395	37.5999984741211	10	14.5	28.6000003814697	34.5999984741211	30.6000003814697	35.5999984741211	25.5	0.75	14.1499996185303	0	-13.6999998092651	-10.5000002384186	8.80000019073486	11.6999998092651	-7.5	-7.59999990463257	22.7499990463257	10.6999998092651	-9.09999990463257	-17	-13.3499999046326	-8.60000038146973	11.5	28.6000003814697	-12.1000003814697	-20.2000007629395	-13.5500001907349	9	0	-7.45000004768372	10.8999996185303	2.35000014305115	-6.89999985694885	0	0	10.3999996185303	22	7.59999990463257	-11.4500002861023	-11.7999997138977	-22.7000007629395	10.75	14	14.8000001907349	17.3999996185303	-10.6999998092651	15.75
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-53	65.8000030517578	43.7000007629395	25.6000003814697	26.3500003814697	31.1000003814697	38.5999984741211	37.2999992370605	40.0999984741211	26.0500001907349	7.65000009536743	16.5	12.6000003814697	-15.6999998092651	-8.65000009536743	-7.19999980926514	8.80000019073486	-10.3500003814697	10.3999996185303	28.0500001907349	12.25	-7.80000019073486	-7.40000009536743	-11.6000003814697	-11.6000003814697	-11.7000002861023	31.3999996185303	-15.5	-11.3000001907349	8.69999980926514	7.69999980926514	-12	11.4499998092651	12.8000001907349	13.0999999046326	9.89999961853027	13.1999998092651	21.75	12.5	17.5	-6.09999990463257	-8.94999980926514	-12.4500002861023	-15.6000003814697	14.25	13.8999996185303	15.1999998092651	17	-14.9500002861023	-15.3999996185303
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-27.7000007629395	-48.9000015258789	-72.1999969482422	0	-45.9500007629395	-1.45000028610229	28.8500003814697	36.0999984741211	52.9500007629395	42.0999984741211	32.8499984741211	13.1999998092651	-11.1000003814697	11.5999999046326	10.5	14.25	8.80000019073486	12	17.9499998092651	11.1000003814697	9.34999990463257	29.1000003814697	-15.1999998092651	-14.6999995708466	-9.5	28.1000003814697	-19.7000007629395	0	14.5	9.64999961853027	13	22.0500001907349	0	23.5	-12.6999998092651	0	39.5999984741211	25.6000003814697	12.5	-14.7000002861023	40.0999984741211	1.25	22	13.1999998092651	-13.3000001907349	-12.6000003814697	-7.80000019073486	0.300000190734863	0
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19999980926514	-13.8000001907349	-15.6999998092651	-25.7000007629395	93.4000015258789	20.5	49.7000007629395	52.7000007629395	49.7000007629395	18.5	26.1000003814697	9.34999990463257	17.75	-9.10000038146973	12.8999996185303	10.3999996185303	46.7000007629395	35.3499984741211	16.5	9.39999961853027	31.6000003814697	-14.8999996185303	8.19999980926514	9	35.5999984741211	-9.60000038146973	15	24.5	11	12	20.5	16.5	26.5500001907349	-12.1999998092651	18.2999992370605	43.8999996185303	45.2000007629395	29.3999996185303	-10.6000003814697	36.0999984741211	14.5	22.6000003814697	-6.95000004768372	10.4499998092651	-6.90000009536743	15.3000001907349	-7	-26.2999992370605
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	15.25	14	11.9499998092651	7	23.6499996185303	48.2000007629395	53.7000007629395	12.8999996185303	11.6999998092651	-11.3000001907349	35.5999984741211	-21.7000007629395	20.5	14.5	56.2000007629395	48.7000007629395	29.1000003814697	-9.75	41.0999984741211	-9.79999971389771	18.3999996185303	12	36.5999984741211	8	19	26.1000003814697	13.5	-11.8999996185303	13.8000001907349	16.25	25.1000003814697	-8.5	30.8500003814697	41.5999984741211	48.2000007629395	42.0999984741211	-12.7000002861023	46.3499984741211	15.8000001907349	18.2000007629395	-20.7000007629395	24.5	22	26.4499998092651	16.6499996185303	-14.9000000953674
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	-10.8999996185303	19.7000007629395	20.5	35.5999984741211	43.7000007629395	40.0999984741211	8.45000004768372	-13.1000003814697	-11.1000003814697	17.5	-11.6000003814697	24.75	19	46.7000007629395	0	26.1000003814697	19.5	43.7000007629395	-33.2999992370605	21.5	-15	31.6000003814697	12.5	23.5	21.8999996185303	-14.1000003814697	-11.3000001907349	-10.8000001907349	0	0	-13.6999998092651	0	34.5999984741211	36.0999984741211	32.5999994277954	-13.6000003814697	22.0500001907349	8.10000038146973	0	-10.1000003814697	23.8999996185303	22.1999998092651	0	14.5	0
