V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	-18.2000007629395	21.8999996185303	-13.8000001907349	25	-28.7999992370605	-42.9000015258789	-45.4000015258789	-29.7999992370605	-17.8999996185303	0	-13.9499998092651	-20.2000007629395	-11.8999996185303	16.8500003814697	6.69999980926514	21.6000003814697	-13.3999996185303	7.45000004768372	11	-16.7000007629395	21.5	-8.19999980926514	12.1999998092651	-14.6000003814697	12.5	15.5	26.6000003814697	10	17.5	27	13.5	30.3000001907349	-10.1000003814697	24	7.59999990463257	24.1000003814697	-17.7999992370605	-10.1999998092651
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	-12.1000003814697	34.5999984741211	-17.7000007629395	-13.1000003814697	-28.7000007629395	-37.3500003814697	-40.9000015258789	-15.6999998092651	0	15.8000001907349	-16.7999992370605	24	18.3999996185303	28	-15.1999998092651	-20.7000007629395	19	18	14.7999997138977	-10.3999996185303	27.1000003814697	-9.80000019073486	-11.1000003814697	-16.7999992370605	21.5	-17.6500005722046	17.5	-22.7999992370605	-27.7999992370605	-17.1500005722046	-20.8999996185303	6.95000004768372	-17.2000007629395	17.2999992370605	-8.89999961853027	28.6000003814697	-15.3000001907349
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	-18.6000003814697	15.8999996185303	15.5	-32.9000015258789	-33.0499992370605	-20.7000007629395	-13.4000000953674	16	-9.19999980926514	-14.6000003814697	6.40000009536743	13.9499998092651	10.5	20.5	-11.6000003814697	-8.60000038146973	10.1999998092651	10.6999998092651	14	-14.1999998092651	8.39999961853027	-22.7000007629395	9.39999961853027	-9.29999971389771	18.5	8.60000038146973	13.6999998092651	17	9.30000019073486	11	8.39999961853027	16	22	13.5	-13.6999998092651	10.3999996185303
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	9.19999980926514	45.0999984741211	18.4499998092651	12.5	15.1500000953674	12.6999998092651	38.0999984741211	12.6999998092651	18.3999996185303	11	12.1999998092651	11.8999996185303	-0.0499999523162842	-9.89999961853027	6.69999980926514	10.8000001907349	14.6999998092651	10.8999996185303	24.6000003814697	-13.8999996185303	-13.4500002861023	-9.55000019073486	16	-17.7999992370605	17	-15.6999998092651	-22.2999992370605	-9.10000038146973	-7.34999990463257	11.5	-9.95000028610229	18.6499996185303	14.5	17.9499998092651	-12.6000003814697
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1000003814697	16.7999992370605	19.5	-20.1499996185303	-23.7000007629395	-50	-72.6999969482422	-17.2000007629395	39.0999984741211	9.5	21.5	9.89999961853027	23	15.8999996185303	18.5	10	-14.8000001907349	12.3000001907349	-20.3999996185303	12	-22.2000007629395	23.5	-6.80000019073486	12.3999996185303	-10.1999998092651	-10.25	12.8000001907349	12.5	14.9499998092651	-9.10000038146973	24.5	18	23.1000003814697	-23.2999992370605	16.5
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.1999998092651	47.2000007629395	50.2000007629395	40.5999984741211	21.1000003814697	-18.6000003814697	14	-13.8000001907349	15	-13	12	-40.4000015258789	22.6000003814697	-27.2000007629395	-20.8000001907349	11	-35.1000003814697	13.5999999046326	12.3000001907349	38.5999984741211	-35.1000003814697	-19.7000007629395	-9.19999980926514	10.6000003814697	17.5	8.19999980926514	-18.6000003814697	-19.6000003814697	16	-41.4000015258789	-34.7999992370605	-35.7999992370605	20.5	-9.5
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.6000003814697	-16	-13.1500000953674	41.0999984741211	35.0999984741211	16	-59	11	-42.5	17.0499992370605	-52	32.5999984741211	-18.6999998092651	15.3000001907349	17.7999992370605	-44.1500015258789	22.6500005722046	-18.8999996185303	40.0999984741211	-42.9000015258789	-37.1000003814697	-24.2000007629395	18.25	26.6000003814697	25.1000003814697	-11.6500000953674	-15.3000001907349	12.8000001907349	-39.6500015258789	-37.4000015258789	-48.5	36.0999984741211	-19.6000003814697
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-20.2999992370605	-18.9499998092651	38.5999984741211	22.6000003814697	14.3000001907349	-43.9000015258789	-11.8999996185303	-28.2000007629395	12.3000001907349	-2.55000019073486	19.7999992370605	0	20.3999996185303	24.1000003814697	-8.35000038146973	14.8000001907349	-15.6999998092651	41.6499996185303	-34.3500003814697	-28.8999996185303	-9.5	15.5	0	16.5	-11.3500003814697	0	17.6499996185303	-31.2999992370605	-24.75	-22.7000007629395	35.0999984741211	-25.2000007629395
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.1999998092651	28.1000003814697	-6.19999980926514	11.8999996185303	-32.8500003814697	-12.3000001907349	-18.6000003814697	34.0999984741211	-22.7000007629395	12.1000003814697	-25.9500007629395	10	30.25	-10.3500003814697	28.9499998092651	9.59999990463257	34.0999984741211	-35.7999992370605	-35.7999992370605	-17.2000007629395	12.3000001907349	16.5	12	8.89999961853027	15.6999998092651	17	-33.2999992370605	-11.1000003814697	-20.7000007629395	19.5	-20.2000007629395
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6000003814697	-14.6999998092651	14.8000001907349	-20.0499992370605	12.3000001907349	-23.2999992370605	24.1000003814697	-26.2999992370605	11.1999998092651	-28.2000007629395	16.2999992370605	19.7999992370605	7.19999980926514	42.5999984741211	28.3000001907349	19	-51	-16.7000007629395	-10.3500003814697	11.8999996185303	11.8499999046326	-12.6000003814697	-16.9500007629395	-19.2999992370605	7.09999990463257	-31.2999992370605	-25.2999992370605	-17.1499996185303	19.2999992370605	-37.7999992370605
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.1000003814697	41.0999984741211	-62.5999984741211	16.5	0	23.1000003814697	17.5	9.30000019073486	0	19	19.5	-12.1499996185303	0	0	0	0	0	-8.25	-2.94999980926514	0	14.8999996185303	0	0	-15.6500005722046	-18.6000003814697	0	0	10.3000001907349	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.39999961853027	-27.7000007629395	21.5	-62.0999984741211	-35.7999992370605	-15.3499999046326	9.69999980926514	14.4000000953674	17	18.8999996185303	-21.2000007629395	16.5	-17.2999992370605	14.8999996185303	11.1999998092651	17.5	-14.1000003814697	15.6500000953674	20.8999996185303	-8.15000009536743	-19.8999996185303	-17.6000003814697	9.19999980926514	-19.7000007629395	-25.2000007629395	-34.7999992370605	13.5	45.2000007629395
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	22.1000003814697	13.5	-13.8999996185303	12.3999996185303	-14.8999996185303	9.80000019073486	9.89999961853027	-9.90000009536743	8.89999961853027	5	6.80000019073486	-15.6500000953674	19.3999996185303	13.5	14.5	21	25.2999992370605	27.1000003814697	-8.5	11	7.69999980926514	-10.6000003814697	8.60000038146973	-13.6500000953674	-16.9499998092651	16.3999996185303
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1000003814697	-22.2000007629395	21.1000003814697	-17.1000003814697	13.8000001907349	10.8000001907349	10.6000003814697	23.5	-12.1000003814697	28.1000003814697	-16.6000003814697	-17.7999992370605	-11.8999996185303	16.5	9.69999980926514	10.6999998092651	13.5	-9.75	-14.6500000953674	-21	10.8000001907349	15.6500000953674	8.75	-22.25	8.89999961853027	24.5
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2999992370605	22	14	12.8000001907349	19.3500003814697	16.7999992370605	15	26.6000003814697	14.3000001907349	-10.3999996185303	-38.7999992370605	19.5	22.1000003814697	17.5	18.5	15.5	25.5500001907349	-30.2999992370605	8.75	10.3499999046326	26.1000003814697	29.1000003814697	13	-26.1000003814697	34.5999984741211
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	-23.3999996185303	10.5	-16.1999998092651	-6.30000019073486	20	-11.6500000953674	23.1000003814697	-15.9499998092651	11	-9.89999961853027	23.5500001907349	-8.69999980926514	12.8999996185303	-17.7000007629395	-22.75	6.95000004768372	-21	-10.6999998092651	7.34999990463257	13	-15.8000001907349	16.2000007629395	25.8999996185303
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-21.7000007629395	21.1000003814697	14.8999996185303	-17.1500005722046	19.7999992370605	-35.9500007629395	-15.1999998092651	-29.2999992370605	14.8999996185303	9.94999980926514	24	13.5	9.5	22.5	18.5	35.5999984741211	-10.8000001907349	33.0999984741211	25.1000003814697	28.5	-30.2999992370605	21.5
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8999996185303	12.3999996185303	9.19999980926514	13.8999996185303	-8.5	8.69999980926514	15	49.2000007629395	-21.3999996185303	-12.6000003814697	-9.89999961853027	-9.19999980926514	-7.95000004768372	12.3999996185303	7.40000009536743	11.8000001907349	18	-16.2000007629395	-8.69999980926514	18.3999996185303	19.3999996185303	-10.8000001907349
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	-11.6000003814697	22.5	24.6000003814697	-10.3999996185303	12	-14.8000001907349	10.6999998092651	-9.75	14.4000000953674	12	14.6999998092651	12.3999996185303	15.3999996185303	29.0500001907349	15.5	27.1000003814697	17.8999996185303	23.1000003814697	8.59999990463257	7.85000014305115
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.30000019073486	28.1000003814697	16.5	17.5	24.1000003814697	5.20000004768372	9.80000019073486	-8.39999961853027	10.5	12.8999996185303	14.5	-9.10000038146973	-7.59999990463257	18.3499994277954	10.8999996185303	16.1999998092651	16.7000007629395	24.6000003814697	12.8000001907349	9.19999980926514
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89999961853027	-20.7000007629395	26.1000003814697	-17.1000003814697	11	-22.7000007629395	-9.5	-22.7000007629395	9.80000019073486	-31.3999996185303	-26.7000007629395	-28.2000007629395	-33.2999992370605	10.6999998092651	-13.5	13.3999996185303	-12.9000000953674	14.5	9.69999980926514
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1999998092651	-24.7000007629395	21.8499994277954	-14.6000003814697	27.1000003814697	10.8000001907349	23.25	13.5	18.7999992370605	21.8999996185303	12.1999998092651	18	-7.59999990463257	33.5999984741211	24.5	31.1000003814697	-27.7000007629395	-10.1999998092651
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1999998092651	-21.7999992370605	34.0999984741211	-13.6000003814697	15.5	-20.2000007629395	28.6000003814697	9.79999971389771	-25.2000007629395	-28.5	-33.7999992370605	-11.6999998092651	-38.6000003814697	-18.7000007629395	-22.25	38.5999984741211	-22.7999992370605
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	-20.7000007629395	15.9499998092651	-17.6000003814697	24.5	26.1000003814697	37.0999984741211	38.5999984741211	24	30.6000003814697	7.5	18.5	-14.8999996185303	18.5	-12.3999996185303	-8.10000038146973
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	-19.2999992370605	-33.7999992370605	-36.5	-9.44999980926514	12.1999998092651	-15.5	-18.6000003814697	-16.2999992370605	28.5	-55	-32.2999992370605	-31.7999992370605	30.6000003814697	18.3999996185303
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	-20.7000007629395	8.5	9	25.9499998092651	23.7999992370605	18	29.6000003814697	9.60000038146973	22	9.69999980926514	25.3999996185303	-25.2000007629395	-12.1000003814697
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	-18.6000003814697	-11.1999998092651	-19.5	-27.2999992370605	-15.6999998092651	-18.7000007629395	11.6999998092651	6.59999990463257	16.5	23.1000003814697	11	-17.1000003814697
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	-23.7000007629395	-19.7000007629395	-11.8000001907349	-15.1000003814697	13.5	12.1999998092651	28.5500001907349	20	29.1000003814697	-30.7999992370605	18.2999992370605
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	-10.1500000953674	-25.7000007629395	-22.8999996185303	-21.7999992370605	13.5	11.5	15	16	12.1000003814697	16.5
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	-11.1000003814697	-34.7999992370605	-10.8000001907349	-10.1999998092651	20	-15.1000003814697	12.8999996185303	-18.7000007629395	18.25
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8999996185303	-18.2000007629395	8.89999961853027	-24.2999992370605	38.0999984741211	-9	29.1000003814697	-31.2999992370605	18.7000007629395
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	14.3999996185303	-28.7000007629395	33.5999984741211	-8	15	-29.25	7.59999990463257
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8999996185303	-26.7000007629395	47.7000007629395	17.2999992370605	42.2000007629395	-33.2999992370605	10.6000003814697
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1000003814697	-19.5	-27.7000007629395	-13.1999998092651	25.6000003814697	7.19999980926514
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.1000003814697	-29.7999992370605	29.6000003814697	-42.4000015258789	-24.7000007629395
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8000001907349	29.1000003814697	-19.2000007629395	-18.2000007629395
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	-42.4000015258789	20
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	31.6000003814697
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.30000019073486
