V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	-12.3000001907349	-13.8000001907349	18.9499998092651	8.69999980926514	21.6000003814697	-30.7999992370605	-29.7999992370605	-50	6	28.6000003814697	13.5	13	11.5	8	-17.2000007629395	18	36.5999984741211	-19.7000007629395	15.3999996185303	15.3999996185303	10.1000003814697	-7.40000009536743	-12.1000003814697	-12.1000003814697	12.5	8.39999961853027	-14.5	-12.6000003814697	32.5999984741211	17.8999996185303	10.6999998092651	-11.6500000953674	13.3999996185303	32.0999984741211	-10.6999998092651	-25.75	-32.9000015258789	-11.25	-15.6000003814697	10.8499999046326	-17.2000007629395	-18.7000007629395	-15.75	-11.5999999046326	21.0500001907349	-6.85000014305115	36.3499984741211	10.3999996185303	-37.7999992370605	-24.2000007629395	6.70000004768372	18	36.5999984741211	38.0999984741211	42.7000007629395	44.5999984741211	16.2999992370605	52.7000007629395	91.4000015258789	97.9000015258789
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	-13.1000003814697	49.5999984741211	40.0999984741211	11.3999996185303	-23.7000007629395	-31.7999992370605	-52	6.30000019073486	17.2999992370605	11.5	8.55000019073486	-6.25	13.8000001907349	-19.2000007629395	-10.4499998092651	15.5	15	11.8499999046326	-12.7000002861023	-15.6000003814697	-16.1000003814697	-23.2000007629395	-15.8999996185303	8.69999980926514	8.5	13.8999996185303	-16	-10.1999998092651	18.6499996185303	15.1999998092651	18.1499996185303	16.6000003814697	21.6000003814697	12.5	15	-25.25	11.5	-19.3999996185303	6.30000019073486	-25.75	-25.7000007629395	-23.7000007629395	-20.5	19.5	8.19999980926514	11	20.3499994277954	-33.2999992370605	-45.4000015258789	-28.2000007629395	10.5	14.1999998092651	11.3000001907349	22.5	39.0999984741211	21	41.1499996185303	85.4000015258789	97.9000015258789
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8999996185303	-8.39999961853027	-20.2000007629395	17	-18.7999992370605	-30.7999992370605	-75.1999969482422	-31.7999992370605	34.0999984741211	42.7000007629395	35.5499992370605	20	7.69999980926514	15.25	11.5500001907349	19.5	-20.7000007629395	14.3000001907349	12	-9.30000019073486	-0.550000190734863	19.2999992370605	27.6000003814697	14	14.6500000953674	-31.3499994277954	12.5	18	-13.6000003814697	14.1999998092651	12.5	21.6000003814697	24.1000003814697	-21.2000007629395	25	-25.7000007629395	18.3999996185303	19.5	-7	12.6999998092651	17.8999996185303	18.5	21.4499998092651	11	-13.6000003814697	-8.94999980926514	13.3999996185303	-11.3999996185303	14	16	-11.6000003814697	-17.9500007629395	-17.9500007629395	-15.3999996185303	11.8000001907349	-19.6000003814697	-24.3499994277954	31.3999996185303	73.8000030517578
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.30000019073486	41.7000007629395	33.5999984741211	6.30000019073486	-29.7999992370605	-69.0999984741211	-9.05000019073486	29.1000003814697	30.6000003814697	23.1000003814697	22	14.8000001907349	16.2999992370605	11	6.09999990463257	-10.1999998092651	12.5	9.89999961853027	12.8999996185303	-11.5	-8.15000009536743	-9.15000009536743	-7.64999985694885	7.5	-11.5500001907349	15.5	-30.2999992370605	0.150000095367432	-14.5	8.60000038146973	-9.69999980926514	11.8999996185303	-27.2000007629395	14.25	-21.2000007629395	23.1000003814697	26.6000003814697	11.1999998092651	14.0999999046326	8.60000038146973	-12.75	-18.2000007629395	-7.85000014305115	9.80000019073486	-23.2000007629395	-24.2999992370605	37.5999984741211	37.5999984741211	22	10.3499999046326	9.19999980926514	-8.30000019073486	10.1999998092651	16	32.0999984741211	20.3999996185303	-44.2000007629395	-36.6000003814697
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.5	-30.7999992370605	-20.7000007629395	-55.25	-54	22.6000003814697	21	-23.7999992370605	8.95000028610229	16	-11.1000003814697	-15.1000003814697	-6.69999980926514	-13.5	18	14.8000001907349	9.40000009536743	7.80000019073486	23.1000003814697	7.5	15.25	-8.10000038146973	11.8999996185303	29.1000003814697	-15.1000003814697	-24.9500007629395	-11.3000001907349	10.5	0.700000047683716	-17.7999992370605	-11.6000003814697	-12.6000003814697	11.5	-10.3000001907349	20	-5.19999980926514	17.5	22.25	20.5	-12.3000001907349	-26.7000007629395	-13.0499997138977	-16.7000007629395	-30.0499992370605	-21.75	32.5999984741211	-15.6000003814697	-19.2000007629395	43.0999984741211	43.7000007629395	35.5999984741211	18	11.5	20.5	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3999996185303	17	-63.0999984741211	-55	23.5	25	-18.7000007629395	-12.3499999046326	18.3999996185303	-13.8000001907349	23.1000003814697	12.8000001907349	7.95000004768372	-10.3999996185303	11.3999996185303	-14.5	-11.25	-13.3499994277954	-14.6500000953674	23	18.5	24.6000003814697	28.1000003814697	-8.30000019073486	11.3000001907349	32.8499984741211	20.3999996185303	14.5	-9.80000019073486	16.1000003814697	-34.7999992370605	29	20.5	27.5500001907349	17.1999998092651	11.1999998092651	35.5999984741211	29.1000003814697	18.5	-15.6000003814697	13.6999998092651	-13.3999996185303	-16.1000003814697	-36.2999992370605	34.0999984741211	-16.8999996185303	-34.5499992370605	44.7000007629395	51.4500007629395	41.9500007629395	37.0999984741211	27.3500003814697	12.3999996185303	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	13.8999996185303	59.2000007629395	23	-43.4000015258789	-65.0999984741211	-50	-43.9000015258789	-21.7000007629395	-15.1000003814697	-18.25	-24.1999998092651	25.75	-23.2000007629395	-9.40000009536743	-13.6000003814697	-17.6000003814697	-14.6999998092651	-10.7999997138977	6.69999980926514	13.5	41.0999984741211	-22.7000007629395	11.8999996185303	48.7000007629395	30.6000003814697	20.5	-18.4500007629395	-25.7999992370605	28.5	20.3999996185303	34.0999984741211	10.5	-37.7999992370605	18	23.6000003814697	-13.3000001907349	-25.7000007629395	-23.7000007629395	43.5999984741211	14	-24.9500007629395	28.6000003814697	29.1000003814697	-33.7999992370605	-66.0999984741211	-23.2999992370605	9.60000038146973	10.1999998092651	21.1000003814697	-17.7999992370605	-32.7999992370605	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.3000030517578	78.8000030517578	-23.2000007629395	-83.3000030517578	-76.6999969482422	-49.4500007629395	-34.2999992370605	35.5999984741211	48.0999984741211	36.5999984741211	17.6000003814697	15.8000001907349	-30.5999994277954	0	13.6000003814697	59.7000007629395	-10.9000000953674	25.1000003814697	-0.199999809265137	18.5	34.5999984741211	-31.0499992370605	29.75	47.7000007629395	-41.4000015258789	-47.9000015258789	-72.6999969482422	-48.5	34	-13.1999998092651	-10.1000003814697	-50	-55.7999992370605	12	-28.4000005722046	-30.2999992370605	-66.5999984741211	-21.0000004768372	22.5	-15.1000003814697	-13.1999998092651	33.0999984741211	31.6000003814697	11.6999998092651	30.5999994277954	-66.5999984741211	0	63.2999992370605	-44	-34.7999992370605	11.3000001907349	0	92.4000015258789	92.4000015258789
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	15.3000001907349	-72.1999969482422	-76.1999969482422	-66.5999984741211	-53	-20.7000007629395	11.5	25.6000003814697	23.5	45.7000007629395	-30.8999996185303	-39.9000015258789	-19.6000003814697	0	-27.2000007629395	-29.0500001907349	-39.9000015258789	-0.549999952316284	54.7000007629395	-38.7999992370605	20.25	24.5500001907349	-51.5	-60.0999984741211	-72.1999969482422	-79.75	48.7000007629395	-26.8999996185303	29.3000001907349	-27.2999992370605	-59.5499992370605	-14.3999996185303	-50.75	-52	-73.1999969482422	-62.8499984741211	19	-69.1999969482422	-9.89999961853027	47.7000007629395	17.75	-8.95000004768372	39.8499984741211	56.7000007629395	0	62.2999992370605	64.3000030517578	73.5500030517578	94.9000015258789	98.9000015258789	98.9000015258789	98.9000015258789
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	-17.7000007629395	-69.0999984741211	-63.0999984741211	-61.0999984741211	-41.9000015258789	-29.7999992370605	9	26.5	42.7000007629395	-16.2999992370605	-22.25	-19.6000003814697	-16.6000003814697	-26.7000007629395	-22.7000007629395	-28.7000007629395	8.80000019073486	28.6000003814697	-24.7000007629395	-20.7000007629395	13.4499998092651	-20.7000007629395	-19.2000007629395	-35.7999992370605	7.40000009536743	28	9.25	14	-11.1000003814697	-41.4000015258789	13	-18.6000003814697	-39.0499992370605	-34.7999992370605	-24.5	20.5	12.3499999046326	31.1000003814697	18.1999998092651	-21.7999992370605	-45.6500015258789	-27.7000007629395	29.1000003814697	21	29.6000003814697	11.75	53.7000007629395	84.4000015258789	98.4000015258789	98.9000015258789	98.9000015258789
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.1000003814697	-25.7999992370605	-39.9000015258789	-41.9000015258789	-33.7999992370605	-7.90000009536743	9	44.2000007629395	-7.5	12.1999998092651	10.1999998092651	-12.3999996185303	-17.7999992370605	-12.3499999046326	12.5	7.34999990463257	20.5	-27.7000007629395	14.8999996185303	-0.200000047683716	-12.1000003814697	24.9499998092651	7.30000019073486	22	33.5999984741211	-41.9000015258789	-26.8499994277954	-31.7999992370605	10	27.6000003814697	13.5	29.6000003814697	45.7000007629395	32.0999984741211	27.6000003814697	11.9499998092651	19.3999996185303	36.5	-27.7000007629395	-38.7999992370605	-33.2999992370605	-17.5500001907349	-16.6000003814697	14.6999998092651	9.30000019073486	-27.7999992370605	-9.60000038146973	44.2000007629395	84.9000015258789	93.4000015258789	98.4000015258789
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	-12.6000003814697	-26.2000007629395	-17.6000003814697	13.5	-7.59999990463257	16.8999996185303	-34.2999992370605	9.80000019073486	-9.80000019073486	-11.6000003814697	-20.2999992370605	20	28.1000003814697	12.5	22.7999992370605	-36.9000015258789	21	27.1000003814697	-22.7000007629395	24.6000003814697	14	34.0999984741211	24.1000003814697	-63.0999984741211	-25.2000007629395	-42.4000015258789	11.8000001907349	40.0999984741211	-8	20	48.7000007629395	40.5999984741211	41.7000007629395	-20.7000007629395	22.5	23.5	-24.7000007629395	-36.7999992370605	-18.1000003814697	17.4499998092651	-11.6000003814697	-14.7999997138977	-16.6000003814697	-19.2000007629395	-21.8999996185303	-25.2000007629395	29	81.4000015258789	97.9000015258789
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	-28.2999992370605	19.7999992370605	18.5	15.3999996185303	8.94999980926514	-29.2999992370605	16.5	12.3999996185303	13.8000001907349	17	-10.5	18	16.5	-11.1500000953674	-31.2999992370605	18.3999996185303	-20.7999992370605	-19.7999992370605	13	16.5	6.5	18	-50	18.2999992370605	-32.5999994277954	9.15000009536743	23.8000001907349	6.59999990463257	18.6499996185303	27.6000003814697	31.1000003814697	32.7999992370605	-13.8000001907349	21.5	15.0999999046326	9.25	21.6999998092651	18.7999992370605	23.1000003814697	15.3999996185303	-17	-17.1000003814697	8.89999961853027	-17	-46.9000015258789	-15.1999998092651	30.6000003814697	91.9000015258789
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20.5	-9.94999980926514	11.8999996185303	18	-13.6999998092651	25.6000003814697	15.5	10.9499998092651	14.3000001907349	17.5	28.5	14	-9.30000019073486	-20.7000007629395	12.3999996185303	-17.9499998092651	-21.7999992370605	11.5	25.3500003814697	20	15.75	-31.8499994277954	24.5	-11.75	16	29.1000003814697	-8.60000038146973	22.4499998092651	16.5	15.2999997138977	18	-12.1000003814697	21.1999998092651	21.5500001907349	15.5	33.5999984741211	23.5	22.8999996185303	9.60000038146973	9.10000038146973	8.5	13	-16.4000005722046	-50	-40.1500015258789	-0.150000095367432	84.4000015258789
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	-9.80000019073486	11.1999998092651	-16.2999992370605	-17.7999992370605	21	12.8499999046326	15.1999998092651	15.3999996185303	21.3999996185303	17.5	14.8999996185303	-15.6000003814697	-24.7000007629395	9.10000038146973	-13.3999996185303	9.5	-12.6000003814697	18.4499998092651	-8.19999980926514	12.8999996185303	-18.6000003814697	26.4499998092651	-13.6000003814697	-6.04999995231628	-13.1000003814697	8.39999961853027	19.6499996185303	-8.80000019073486	18.5	18	-13.5	16.8499994277954	15.8999996185303	11	37.0999984741211	18.5	16.5	20.5	15.3999996185303	11.1000003814697	23.5	17	-11.1000003814697	-63.0999984741211	-36.5499992370605	58.4500007629395
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.89999961853027	20.2999992370605	9.69999980926514	-39.9000015258789	17	16.5	15	-17.3000001907349	15.5	33.5999984741211	23.0500001907349	21	-39.9000015258789	13.8000001907349	-15.0499997138977	8.80000019073486	9.39999961853027	7.80000019073486	27.5500001907349	10	-27.2999992370605	28.1000003814697	-26.8000001907349	13	9.35000038146973	9.5	0.900000095367432	22.6000003814697	16.2999992370605	33.0999984741211	-18	18.5	-13.6000003814697	-15.6999998092651	32.5999984741211	9	-12.6000003814697	-15.6999998092651	13	23.5	19	26.0500001907349	26	-18.7000007629395	-33.7999992370605	35.0999984741211
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	10.3999996185303	-28.2999992370605	12.1999998092651	22	11.5	7.90000009536743	15.5999999046326	21.1000003814697	9.5	-14.3499999046326	-21	12	8.19999980926514	11.6999998092651	-9.39999961853027	9.84999990463257	9.79999971389771	14.5	-26.7000007629395	12.8999996185303	-7.5	10.8999996185303	19	9.89999961853027	11.8000001907349	13.0500001907349	16.2999992370605	16.5	-12.1999998092651	21.1000003814697	20.9499998092651	-18.6000003814697	37.5999984741211	31	-7.19999980926514	-24.7000007629395	-21.8999996185303	-20.7000007629395	-18.3999996185303	-14.1999998092651	33.5999984741211	11.25	-37.9000015258789	14.8000001907349
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.3999996185303	10.5	26	17.2000007629395	17.7999992370605	0.300000190734863	19	18	12.3499999046326	27.5	-15.8000001907349	11.5	11.3999996185303	9.5	16.3999996185303	-9.60000038146973	-9.19999980926514	11.5	-26.25	-24.7999992370605	-9.15000009536743	7.69999980926514	17.2000007629395	11.6999998092651	15	19.4499998092651	16.3500003814697	16.0999994277954	10.5999999046326	18.8999996185303	-10.25	-26.25	31.1000003814697	56.2000007629395	29.5	-25.7000007629395	-41.9000015258789	-34.4000015258789	-16.7999992370605	-21.7999992370605	33.0999984741211	27.1000003814697	-41.9000015258789	-30.5499992370605
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	12	-13.3000001907349	10.3000001907349	14.0999999046326	-8.30000019073486	-13.8499999046326	-18.2000007629395	-26.7000007629395	46.2000007629395	-21.7000007629395	-22.2000007629395	20.5	-19.2999992370605	11	-25.2999992370605	-20.7999992370605	23.1000003814697	9.19999980926514	30.1000003814697	9.30000019073486	-23	9.19999980926514	-21.2000007629395	-30.7999992370605	-32.7999992370605	-39.9000015258789	22.1000003814697	-18.6000003814697	-28.3999996185303	15.8999996185303	15.8999996185303	-11.6999998092651	-18.7999992370605	8.10000038146973	-18.6500005722046	-15.6000003814697	7	-21.7000007629395	22.6000003814697	32.3499984741211	-13.6999998092651	-18.6500005722046
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	29.6000003814697	14	17.75	19.5	29.1000003814697	11.1999998092651	-8.5	14.8999996185303	10.3000001907349	10.9499998092651	-7.25	-9.69999980926514	10.1000003814697	20.8999996185303	14	-19.2999992370605	13.3000001907349	-13.6000003814697	15.5	13.5	7.90000009536743	14.8999996185303	9.80000019073486	13.1999998092651	-8.5	9.69999980926514	8.65000009536743	15.3000001907349	-11.6999998092651	-12.6000003814697	-10.6000003814697	9.80000019073486	25.6000003814697	28.1000003814697	29.6000003814697	22.6000003814697	8.19999980926514	-21.7000007629395	-17.1000003814697	26.6000003814697	50.7000007629395
