V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	33.5999984741211	40.5999984741211	49.7000007629395	43.7000007629395	59.7000007629395	48.2000007629395	10.8499999046326	17.1000003814697	15.8000001907349	-12.8999996185303	-15.8000001907349	20.5499992370605	17.9499998092651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1000003814697	24.5	-63.0999984741211	37.25	80.3000030517578	20.3999996185303	-10.1000003814697	-16.2999997138977	-9.55000019073486	-10.8000001907349	-10.6000003814697	-10.3999996185303	-12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3999996185303	11	53.7000007629395	72.3000030517578	29	13.3999996185303	-11.6500000953674	-13.8500003814697	-6.90000009536743	-10.8999996185303	-19.3999996185303	-15.6000003814697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	34	21.1000003814697	55.2000007629395	-10.6000003814697	-10.3999996185303	12.3499999046326	20.6999998092651	23.5	-16.5	-8.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6000003814697	76.8000030517578	58.2000007629395	-10.8999996185303	-12.0999999046326	0	20.5	17.75	-9.5	-8.80000019073486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.75	-28.7000007629395	10	-12.1999998092651	-17.2000007629395	-21.5499992370605	-11.3999996185303	0.450000047683716	7.09999990463257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8999996185303	28.1000003814697	-25.7000007629395	-58.5999984741211	-67.0999984741211	-69.0999984741211	9.5	-19.6000003814697	19.3999996185303	31.7999992370605	14.3499999046326	-46.5	17.3500003814697	-12.3999996185303	40.5999984741211	22.6000003814697	-47.9000015258789	31.1000003814697	-22.0499992370605	-27.4500007629395	-41.9000015258789	-25.7000007629395	22.5	44.1499996185303	21.5	49.2000007629395	-30.7999992370605	-32.2999992370605	-45.4000015258789	-35.6000003814697	31.1000003814697	-37.4000015258789	-56	-71.4499969482422	-69.3999977111816
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8999996185303	19	-27.3499994277954	-45.9000015258789	-24.7000007629395	-28.2000007629395	-46.4000015258789	-16.2000002861023	-31.2999992370605	-28.3000001907349	-40.9000015258789	16	-19.3999996185303	29.6000003814697	14.25	-36.7999992370605	32.0999984741211	-22.5	-20.7000007629395	-38.9000015258789	-24.2000007629395	16.8999996185303	-8.29999971389771	15.3000001907349	15.9499998092651	-18.2000007629395	-18.6500005722046	-26.7000007629395	-33.7999992370605	29.5	10.1000003814697	-41.9000015258789	-43.9000015258789	-42.9000015258789
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	-29.2999992370605	-36.0499992370605	16.3999996185303	-0.150000095367432	-27.7000007629395	-16.1000003814697	-30.7999992370605	-41.9000015258789	-40.9000015258789	-12.6000003814697	10.8000001907349	13.6999998092651	-6	-19.7000007629395	25	18.5	-7.95000028610229	21.5	-10.75	-11.6000003814697	0.0500001907348633	10.8000001907349	15.0999999046326	-14.6000003814697	-14.6999998092651	-22.8499994277954	-22.7000007629395	14.1000003814697	21.5	-7.19999980926514	-14.5500001907349	-17.7999992370605
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	-8.30000019073486	32.0999984741211	9.19999980926514	-27.7000007629395	11.3000001907349	-11.3999996185303	-27.7999992370605	-29.7999992370605	-24.2000007629395	24.2999992370605	-12.6000003814697	12.8999996185303	-15.8999996185303	11.1999998092651	24.5	20.6999998092651	30.8999996185303	9.54999971389771	6.30000019073486	-12.8000001907349	11.1999998092651	15.8000001907349	6.29999995231628	-8.95000028610229	-19.7000007629395	-17.3499994277954	-8.69999980926514	23.1000003814697	11.3000001907349	11.8499999046326	11.5
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	19	14.5	-22.5	21.2999992370605	20.1999998092651	-16.6000003814697	-17.6000003814697	-14.6000003814697	-8.60000038146973	-12.1000003814697	24.3999996185303	-13	12.3499999046326	19.5	16.5	29.3500003814697	12.4499998092651	11.8499999046326	10.75	-9.39999961853027	14	9.95000028610229	0	-12.1000003814697	-14.3000001907349	-7.69999980926514	24.3000001907349	21.9499998092651	11.1500000953674	24.5
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.39999961853027	44.2000007629395	34.0999984741211	78.8000030517578	41.7000007629395	19.1499996185303	19	12.8499999046326	17.7000007629395	-10.8000001907349	18	12	-9.89999961853027	8.60000038146973	-7.15000009536743	-5.5	-11.6000003814697	-13.6000003814697	13.5	12.5	14.3000001907349	-6.14999985694885	7.04999995231628	-9.39999961853027	11	-7.69999980926514	9.80000019073486	-11.6000003814697	9.89999961853027	26
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-25.7999992370605	12.1999998092651	97.1500015258789	89.4000015258789	-10.6000003814697	20.8999996185303	23.8999996185303	10.8000001907349	13	-10.0500001907349	-8.65000009536743	23.9499998092651	20.5	10.8999996185303	-6.90000009536743	-10.5	-14.4500002861023	-17.9499998092651	-13.8000001907349	17.2999992370605	-11.8999996185303	10.3000001907349	-8.30000019073486	8.60000038146973	19	-15.4000000953674	-26.0500001907349	-32.7999992370605	-39.9000015258789
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	10.3999996185303	21.1000003814697	-18.6000003814697	23	16.2999992370605	33.0999984741211	-11.3000001907349	-8.30000019073486	13.6999998092651	-14.3999996185303	13.8999996185303	13.5	14.3000001907349	-8.69999980926514	14.3999996185303	-11.1999998092651	9.19999980926514	-7.19999980926514	8.69999980926514	-8.19999980926514	13.5	16	-11	-11.0500001907349	16	18.8999996185303	-10.3000001907349
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3999996185303	16	-37.2999992370605	14.3499999046326	31.1000003814697	44.7000007629395	23.5	18.3999996185303	13.3999996185303	-16.6000003814697	-12.9500002861023	-10.1000003814697	22.25	14	12.5	15.3000001907349	9	-16.2000007629395	-13.6000003814697	1.65000009536743	13.8999996185303	18	11.6999998092651	18.5	18.8999996185303	28.6000003814697	-18.4499998092651
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8999996185303	-30.7999992370605	13	18.8999996185303	47.7000007629395	18.5	16	20.3999996185303	-18.2000007629395	17.6499996185303	-18.2000007629395	8.39999961853027	-10.6000003814697	19.5	31.1000003814697	10.3999996185303	-17.7999992370605	6.09999990463257	2.00000023841858	16	23.9499998092651	-21.2000007629395	-5.09999990463257	24.5	30.6000003814697	19
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	7.59999990463257	-20.7999992370605	29.6000003814697	-10.6000003814697	10.3000001907349	8.19999980926514	9.19999980926514	12.3999996185303	-8.5	20	9.75	5.59999990463257	13.8999996185303	10.6000003814697	-13.3999996185303	20	17.6000003814697	14.5	18.2999992370605	-10.1999998092651	-8.35000038146973	17.2999992370605	14.3999996185303	12.6999998092651
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	-31.7999992370605	28.1000003814697	-23.7000007629395	-12.3000001907349	15.5	-27.7000007629395	21.5	11.8999996185303	34.5	12.3999996185303	18.3999996185303	10.3000001907349	13.8000001907349	-12.6000003814697	9.10000038146973	10.6499996185303	8.60000038146973	18.2999992370605	-25.7999992370605	8.25	20.5	27.0500001907349	30.1000003814697
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	-15.6999998092651	26.1000003814697	17.2999992370605	-15.6999998092651	14.3000001907349	-11.3000001907349	10.8499999046326	-17.1999998092651	17	-19.7000007629395	-12.6500000953674	-14.6000003814697	17.8999996185303	-11.6000003814697	-13.6000003814697	-11.8000001907349	-24.2000007629395	20.5	14	-15.6000003814697	-29.2000007629395	-26.5
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5	-9.89999961853027	50.7000007629395	28.6000003814697	-26.2000007629395	-11.9000000953674	-22.25	31.6000003814697	23	35	26.1000003814697	26.5	13.6999998092651	20.25	16.7999992370605	-14.6999998092651	24.5	-28.2999992370605	-28.5	19.5	11	23.6999998092651
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.80000019073486	13.5	16.7000007629395	27.6000003814697	-26.2000007629395	-21.7000007629395	-17.3999996185303	9.10000038146973	-12.6000003814697	10.5	-11.6000003814697	13.5500001907349	9.54999971389771	-6.69999980926514	-12.8999996185303	-21.7000007629395	18.5	-8.19999980926514	-22.7000007629395	-32.7999992370605	-11
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.85000014305115	8.19999980926514	13	12.75	-17.2000007629395	7.29999995231628	23.5	12.8999996185303	-18.2000007629395	7.90000009536743	-12.6000003814697	24.5500001907349	16	20	25.1000003814697	-11.6000003814697	0.599999904632568	12.5499997138977	33.0999984741211	30
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	-18.5	-11.8000001907349	-20.7999992370605	-14.6000003814697	12.5	21.6000003814697	12.8999996185303	12.6000003814697	-12.6999998092651	14	13.8499999046326	16	19.3999996185303	-18.7000007629395	12	20.7999992370605	31.6000003814697	34.5999984741211
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6999998092651	-24.7000007629395	7.30000019073486	-51	-11	-25.7000007629395	25.1000003814697	-16.8999996185303	20	-18.2000007629395	-24.75	-25.2999992370605	-31.2999992370605	24	-13.6000003814697	-34.7999992370605	-39.9000015258789	-31.2999992370605
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	30.6000003814697	22.8999996185303	14.5	11.8999996185303	45.7000007629395	23.1000003814697	12.8999996185303	-7	9.04999971389771	-8.75	16	-18.6000003814697	-12.6500000953674	15.0999999046326	21.2000007629395	36.5
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8000001907349	6.40000009536743	-16.1000003814697	-34.7999992370605	17	10.6000003814697	10.6999998092651	16.6000003814697	-13.1999998092651	-9	9	-11.3999996185303	10.4499998092651	7.25	16.4499998092651	16.5
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5999984741211	-27.2999992370605	-12.1999998092651	31.6000003814697	19	-12.6000003814697	19	14.3999996185303	-15.6999998092651	21.3999996185303	-32.2999992370605	-22.7000007629395	29.3000001907349	46.2000007629395	41.7000007629395
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7999992370605	-22.7000007629395	-20.7000007629395	-10.6000003814697	18	13.6999998092651	23	14.5	12.3999996185303	14.3999996185303	12.3499999046326	14.3999996185303	9.80000019073486	-10.1000003814697
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-11.6999998092651	13	-11.6000003814697	18.8999996185303	26.1000003814697	6.14999985694885	17.3999996185303	-26.2999992370605	-18.7999992370605	19.8999996185303	31.6000003814697	19.9499998092651
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.75	19.5	-9	43.5999984741211	45.2000007629395	24.1000003814697	22.8999996185303	-12.3499999046326	-17.6000003814697	21.5	11.8999996185303	33.5
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-22.7999992370605	20	24.4499998092651	16.5	22.5	-22.2000007629395	-16.7999992370605	17.5	32.5999984741211	42.2000007629395
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1999998092651	-18.7000007629395	-33.7999992370605	-10.1999998092651	-14.3999996185303	29.1000003814697	-11.3999996185303	-25.7999992370605	-39.9000015258789	-17.6000003814697
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3999996185303	6.40000009536743	23.6000003814697	23.5	-16.5	-12.4500002861023	-12.6000003814697	16.3999996185303	15.8000001907349
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8999996185303	21.5	19.5	-21.7000007629395	-11.0499997138977	-18.2000007629395	-9.69999980926514	11.8999996185303
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6999998092651	-11.6000003814697	-24.7000007629395	-27.4500007629395	-29.7999992370605	-40.9000015258789	-31.7999992370605
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	-30.2999992370605	18.5	24	9.5	8.69999980926514
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89999961853027	35.0999984741211	-28.7000007629395	-59	-39.9000015258789
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.1000003814697	-33.7999992370605	-56	-35.5499992370605
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	9.19999980926514	8.30000019073486
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3999996185303
