V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5	-21.7000007629395	-59	-61.5999984741211	-6.15000152587891	55.2000007629395	73.8000030517578	0	77.8000030517578	-24.4500007629395	-15.1000003814697	-15.6000003814697	-11.1000003814697	-10.75	-16.3500003814697	48.0999984741211	41.7000007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	26.1000003814697	70.8000030517578	25.5	57.7000007629395	69.3000030517578	85.1500015258789	79.8000030517578	-20.2999992370605	-20.7000007629395	-10.6999998092651	-11.3999996185303	12.1500000953674	-17.6000003814697	47.5999984741211	30	9.5	9.80000019073486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	24.1000003814697	-66.5999984741211	-64.0999984741211	87.4000015258789	0	22.1000003814697	17	9.39999961853027	-13.8999996185303	11.6999998092651	13	-12.25	-23.25	-22.1000003814697	0	-8.60000038146973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.1000003814697	0.650000095367432	19.5	77.8000030517578	82.9000015258789	74.3000030517578	26.1000003814697	16	-9.60000038146973	13.5	12	-5.09999990463257	-36.5	-14.6000003814697	-13.6999998092651	-15.1999998092651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.0999984741211	20.8999996185303	35.0999984741211	51.7000007629395	60.2000007629395	12.5999999046326	11.0500001907349	15.5	11.8000001907349	-15.3000001907349	11.75	-40.4000015258789	-18.6000003814697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	64.3000030517578	92.9000015258789	59.2000007629395	-10.1000003814697	11.6999998092651	13.0999999046326	-8.69999980926514	-19.3999996185303	15.6999998092651	-21.5	13.8000001907349	-0.25	-9.89999961853027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6000003814697	-44.9000015258789	-40.9000015258789	-11.1999998092651	13.1999998092651	13.5	7.90000009536743	-8.90000009536743	13.5	-10.8999996185303	-7.09999990463257	9.89999961853027	8.30000019073486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	-10.8999996185303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3999996185303	22.6000003814697	44.7000007629395	36.2999992370605	11	-26.9500007629395	7.09999990463257	-12.3999996185303	25.9499998092651	10.5	-15.1000003814697	6.34999942779541	34.9000015258789	47.7000007629395	10.3499999046326	14.25	0	29.5999994277954	8.80000019073486	0	-58.5499992370605	-25.2000007629395	43.0999984741211	18.2999992370605	-6.80000019073486	0	0	0	17.2000007629395	23	0	37.5499992370605	6.94999980926514	0	-40.9000015258789	19.3000001907349	0	0	-61.0999984741211	-60.5999984741211
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	13	33.5999984741211	33.0999984741211	-29.7999992370605	-62.0999984741211	-35.9000015258789	23.4499998092651	-47.1500015258789	-54	-28.7000007629395	-20.4500007629395	23.1000003814697	-8.5	15.4499998092651	11	38.5999984741211	-30.5499992370605	-45.4000015258789	-59	-8.30000019073486	52.7000007629395	16	-38.7999992370605	-28.75	-34.7999992370605	0	-10.3000001907349	22.3999996185303	37.2999992370605	35.3499984741211	16.2999992370605	-48.9500007629395	-36.7999992370605	35.5999984741211	-54	-62.0999984741211	-62.0999984741211	-56
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3999996185303	18.5	37	-13.8500003814697	-53.5	-42.9000015258789	-21.9500007629395	-56.75	-69.3999977111816	-55.5	-41.4000015258789	14.5	-28.5500001907349	14.8499999046326	22.3000001907349	39.0999984741211	-22.2000007629395	-44.9000015258789	-53	15.3000001907349	63.2999992370605	-29.3999996185303	-38.7999992370605	-42.9000015258789	-29.8499994277954	0	-33.6499996185303	15.1499996185303	0	23.3000001907349	9.39999961853027	-51.5	-39.9000015258789	31.6000003814697	-42	-65.0999984741211	-57	-45.9500007629395
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	21.5	-13.1999998092651	-50	-32.7999992370605	-22.75	-67.0999984741211	-65.0999984741211	-62.5999984741211	-23.7000007629395	28	-38.8500003814697	10.1000003814697	15	37.5	-26.25	-47.2000007629395	-45.9000015258789	12.5	57.7000007629395	-29.3999996185303	-29.2999992370605	-41.1500015258789	-19	0	-23.7000007629395	12.5	21.6000003814697	16.8999996185303	7.69999980926514	-47.4500007629395	-42.4000015258789	28.6000003814697	-37.6000003814697	-66.0999984741211	-51	-41.9000015258789
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-11.1000003814697	-23.7000007629395	-33.7999992370605	-15.6999998092651	-61.0999984741211	-67.0999984741211	-65.0999984741211	-24.1000003814697	-29	-37.7999992370605	-11.1499996185303	-19.7000007629395	23.6000003814697	-26.25	-32.7999992370605	-31.7999992370605	18.5	49.7000007629395	-20.5499992370605	-20.7000007629395	-35.7000007629395	-19.2000007629395	-8.80000019073486	-18.6000003814697	-16.6000003814697	24	-4.80000019073486	-12	-42.4000015258789	-37.7999992370605	28.1000003814697	-23.7999992370605	-44	-37.4000015258789	-30.0499992370605
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.40000009536743	26.6999998092651	-10.8999996185303	14	-49.5	-59.8499984741211	-57.5	20.7999992370605	-29.5499992370605	-40.4000015258789	-18.6000003814697	-9.10000038146973	-14.3000001907349	-8.5	-16.1000003814697	-21.7000007629395	19.5	25.3000001907349	8.65000009536743	-15.25	-15.6500000953674	-15.8000001907349	-1.29999971389771	-15.1999998092651	-19.2999992370605	9.60000038146973	8.30000019073486	9.80000019073486	-40.4000015258789	-34.7999992370605	22.5	-14.9500002861023	-10.1999998092651	-15.1000003814697	12.3499999046326
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89999961853027	52.2000007629395	46.2000007629395	18.6499996185303	-18.6000003814697	-9.10000038146973	88.6500015258789	19.5	10.6000003814697	16	13.5	8.5	12.3000001907349	-5.69999980926514	15.3999996185303	8.5	-20.8999996185303	13.1999998092651	9.19999980926514	-11	-14.3000001907349	8.70000028610229	7.90000009536743	-11.7000002861023	29.8500003814697	10.3999996185303	9	15.5	11.5	-9.29999971389771	-11.6999998092651	-12.6000003814697	9.80000019073486	27.3000001907349
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1000003814697	-10.6000003814697	-22.9500007629395	-28.3999996185303	52.2000007629395	98.4000015258789	42.4500007629395	-17.2000007629395	28.6000003814697	13.8999996185303	16	-13.6000003814697	-18.1000003814697	-11.1000003814697	34.0999984741211	8.29999971389771	17	13.8000001907349	-20.4500007629395	-19.2999992370605	-4.00000047683716	-20.7000007629395	-14.1000003814697	-6.30000019073486	-13.3000001907349	18.5	-9.69999980926514	8	20.75	10.8000001907349	-19.5	-39.9000015258789	-42.9000015258789
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-18.2000007629395	-15.6999998092651	-46.4000015258789	24.3999996185303	-24.7000007629395	-16.6000003814697	16.8999996185303	22.8999996185303	-14.3999996185303	-10.8999996185303	12.3000001907349	24	25.1000003814697	-12.3000001907349	20.5	14.9499998092651	11.6000003814697	-6.90000009536743	-19.6500005722046	-14.1000003814697	-14.8000001907349	9.69999980926514	-8.89999961853027	17	-8.55000019073486	11.9000000953674	11.9499998092651	9.89999961853027	-12.6000003814697	-17.6000003814697	-26.2999992370605
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	27.6000003814697	-32.7999992370605	-29.2999992370605	-16.6000003814697	-22.7000007629395	-9.89999961853027	30.6000003814697	-25.2000007629395	10.4499998092651	-14.6000003814697	13.3000001907349	-15.1500000953674	-35.8500003814697	32.5999984741211	-14.25	9.44999980926514	7.90000009536743	28.8000001907349	11.25	19.5	14.5	-8.30000019073486	-10.8999996185303	19.8999996185303	23.3999996185303	-16.1000003814697	10.5999999046326	15.1500000953674	27.6000003814697	-9.55000019073486
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6000003814697	8.69999980926514	-35.4000015258789	-9.19999980926514	14	-10.6999998092651	43.7000007629395	-30.2999992370605	-10.1500000953674	-18.6000003814697	10.1999998092651	-26.7000007629395	-47.4000015258789	17.25	9.75	38.3499984741211	15	22.6000003814697	24.6000003814697	17.5	23.1000003814697	10.8000001907349	-14.6999998092651	16.9499998092651	20	-22.7000007629395	21	29.6000003814697	33.5999984741211	11.1999998092651
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	-8.10000038146973	10.8000001907349	19.8999996185303	32.5999984741211	49.7000007629395	15.5	18	15.5	17.9499998092651	-22.7000007629395	-28.2999992370605	10.8000001907349	-10.6000003814697	14	-11.6999998092651	-16.8999996185303	11.8999996185303	9.69999980926514	-14.0499997138977	10.3999996185303	-7.5	17.2999992370605	13	-12.1000003814697	15.1999998092651	13.3999996185303	18.3999996185303	7.79999995231628
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5	-19.6000003814697	-18.8000001907349	25.3000001907349	52.2000007629395	23.5	17.4499998092651	15.5	14.5	7.09999990463257	-25	19.1499996185303	-12.5999999046326	17.8999996185303	-20.2000007629395	-13.3000001907349	21.6000003814697	-13.25	-9.10000038146973	12.5	-13	14	21.25	-10.75	-6.94999980926514	17	13.8499999046326	-10.6000003814697
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	7.19999980926514	-13.1000003814697	44.0999984741211	7.19999980926514	9.80000019073486	7.5	17	11.1999998092651	-17.3499994277954	12.1999998092651	-7.40000009536743	16.3999996185303	-9.19999980926514	13.3000001907349	13.5	9.30000019073486	11	9.5	-8.5	20.5	26.3000001907349	-13.8000001907349	13.5	18.25	13.8000001907349	-9.30000019073486
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7999992370605	-25.7999992370605	38.5999984741211	-18.2999992370605	6.30000019073486	-8.5	20.2999992370605	-16.7000007629395	-14.1999998092651	16.2000007629395	-8.89999961853027	26.0500001907349	16.5	26.75	27.1000003814697	-11.1000003814697	21	11.3000001907349	-13.6999998092651	12.8000001907349	-11.3000001907349	-20.2000007629395	-27.2999992370605	17.1499996185303	34.0999984741211	12.5
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8999996185303	-23.2000007629395	25.5	-11.1000003814697	-10.1000003814697	-11.1999998092651	-9.30000019073486	15.5	-5.69999980926514	8.39999961853027	8.05000019073486	19.3999996185303	11.9500002861023	-15.1000003814697	-8.19999980926514	12.6500000953674	8.10000038146973	11.5	-13.8999996185303	-10.3499999046326	13.6500000953674	11	-10.3999996185303	-11.3000001907349	-11.3499999046326
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.6000003814697	8.69999980926514	46.7000007629395	20.5	30.1000003814697	-16.8000001907349	-35.7999992370605	-7.59999990463257	7.95000004768372	34.3499984741211	25.6000003814697	40.0999984741211	34.0999984741211	13	25	14.8000001907349	-10.75	17.25	19.5	-21.0500001907349	13.6999998092651	29.1000003814697	28.1000003814697	27.3999996185303
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.09999990463257	23.6000003814697	-11.8000001907349	-11.5	32.5999984741211	33.5999984741211	-18.1500005722046	-21.7000007629395	-26.2000007629395	-8.89999961853027	-12.3000001907349	-11.8000001907349	-13.1999998092651	-13.1999998092651	-7.80000019073486	12	-15.1000003814697	-20.2000007629395	16.5	-12.3000001907349	-23.5	-14.4500002861023	8.89999961853027
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3999996185303	-22.3499994277954	-15.3000001907349	-13.3000001907349	-18.6500005722046	8.60000038146973	-18.2000007629395	10.5	13.3999996185303	17.6999998092651	29.1000003814697	17.5	9.80000019073486	10.1000003814697	-6.40000009536743	15.3999996185303	15	-12.8999996185303	8.40000009536743	19	25.3999996185303	23.0500001907349
52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	19.8999996185303	-26.7000007629395	-23.7000007629395	-14.1000003814697	-21.7000007629395	-14.3499999046326	16.5	9.84999990463257	15.5	16	-8.10000038146973	-5.90000009536743	9.60000038146973	16.7000007629395	7.45000004768372	10	12.5	12.9499998092651	7.5	-16.2000007629395
53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-16.2999992370605	-29.2999992370605	21	-11.6000003814697	-10.5	-9.69999980926514	14.1999998092651	17.2999992370605	-10.6000003814697	8.39999961853027	15.3999996185303	-9.69999980926514	-7.40000009536743	9.30000019073486	-16.7999992370605	10.1000003814697	20	19.5	26.6000003814697
54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.09999990463257	39.0999984741211	32.5999984741211	17.3999996185303	-32.7999992370605	-15.3000001907349	-25.2000007629395	-22.3999996185303	13.6999998092651	15.1999998092651	-15.8000001907349	11.8999996185303	-26.7999992370605	-20.2000007629395	18.5	-18.6000003814697	-25.7000007629395	-27.2000007629395	10.1999998092651
