V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	-13.6000003814697	-50	-48.9000015258789	-28.2999992370605	-15.3999996185303	7.59999990463257	34.0999984741211	18.9499998092651	25.0500001907349	30.1000003814697	15.3999996185303	9.19999980926514	12.8000001907349	-19.2000007629395	-6.69999980926514	-12.1000003814697	-11.8499999046326	-13.3000001907349	16.3499994277954	-21.7000007629395	-8.89999961853027	-13.3000001907349	-9.39999961853027	-10.6000003814697	-13.3000001907349	-5.40000009536743	-11.8000001907349	14.3999996185303	32.5999984741211	-15.8000001907349	12	10.4499998092651	-7.80000019073486	-10	-13.6000003814697	12.2000002861023	-16.7000007629395	17.5	-24.5	-14.25	-13.75	11.0500001907349	20.8499994277954	-17.2000007629395
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1000003814697	-29.7999992370605	-57	7.90000009536743	-23.2999992370605	24.6000003814697	-18.75	-35.2999992370605	-22.7000007629395	10.8000001907349	-14.1000003814697	9.19999980926514	-12.7999997138977	10.3999996185303	-17.1000003814697	-20.3999996185303	-10.1999998092651	16.4499998092651	-7.54999995231628	11.1999998092651	-19.2000007629395	16.5	-15.3000001907349	16.3499994277954	-11.8000001907349	34.5999984741211	-10.3500003814697	17.8999996185303	-21.5	14	11.25	32.5999984741211	9.39999961853027	-15.25	33.0999984741211	24.6000003814697	32.0999984741211	-11.3999996185303	-13.6000003814697	12.3999996185303	29.8500003814697	-24.2000007629395	-13.6999998092651	32.2999992370605
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	-10.6000003814697	28.1000003814697	-9.19999980926514	24.6000003814697	-25.2000007629395	-36.7999992370605	-29.2999992370605	-7.5	-17.7999992370605	-12.25	-13.6000003814697	12.3499999046326	-10.6999998092651	-8.35000014305115	-9	31	9.39999961853027	-10.3500003814697	9.69999980926514	16.5	8.80000019073486	27.5	16	22.1000003814697	11.6999998092651	-8.30000019073486	-21.4500007629395	10.3999996185303	19.5	25.5500001907349	14.3999996185303	12.1999998092651	27.6000003814697	9.60000038146973	19.5	-12.8999996185303	14.6999998092651	11.5500001907349	18.1999998092651	-19.8999996185303	-23.75	28.6000003814697
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	-9.39999961853027	18.5	-15.3000001907349	-12.75	-26.5	-17.75	15.3999996185303	27.0500001907349	22.8999996185303	16.3999996185303	16.1999998092651	22.7999992370605	24.6000003814697	15.8999996185303	-9.60000038146973	-16.1000003814697	-6.89999985694885	22	-16.1999998092651	17.5	11.1999998092651	26.5500001907349	-9.95000028610229	19.3999996185303	12.4499998092651	-10.6000003814697	-13.6999998092651	17.2999992370605	-16.6000003814697	-12.4500002861023	23.6000003814697	-16.2000007629395	-26.25	-25.2999992370605	7.40000009536743	-18.25	9.34999990463257	-11.9000000953674	19.5	-8.60000038146973	-9.10000038146973
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	-34.7999992370605	18	13.1000003814697	-24.2000007629395	-22.3499994277954	23.3000001907349	16.1999998092651	-14.75	-15.6000003814697	-9.90000009536743	-9.80000019073486	5.5	-12.6000003814697	16.5	9.30000019073486	8.75	-12.75	16.3999996185303	7	-6.19999980926514	-12	15.5	0.149999856948853	9.80000019073486	-25.7000007629395	16.5	-9.5	-7.09999990463257	10.8999996185303	19.3999996185303	16.5	-7.35000014305115	11.3499999046326	-8.10000038146973	12.4499998092651	9.69999980926514	14.3999996185303	-11.6000003814697	8.69999980926514	10.1999998092651
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8999996185303	14	40.0999984741211	13.3999996185303	10.6000003814697	0	24.8999996185303	10.3999996185303	-11.75	10.5999999046326	14.5	9.60000038146973	11.1000003814697	-10.1000003814697	-11.1000003814697	-7.35000014305115	13.1999998092651	-14.6999998092651	17.2000007629395	11.3999996185303	17.7999992370605	10.1999998092651	23.6000003814697	-13.8000001907349	-12.1000003814697	-13.6999998092651	14.5	-17.7999992370605	-12.6000003814697	12	-14.3999996185303	-6.04999995231628	9.39999961853027	12.8000001907349	-11.6000003814697	12.8999996185303	11.1999998092651	15.1999998092651	6	-6.5
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	16.2000007629395	24	-41.9000015258789	-28.100001335144	-35.2999992370605	-16.6500005722046	4.90000009536743	34.5499992370605	-8	18.5	11.1999998092651	23.1000003814697	18	19	-5.80000019073486	9.39999961853027	-13.8999996185303	12.5	11.3999996185303	14.3999996185303	-16.1000003814697	10.1999998092651	-22.3999996185303	20.7999992370605	8.30000019073486	13.8999996185303	12.8999996185303	-10.3999996185303	11.8000001907349	9.15000009536743	12.8000001907349	-9.39999961853027	20.5	18	20.8999996185303	-15.8000001907349	11	19.5
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.1000003814697	48.7000007629395	33.5999984741211	-9.25	9.30000019073486	13.5	17	10.8499999046326	16	-7.80000019073486	14.8000001907349	-27.9500007629395	18	-31.7999992370605	-13.8000001907349	-18.3999996185303	9.30000019073486	-22.25	-30.7999992370605	-46.9000015258789	13.3499999046326	15.5	44.2000007629395	-32.7999992370605	-28.25	-20.75	8.69999980926514	14.3000001907349	-11.8999996185303	-32.0499992370605	-37.7999992370605	25.6000003814697	-32.2999992370605	-30.2999992370605	-39.4000015258789	14.3000001907349	10.25	-22.7999992370605
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.6000003814697	28.6000003814697	41.7000007629395	29.6000003814697	-20.2999992370605	-16.6000003814697	-41.9000015258789	11.1999998092651	-33.7999992370605	12.8999996185303	-37.9000015258789	33.0999984741211	-23.2000007629395	9.94999980926514	-12.3999996185303	-13.1999998092651	-5.10000014305115	-28.7999992370605	-43.9000015258789	17.9499998092651	-12.8999996185303	33.5999984741211	-40.9000015258789	-14.1999998092651	-19.6000003814697	-18.7000007629395	17.9499998092651	17	-9.60000038146973	10.5	14	-33.7999992370605	-37.2999992370605	-24.7000007629395	39.5999984741211	-19.4000005722046	-29.5499992370605
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1000003814697	15.3000001907349	15.3000001907349	19.8499994277954	14	-26.7999992370605	6.35000014305115	-19.6000003814697	25.1000003814697	-17.7999992370605	8.39999961853027	-26.3999996185303	-6.90000009536743	7.80000019073486	33.5999984741211	23.3999996185303	6	-19.2000007629395	27	18	22.1000003814697	-45.9000015258789	-20.2000007629395	13.8999996185303	-8.89999961853027	9.44999980926514	10.5	-19.1000003814697	-18.2000007629395	13.3999996185303	-35.3500003814697	-22.75	-24.2000007629395	16	-20.7000007629395	-26
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.25	70.8000030517578	-33.3500003814697	-27.7999992370605	-43.4000015258789	-13.9000000953674	0	-15.8000001907349	0	-2.75	0	0	14.75	0	0	0	0	23.6000003814697	0	23.7999992370605	0	-48.25	0	0	0	-28.7000007629395	-12.3999996185303	-9.30000019073486	1.79999995231628	0	0	0	40.0999984741211	-50.5	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.3999996185303	17	41.5999984741211	-17.1500005722046	28	-62.0999984741211	-27.2000007629395	34.7999992370605	42.7000007629395	-12.1000003814697	21.7999992370605	-5.19999980926514	16	-22.7999992370605	-35.2999992370605	-52	-11.1000003814697	-18.2000007629395	30.6000003814697	10.5	24.0500001907349	20.5	11	9.39999961853027	-10.3999996185303	-16.75	-29.5999994277954	11.8000001907349	13	-26.7000007629395	-43.9000015258789	31.1000003814697	43.7000007629395	76.8000030517578
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-23.7000007629395	33.5999984741211	15.6999998092651	7.54999995231628	-46.9000015258789	-34.7999992370605	20.5	21	15.3499999046326	16	-12.1999998092651	17.3999996185303	-17.1500005722046	-12.1000003814697	-20.7000007629395	9.39999961853027	-25.7000007629395	17	9.5	11.4000000953674	15.0999999046326	12.5	19.2999992370605	13.3999996185303	16.5	-31.7999992370605	9.19999980926514	20	11.8999996185303	-46.2000007629395	-14.8000001907349	25.0500001907349	73.3000030517578
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.09999990463257	-27.7000007629395	-6.09999990463257	-52	-38.2999992370605	-23.5500001907349	-10.6000003814697	-11.7999997138977	18.75	15.6999998092651	23.8500003814697	-17.3999996185303	-25.75	-24.0500001907349	23.5	-18.3999996185303	6.30000019073486	-13.1000003814697	13.3999996185303	14.6999998092651	-9.5	16.2999992370605	-12.8000001907349	-13.3999996185303	-23	-10.3000001907349	16.25	-12.6000003814697	-20.5	-9.10000038146973	25.8000001907349	60.2000007629395
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	23.1000003814697	-12.1000003814697	-19.1000003814697	-11.6000003814697	-11.3999996185303	-14.1500000953674	11.1999998092651	12.8000001907349	14.3999996185303	9.10000038146973	-22.7999992370605	11.6499996185303	-8.00000023841858	-9.69999980926514	-11.1999998092651	15.5	8.69999980926514	11.8000001907349	-8.40000009536743	12	18.9499998092651	19.5	18	-9.55000019073486	20.5	15	-9.84999990463257	-22.2000007629395	20.3999996185303	49.2000007629395
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.90000009536743	-17.2999992370605	13.6999998092651	-22.7000007629395	10.3999996185303	7.90000009536743	14.3000001907349	-7.29999995231628	17	-5.5	-10.8999996185303	-13.6000003814697	22	-15.25	-17.1000003814697	-12.1000003814697	15.8999996185303	-0.649999856948853	-9.95000028610229	12	-10.8999996185303	-12.1000003814697	9	8.69999980926514	8.5	-11.5500001907349	-23.2999992370605	7.80000019073486	22.5	52.4500007629395
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	23	10	-7.40000009536743	9.30000019073486	10.9499998092651	22.6999998092651	15.8000001907349	-10	-13.5500001907349	21.8999996185303	8.30000019073486	8.80000019073486	-30.7999992370605	20.5	21.6000003814697	12.8000001907349	18.1999998092651	15.3499999046326	7.59999990463257	-23.2000007629395	-16.4000005722046	-9.39999961853027	22.5	15.5	16.5	-19.6000003814697	26.6000003814697	54.9500007629395
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1999998092651	-25.2000007629395	-23.2000007629395	-23.7000007629395	-8.30000019073486	10	16.3499994277954	12	-8	-11.1000003814697	12.5	-9.10000038146973	10.1000003814697	-9.10000038146973	15	-11.1999998092651	-8.04999995231628	-7.90000009536743	-23.7000007629395	-19.9500007629395	-20.7000007629395	9.30000019073486	16.75	14.5	-18.4499998092651	17	25.6000003814697	52.2000007629395
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	16	-12.6999998092651	-12.6999998092651	9.39999961853027	-30.3499994277954	-9.39999961853027	8.5	22.75	-25.2000007629395	9.40000009536743	-30.7999992370605	17.5	-10.5500001907349	32.5999984741211	32.0999984741211	-10.6500000953674	23	26	19.8999996185303	-16.2000007629395	33.3499984741211	34.8499984741211	35.5999984741211	-18.25	11.3499999046326	53.2000007629395
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	13.5	-16.6000003814697	-12.3999996185303	-11.1000003814697	8.19999980926514	8.34999990463257	19.8999996185303	-6.59999990463257	23.6000003814697	40.5999984741211	-12.1000003814697	-13.6999998092651	8.19999980926514	14.8999996185303	11.5	15.8999996185303	10.75	18.2999992370605	14.3000001907349	15.3999996185303	11.5	21.5	11.8999996185303	-11.6999998092651	9.09999990463257
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	-11	6.19999980926514	-9.80000019073486	20	32.5999984741211	33.5499992370605	7.09999990463257	14.0999999046326	-24.7999992370605	-8.30000019073486	-9.60000038146973	17.7000007629395	14.3999996185303	13.8999996185303	18.8999996185303	8.5	21.7999992370605	8.60000038146973	17.3999996185303	11.0999999046326	37.5999984741211	12.5	-23.8999996185303	32.5999984741211
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1999998092651	-9.10000038146973	36.0999984741211	21	31.6000003814697	9.30000019073486	16.5	17.5	14.8999996185303	-17.2999992370605	9.44999980926514	-12.1500000953674	-11.6999998092651	9.69999980926514	-23.7000007629395	-13.1500000953674	-10.1000003814697	13	-13.3000001907349	-9.10000038146973	9.30000019073486	19	-6.5	9.30000019073486
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	9.10000038146973	26	11.3000001907349	12.1999998092651	-14.6000003814697	32.0999984741211	-11	17.5	-7.09999990463257	13.9499998092651	20.5	14.1999998092651	18.3999996185303	11.1999998092651	21.1000003814697	8.10000038146973	14.75	17.5	27.1000003814697	-26.2999992370605	-12.6000003814697	16.3999996185303
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3000001907349	-20.7000007629395	9.10000038146973	-48.9000015258789	-14.3000001907349	10.8999996185303	13.3000001907349	-27.2999992370605	-10.6999998092651	-37.7999992370605	-18.7000007629395	-9.65000009536743	-30.7999992370605	-25.7000007629395	-23.7000007629395	10.1999998092651	12.5	7.5	7	20.3499994277954	-9.60000038146973	-12.6999998092651
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	19.5	-29.2999992370605	-32.7999992370605	16.7999992370605	-26.2000007629395	11.1000003814697	-7	-10.6000003814697	9.60000038146973	-10.1000003814697	11.1000003814697	-7.95000004768372	-16.6500005722046	-11.5	26.8999996185303	10.3999996185303	19.5	-22.7000007629395	-11.8000001907349	15.8000001907349
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	-29.2999992370605	-34.2999992370605	10.0999999046326	-31.2999992370605	-8.69999980926514	10	-9.60000038146973	-16.1000003814697	-14.3000001907349	-17.6000003814697	-19.7000007629395	-7.5	-9.89999961853027	22.8000001907349	29	8.25	-7.29999995231628	-15.6000003814697	9.5
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	-13.3999996185303	36.0999984741211	-8.80000019073486	37.0999984741211	19	35.3499984741211	31.1000003814697	20.5	28.1000003814697	18	32.0999984741211	-11.3999996185303	29.6000003814697	31.0500001907349	34.5999984741211	-30.7999992370605	-17.2000007629395	26.8000001907349
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1000003814697	8.5	20.7000007629395	7.19999980926514	12.3999996185303	7.19999980926514	12.8499999046326	22.6000003814697	-11	-14.6000003814697	5.75	-5.90000009536743	-21.4500007629395	-13.25	-9.14999961853027	27.6000003814697	-13.8000001907349	-19.7000007629395
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	-15.8999996185303	14.5	-13.1000003814697	23.6000003814697	30.3999996185303	25.1000003814697	33.2999992370605	17	15	12	9.60000038146973	-12.1000003814697	8.80000019073486	-7.5	14.8999996185303	-8
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	-14.8999996185303	-34.7999992370605	-37.7999992370605	-31.2999992370605	-18.7000007629395	-14.6999998092651	-18.6500005722046	-18.6500005722046	30.6000003814697	-36.7999992370605	-36.6000003814697	-32.2999992370605	33.5999984741211	17.5	-27.7000007629395
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	-21.2000007629395	-7.59999990463257	12.8000001907349	5.80000019073486	25.1000003814697	20.5	32.5999984741211	6.5	20.5	10.8000001907349	28.1000003814697	-29.2999992370605	-16.1000003814697	11.1999998092651
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7999992370605	-14.6999998092651	-26.7000007629395	-22.2000007629395	-23.7000007629395	-17.2000007629395	8.69999980926514	9.60000038146973	-9.89999961853027	-9.30000019073486	-10.1000003814697	13.8000001907349	-14.1000003814697	-11.75
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3999996185303	-12.6999998092651	-42.9000015258789	-12.3000001907349	-16.5	14.6999998092651	7.19999980926514	26.6000003814697	15.5	31.6000003814697	-23.3999996185303	-8.69999980926514	33.0999984741211
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3999996185303	-27.2999992370605	-9.19999980926514	-11.7000002861023	17.8999996185303	14.8999996185303	36.5999984741211	10.1500000953674	24.8999996185303	-18.2999992370605	-11.8000001907349	30.6000003814697
