chr	start	end	log2FC	p-value
chr1	89630001	89880000	2.34381933453475	0.00779480206555894
chr1	89880001	101510000	-0.436016945896033	0.561056746109454
chr1	101510001	103590000	-2.75593782986478	0.754178823243678
chr1	103590001	103840000	-6.94428417409191	0.339003176948737
chr1	103840001	107055000	-3.23131822340403	0.821235119537723
chr1	107055001	108215000	0.0501660532560306	0.261872047702766
chr1	108215001	108500000	-6.84043264654848	0.387019363619193
chr1	108500001	108550000	-5.3124319405345	0.123002363946982
chr1	108550001	116370000	0.886647221809721	0.10664781932807
chr1	116370001	116620000	1.9269840931504	0.0244037679770026
chr1	116620001	121035000	-1.80332100974137	0.748478769670535
chr1	121035001	121285000	0.304458421510476	0.18545235122313
chr1	121285001	121605000	-0.57445490122048	0.253637836767327
chr1	121605001	122500000	-8.16564410565941	0.633007726759069
chr1	122500001	124935000	-9.54599003629328	0.826975752888786
chr1	124935001	125185000	0.882868161748631	0.0945986911400744
chr1	125185001	125255000	-5.68256285073522	0.160013226419078
chr1	125255001	127795000	-9.58697998433416	0.850994912183542
chr1	127795001	128240000	-7.25644926646163	0.508008854162686
chr1	128240001	128685000	-7.56597366622405	0.492977023432238
chr1	128685001	129130000	-7.41289784411899	0.472963977696018
chr1	129130001	129575000	-7.45703581614304	0.466994541334499
chr1	129575001	129830000	-6.22518806876729	0.349428637255806
chr1	129830001	130275000	-7.51413929038135	0.499005604982498
chr1	130275001	130720000	-7.35152740890276	0.458989310116683
chr1	130720001	131165000	-7.34904412415911	0.479975694786777
chr1	131165001	131610000	-7.63470432672907	0.468000574151118
chr1	131610001	132055000	-7.53344289042908	0.474989094827081
chr1	132055001	132330000	-7.04790409470428	0.362968032633139
chr1	132330001	132775000	-7.22099883502491	0.484007204916632
chr1	132775001	133220000	-7.28439984498882	0.485035512487658
chr1	133220001	133665000	-6.90582179186811	0.473010107553404
chr1	133665001	134110000	-7.20015870288023	0.467961581006329
chr1	134110001	134555000	-7.38935087971191	0.489989388600096
chr1	134555001	134830000	-6.45863674558547	0.368983205591124
chr1	134830001	135275000	-7.09612039001109	0.463974605160788
chr1	135275001	135720000	-7.48759287380253	0.476047440373468
chr1	135720001	136165000	-7.50754591178356	0.464991400432828
chr1	136165001	136610000	-7.5854097546906	0.509960499166488
chr1	136610001	137055000	-7.14604801134925	0.472984291083142
chr1	137055001	137330000	-6.90239557940515	0.374984858665621
chr1	137330001	137775000	-7.3891079984047	0.44495429375732
chr1	137775001	138220000	-7.37700348997092	0.470952114184055
chr1	138220001	138665000	-7.46435140639046	0.454042809396838
chr1	138665001	139110000	-7.42750505892515	0.464031580039278
chr1	139110001	139555000	-7.27655406591388	0.474006688008602
chr1	139555001	139830000	-6.96779343680332	0.343975814290064
chr1	139830001	140275000	-6.88490479901431	0.464964187213003
chr1	140275001	140720000	-7.35785979592527	0.477124587927139
chr1	140720001	141165000	-7.10230309372805	0.454994654527612
chr1	141165001	141610000	-7.36019431466224	0.453036002268321
chr1	141610001	142055000	-7.37062296396016	0.468994328595339
chr1	142055001	143180000	-8.59918378601378	0.704975765210425
chr1	143180001	143430000	3.65469578712316	0.00074424290953734
chr1	143430001	145255000	-9.18611920371303	0.787022590123602
chr1	145255001	145805000	-7.69303396091998	0.516990535195217
chr1	145805001	146055000	2.70185859722544	0.0204446443047207
chr1	146055001	147025000	-1.76681852156931	0.489980033406819
chr1	147025001	147930000	-1.65916034449213	0.481336741637944
chr1	147930001	148440000	-7.14060816964939	0.474852991333646
chr1	148440001	149755000	-8.65686851044395	0.712927530327428
chr1	149755001	149830000	-4.76548036221028	0.172263319489576
chr1	149830001	151350000	2.57282728412927	0.00474761657399314
chr1	151350001	153355000	-0.302364326180201	0.384143668697954
chr1	153355001	153995000	3.34172109836878	0.000787371753420252
chr1	153995001	154935000	1.17527970343679	0.103582644406145
chr1	154935001	155330000	3.08971831323192	0.00062494136389657
chr1	155330001	155855000	0.137387620773902	0.212281597207628
chr1	155855001	156770000	3.2363099460049	0.001031621110688
chr1	156770001	159645000	-0.598600002908776	0.489507680517436
chr1	159645001	160990000	0.693683968711672	0.164940110578569
chr1	160990001	161240000	3.52552990809525	0.00102184325505683
chr1	161240001	161565000	0.42206907769021	0.127881587266191
chr1	161565001	167520000	-1.17617503010677	0.696073479635087
chr1	167520001	167755000	2.19480382955313	0.0129071396059294
chr1	167755001	179755000	-0.309028730269901	0.518090165910851
chr1	179755001	180905000	-0.349888383007662	0.344133312850933
chr1	180905001	181155000	2.59315432444656	0.010210751930108
chr1	181155001	182140000	-8.30958025764584	0.644987746745372
chr1	182140001	183565000	0.929415238302083	0.121040533035909
chr1	183565001	183920000	2.3047218756458	0.0171241915341784
chr1	183920001	185380000	0.877441563350494	0.128573275561935
chr1	185380001	192155000	-2.65967611071741	0.881220827906838
chr1	192155001	192805000	-1.19596138652138	0.389559831480747
chr1	192805001	193125000	1.49074115556418	0.0390443602429464
chr1	193125001	198620000	-3.1068310675135	0.882391067709647
chr1	198620001	198940000	1.56184551107712	0.045487793107219
chr1	198940001	202805000	-0.0181620861763827	0.366894699090778
chr1	202805001	203415000	2.26525158538937	0.0120954632988221
chr1	203415001	204285000	-0.522147495922415	0.338071681355413
chr1	204285001	204535000	2.46602369676916	0.00719555955483631
chr1	204535001	206150000	0.34026802952831	0.237081671828683
chr1	206150001	206410000	-6.5994030425057	0.378973442881373
chr1	206410001	206775000	1.028520470749	0.0780681101283591
chr1	206775001	211575000	-0.696724357487006	0.561769715056284
chr1	211575001	212410000	0.867513399852408	0.136974346946323
chr1	212410001	212795000	1.7079915240504	0.0315280032024746
chr1	212795001	220875000	-0.972039792565825	0.670878928049443
chr1	220875001	221170000	1.70108981046437	0.0374147034562037
chr1	221170001	234475000	0.461372325353878	0.221984014598958
chr1	234475001	234985000	2.62042196009518	0.00363847993487776
chr1	234985001	241395000	-0.743024916000701	0.603022111690048
chr1	241395001	241645000	0.93630908942287	0.0997774291199427
chr1	241645001	242900000	-1.9430378663129	0.547957975339588
chr1	242900001	243215000	-6.91012007431176	0.390984934749393
chr1	243215001	244650000	0.619126290006055	0.176180326582544
chr1	244650001	244975000	2.28081986408187	0.0219073446840465
chr1	244975001	246930000	-2.57498154531059	0.692663932360353
chr1	246930001	247460000	2.48736060760299	0.00658543518775545
chr1	247460001	248705000	-8.69362143663644	0.724936645910508
chr1	248705001	248956422	1.55513075109087	0.047587992063704
chr2	1	3335000	-1.84128912858879	0.733118835932069
chr2	3335001	3585000	2.4248922277513	0.0276821509111028
chr2	3585001	9400000	-1.30440850484419	0.73399886000512
chr2	9400001	9650000	2.51653153316378	0.0129788836193214
chr2	9650001	10450000	0.819020809310483	0.131313787488535
chr2	10450001	16600000	-1.56758384175504	0.774972531071196
chr2	16600001	16850000	1.30508839711807	0.0534573792668553
chr2	16850001	20045000	-0.496370546509033	0.470544409811808
chr2	20045001	20450000	2.20008111708993	0.0156274747892935
chr2	20450001	27030000	-0.171364754002183	0.425574272684544
chr2	27030001	28355000	1.56097014217821	0.0407462110370754
chr2	28355001	28755000	2.03491636104547	0.04115171809149
chr2	28755001	43095000	-0.577101069589492	0.642317880887424
chr2	43095001	43345000	3.48382062777062	0.00202247464208904
chr2	43345001	46910000	-0.0390561857632878	0.36401700778348
chr2	46910001	47180000	2.97601562755312	0.000916768070440388
chr2	47180001	48465000	0.195465862631324	0.249067272994008
chr2	48465001	55010000	-2.33675512683589	0.859612629520024
chr2	55010001	55285000	1.67411792627759	0.0321133026335179
chr2	55285001	60480000	-1.9658890584996	0.808199618764972
chr2	60480001	63840000	-0.112281108634142	0.37241142539439
chr2	63840001	65440000	1.82238846153934	0.0298338865552288
chr2	65440001	68155000	-2.08254380961919	0.699290395025407
chr2	68155001	69890000	1.03929054736534	0.0845751140939648
chr2	69890001	70145000	3.36722099627758	0.00318560764801923
chr2	70145001	70260000	2.51108187082722	0.0321456006992679
chr2	70260001	73925000	-0.408620505725657	0.455786028753038
chr2	73925001	74880000	2.36601081428697	0.00598267374784611
chr2	74880001	76545000	-9.04529012241597	0.7860056720253
chr2	76545001	76915000	-7.33504248814035	0.425007797969648
chr2	76915001	78755000	-9.26323389898574	0.787024087669167
chr2	78755001	80125000	-8.80385080886328	0.725093366656029
chr2	80125001	80710000	-7.68184718742116	0.545993418403994
chr2	80710001	84750000	-3.49839793319074	0.87105648409626
chr2	84750001	85325000	0.987865639225157	0.112393640425223
chr2	85325001	85620000	2.75000591521808	0.00179836635308583
chr2	85620001	86840000	0.849345974275158	0.142169384728711
chr2	86840001	87995000	-1.96530064598198	0.545975496917787
chr2	87995001	89050000	-0.819704163313018	0.424203183062693
chr2	89050001	89155000	-5.77662211840614	0.189991417317217
chr2	89155001	89605000	-7.55906240041271	0.474988784604869
chr2	89605001	89750000	-6.23653278241193	0.242043235475653
chr2	89750001	89855000	1.24858526973609	0.0770241305268449
chr2	89855001	90155000	-6.8802544648868	0.374006544398563
chr2	90155001	90405000	2.30892310381501	0.0293862638872373
chr2	90405001	91400000	-8.4602362444532	0.658993925194255
chr2	91400001	92090000	-8.0095621489535	0.561036337017056
chr2	92090001	94500000	-9.59894701737752	0.844040272584634
chr2	94500001	95415000	-0.0701870130488729	0.278682728079448
chr2	95415001	96140000	-7.88151377998652	0.596043049316435
chr2	96140001	96540000	2.30713518172597	0.0106646770064875
chr2	96540001	97205000	-8.01237689952464	0.567993378461476
chr2	97205001	97640000	-7.30445016503268	0.482081777844042
chr2	97640001	101105000	0.229588536395071	0.283883854622748
chr2	101105001	101355000	2.24962002438165	0.0274647218460342
chr2	101355001	105730000	-1.36826297361204	0.701257583619743
chr2	105730001	106200000	0.0930576622699647	0.194788740322296
chr2	106200001	106510000	-7.06738344547565	0.391032905836722
chr2	106510001	108445000	-9.19972860663719	0.797961107212684
chr2	108445001	108725000	1.17696272154968	0.0630626583699283
chr2	108725001	109125000	-7.13759587321634	0.466012634627686
chr2	109125001	109375000	-0.244499996484398	0.190704578872428
chr2	109375001	109735000	-6.75420971186009	0.387024925266507
chr2	109735001	110635000	-8.55966917721052	0.659974001851629
chr2	110635001	111250000	-1.2148273533717	0.381501111851999
chr2	111250001	111880000	-7.72034155533615	0.555005393848445
chr2	111880001	112140000	2.16311258293212	0.0403027369912353
chr2	112140001	112280000	0.247936585376695	0.107383511474594
chr2	112280001	112540000	0.111490507098179	0.184512359872268
chr2	112540001	113905000	1.45038808169293	0.052414058042242
chr2	113905001	119220000	-1.70558601811983	0.770511927223479
chr2	119220001	119470000	1.98932928920187	0.0273655297414727
chr2	119470001	120260000	0.0835427637331574	0.251089520841498
chr2	120260001	121525000	-8.70217868623378	0.706039758110612
chr2	121525001	121775000	0.814393319250661	0.0945951069267741
chr2	121775001	126635000	-10.4596231680204	0.927019483217875
chr2	126635001	128325000	0.837851687894988	0.144626906473146
chr2	128325001	130140000	-2.4644006877761	0.671622930169495
chr2	130140001	130395000	1.56271665169528	0.0638548972098787
chr2	130395001	130720000	-6.62280434049218	0.381997830960928
chr2	130720001	135980000	-0.418629211872332	0.495935643526365
chr2	135980001	136260000	1.63275729078444	0.0599331487679494
chr2	136260001	137905000	-2.37815008235929	0.668637807054603
chr2	137905001	138155000	1.28318778606885	0.102982498022104
chr2	138155001	144330000	-3.22124948611334	0.911540821219562
chr2	144330001	144710000	2.23191571920709	0.00976560077296518
chr2	144710001	152255000	-0.643192909711283	0.607853198483104
chr2	152255001	152335000	-5.52980621772611	0.188033537788402
chr2	152335001	152720000	0.999418434908204	0.0830488818065385
chr2	152720001	152755000	-4.95795647281133	0.0999925628250253
chr2	152755001	157255000	-1.48306175056772	0.731197643055886
chr2	157255001	157510000	2.06991613347489	0.0254383705640995
chr2	157510001	177145000	-0.639988162567688	0.673195645814566
chr2	177145001	177210000	-4.23321898643498	0.130954016365407
chr2	177210001	177395000	2.82137310118007	0.00259281210906992
chr2	177395001	186480000	-1.20808256949067	0.751104294820961
chr2	186480001	186730000	1.08689420902429	0.0898043776491924
chr2	186730001	189440000	-3.10236990755607	0.79658218400944
chr2	189440001	191700000	0.59386615349936	0.188820906017499
chr2	191700001	195530000	-10.1920813066924	0.894040529191762
chr2	195530001	196030000	0.0440506431044554	0.202483153033494
chr2	196030001	196280000	2.42639087302993	0.00265759031314305
chr2	196280001	197195000	-8.25699444460642	0.648995807266622
chr2	197195001	197255000	-4.5432918478569	0.148012519566996
chr2	197255001	197520000	2.56029181637768	0.00408460724989324
chr2	197520001	200810000	-0.983583643665327	0.574514097407095
chr2	200810001	201265000	2.33084461294193	0.0077438140740127
chr2	201265001	207495000	-0.329928582271151	0.485286240791373
chr2	207495001	207795000	2.23132857213949	0.00541594474243789
chr2	207795001	215660000	-2.52765805439778	0.901289647393259
chr2	215660001	216505000	0.699739185175985	0.140868901905211
chr2	216505001	218210000	-2.41332891074047	0.657907671433313
chr2	218210001	218460000	3.38910811045321	0.000455446897634992
chr2	218460001	219155000	-0.252008572048272	0.275486251630962
chr2	219155001	219405000	2.21264921541929	0.0295461977831661
chr2	219405001	227255000	-1.24008175794263	0.750682233133375
chr2	227255001	227525000	1.60121529733789	0.0260820198053866
chr2	227525001	229190000	-9.04191229899541	0.74801746759487
chr2	229190001	229440000	1.710023782842	0.0358798263245389
chr2	229440001	231460000	0.553984637670268	0.199592944037475
chr2	231460001	231720000	2.99962987517706	0.000992722218048137
chr2	231720001	231790000	1.68351011794926	0.0342842947920313
chr2	231790001	233055000	-0.0397667066743243	0.303866441429685
chr2	233055001	233360000	1.29840342978684	0.0318906179700674
chr2	233360001	234270000	-8.21405572229511	0.638031898225379
chr2	234270001	234520000	2.44613876442093	0.0162831395499603
chr2	234520001	237470000	-2.11984277958473	0.732215421287858
chr2	237470001	237720000	2.56449970875027	0.00273803628682279
chr2	237720001	242193529	0.781793577817608	0.144031541599618
chr3	1	4465000	-1.4105628678861	0.70105943002141
chr3	4465001	4975000	-0.936881099155185	0.335141712453696
chr3	4975001	5225000	2.34362309741283	0.00773869370608526
chr3	5225001	5250000	-3.23287846973531	0.0686783555680485
chr3	5250001	9730000	-1.83110463121485	0.773975715699548
chr3	9730001	10255000	2.34260226804317	0.00605557881009822
chr3	10255001	10325000	-4.16961683720329	0.127704571658579
chr3	10325001	23705000	-0.0555693073286644	0.422292541103097
chr3	23705001	23955000	1.18749031592017	0.0971821356687999
chr3	23955001	32235000	-1.30801657820281	0.755733391028773
chr3	32235001	36890000	-0.421468444195214	0.486187764292092
chr3	36890001	37950000	0.173945462588539	0.240623508106345
chr3	37950001	38200000	1.12253097374028	0.0565447612301522
chr3	38200001	39050000	-1.47894797067874	0.437008799643489
chr3	39050001	39105000	1.43783202867306	0.0258476009133888
chr3	39105001	39300000	2.5187829476453	0.00542342311293287
chr3	39300001	39415000	2.58932901792771	0.0253894595581359
chr3	39415001	46085000	0.474389906553119	0.219308222923792
chr3	46085001	46410000	1.39707049146835	0.0658337655825545
chr3	46410001	48985000	0.989061254167881	0.10703930627887
chr3	48985001	49430000	2.89008785034005	0.00109362256351986
chr3	49430001	50225000	-0.237638779786892	0.313815400107057
chr3	50225001	50635000	3.06682717160759	0.00042131007142765
chr3	50635001	51940000	0.559163856973207	0.191554354534565
chr3	51940001	52540000	2.95539224218912	0.000385079065871707
chr3	52540001	52775000	1.7255281566682	0.0475414253242151
chr3	52775001	53025000	-6.80487329779736	0.346999344906048
chr3	53025001	53275000	2.62836373937836	0.00728213219441964
chr3	53275001	57760000	-0.164231215251535	0.399740658799182
chr3	57760001	58235000	-7.62016827164714	0.499021920485748
chr3	58235001	58495000	1.74690857823356	0.0494026446993796
chr3	58495001	63855000	-3.99111155689974	0.897020520444754
chr3	63855001	64105000	2.41370432933306	0.0119140689491523
chr3	64105001	69010000	-2.84290840881481	0.860171011808204
chr3	69010001	69415000	2.42899061571789	0.0134417926918997
chr3	69415001	75420000	-1.80250570510823	0.793992328025257
chr3	75420001	75830000	1.27647311486164	0.0604594242956438
chr3	75830001	75865000	-3.6206729992067	0.0894619321964233
chr3	75865001	86975000	-2.98452712859412	0.941125897924716
chr3	86975001	87230000	-0.182120705051631	0.190347099609415
chr3	87230001	87995000	-8.05037701716871	0.61603754956791
chr3	87995001	88245000	1.11774524459058	0.0527815335462369
chr3	88245001	90670000	-1.86726139196718	0.674635619519342
chr3	90670001	91285000	-7.93514110538713	0.566986704603682
chr3	91285001	91550000	-7.0256715194917	0.351021452694511
chr3	91550001	93465000	-9.24717187062631	0.800999655167719
chr3	93465001	98520000	-1.91786285053362	0.791836847133593
chr3	98520001	98905000	1.3564247069518	0.0650404398173742
chr3	98905001	101675000	0.00563801053118502	0.335521243561845
chr3	101675001	101945000	2.95824187538178	0.00639497060515559
chr3	101945001	108225000	-0.760641419018315	0.616127564081518
chr3	108225001	119235000	-1.99761996996199	0.873336383635446
chr3	119235001	119680000	1.63596578662226	0.0365057633964864
chr3	119680001	122830000	0.919488136403377	0.126025599820534
chr3	122830001	129115000	-0.148947294098039	0.424079925123742
chr3	129115001	129630000	3.40498956421719	0.000395256909130115
chr3	129630001	143980000	-0.193425235048424	0.480338822626079
chr3	143980001	149750000	-1.12024299770526	0.702959910187928
chr3	149750001	150405000	-1.31000979580119	0.38342783958632
chr3	150405001	150765000	2.23511562875599	0.0105040988711995
chr3	150765001	156930000	-0.870643541630387	0.635735151512017
chr3	156930001	157060000	-5.44245474018943	0.205003497214529
chr3	157060001	157180000	3.66490177246914	0.00356719088161828
chr3	157180001	158640000	-8.93650919867737	0.717009580116299
chr3	158640001	158890000	1.48115476258264	0.088624471489569
chr3	158890001	160395000	-2.32787272840687	0.64178102639021
chr3	160395001	160810000	2.37758211830813	0.0268006808593687
chr3	160810001	162785000	-1.62615512133472	0.601866232175276
chr3	162785001	163035000	-6.12507720304176	0.346993603833235
chr3	163035001	169750000	-4.35578943666367	0.936224175827336
chr3	169750001	172505000	0.711681999558856	0.156046007639917
chr3	172505001	172755000	1.22087470188991	0.0928498725705201
chr3	172755001	177115000	-1.70282353735416	0.750600703806082
chr3	177115001	177190000	-5.11067852571793	0.170967180170465
chr3	177190001	177365000	2.11711624804593	0.005345112788817
chr3	177365001	179015000	-8.95560877376465	0.794091060195129
chr3	179015001	179660000	1.90539073100829	0.0223165354885365
chr3	179660001	184130000	-0.30376287824343	0.458831729065698
chr3	184130001	184380000	2.89491143772643	0.0112185030665775
chr3	184380001	187750000	0.400650452626993	0.239573602149679
chr3	187750001	188385000	-0.175560923599989	0.269053533904142
chr3	188385001	188955000	0.975633721784266	0.107732989482669
chr3	188955001	194475000	-1.70226022490297	0.791959310776893
chr3	194475001	194740000	1.98515164172016	0.0537708453778757
chr3	194740001	196495000	0.265707052758527	0.250656562686463
chr3	196495001	196745000	2.30648504217746	0.00340506999234802
chr3	196745001	198295559	0.249445951395382	0.25267374410614
chr4	1	2965000	1.53002750748031	0.0358951985771259
chr4	2965001	6640000	-1.90716911446704	0.738755246831308
chr4	6640001	7070000	2.38221152066153	0.00528563803999949
chr4	7070001	8155000	-1.86161316334196	0.558858950769846
chr4	8155001	8445000	1.83765867848447	0.0614127147183898
chr4	8445001	9155000	-1.3402459448122	0.441000983244129
chr4	9155001	9405000	-7.09103591470944	0.3389913078187
chr4	9405001	9955000	-7.64954652591782	0.549061794016222
chr4	9955001	10205000	0.843959297209438	0.0886300190076525
chr4	10205001	10250000	-5.46028455684147	0.104014120346192
chr4	10250001	18025000	-0.904391842006417	0.663665452927453
chr4	18025001	26070000	-1.74101870140744	0.831989705659307
chr4	26070001	26325000	1.47535606679147	0.0528545724554875
chr4	26325001	31375000	-3.95432669586806	0.902540105775396
chr4	31375001	31745000	-7.0808586185554	0.418058117521866
chr4	31745001	36110000	-10.3161233196062	0.911014872407791
chr4	36110001	36180000	-4.82968008046539	0.158009389700626
chr4	36180001	36360000	1.84381587112702	0.060401158768755
chr4	36360001	40485000	0.412809932739102	0.237743414791448
chr4	40485001	40735000	0.117877701425053	0.177136263366345
chr4	40735001	49080000	-1.42972549639867	0.789143594914518
chr4	49080001	49330000	1.02328849649646	0.100981786443968
chr4	49330001	49660000	-0.611510618243306	0.236131682692965
chr4	49660001	51815000	-2.73227128716379	0.727113499628889
chr4	51815001	57165000	-0.288216733138451	0.459554647389741
chr4	57165001	58830000	-9.04520055582613	0.788001251709599
chr4	58830001	59085000	-6.52411446070578	0.361971820740782
chr4	59085001	62125000	-9.86691495519598	0.875974992122717
chr4	62125001	62565000	-7.27753794412261	0.483012697388388
chr4	62565001	65725000	-9.86902970918112	0.859046129751588
chr4	65725001	67540000	-9.20734706370294	0.790979048251678
chr4	67540001	68470000	-0.0937934479086547	0.291611917020017
chr4	68470001	68720000	-6.7005668918415	0.336040998589392
chr4	68720001	70685000	-9.26818421048701	0.804985161827102
chr4	70685001	71000000	2.25080423984267	0.0115890282564644
chr4	71000001	73660000	-1.50251791228961	0.642037422522607
chr4	73660001	74160000	0.422743292447432	0.189722935794633
chr4	74160001	78585000	0.0328468546490254	0.348096343802119
chr4	78585001	78835000	1.76035047319873	0.0381268574099298
chr4	78835001	83575000	0.426624623012028	0.234140926867177
chr4	83575001	86890000	-0.779785914896547	0.529455749643049
chr4	86890001	87140000	2.15856731309542	0.0274665654839503
chr4	87140001	89840000	0.0850598209967725	0.309533536794243
chr4	89840001	93730000	-10.140173529833	0.910047412764576
chr4	93730001	99750000	-1.37424406389935	0.746669584774505
chr4	99750001	102500000	-0.779486889855073	0.508292596159975
chr4	102500001	102875000	1.70423755439349	0.033174327190292
chr4	102875001	105250000	-0.029352107592936	0.339154805738895
chr4	105250001	109820000	-0.669369200823735	0.537724438360586
chr4	109820001	112140000	-2.89940672177425	0.759766157811941
chr4	112140001	112390000	1.49686641956585	0.0477838232593193
chr4	112390001	113600000	-2.02816028202545	0.574555597963291
chr4	113600001	113850000	0.847732806050161	0.0900075498128288
chr4	113850001	118405000	-3.81077329999224	0.89479667267249
chr4	118405001	118680000	-0.522300045560349	0.210407395346885
chr4	118680001	129430000	-1.08380665806122	0.752210954616678
chr4	129430001	131765000	-9.52283758231538	0.85502443900608
chr4	131765001	132015000	-6.78417624736919	0.362956991004587
chr4	132015001	136520000	-10.4450192771955	0.923993688635193
chr4	136520001	139010000	-1.30684589458663	0.606218747424828
chr4	139010001	139565000	2.47662025019156	0.0060454765809882
chr4	139565001	140160000	1.26310051415822	0.0649749482764956
chr4	140160001	140255000	0.708617193619732	0.0670983059602287
chr4	140255001	143180000	-0.629795972055426	0.48816838828198
chr4	143180001	143520000	2.10238116444478	0.0183553669375356
chr4	143520001	153465000	-0.935701571560196	0.687630342111903
chr4	153465001	153760000	1.70706845186264	0.0314401499242944
chr4	153760001	157960000	-3.63211956040871	0.89342058609324
chr4	157960001	158210000	2.61302002549573	0.0255348206945829
chr4	158210001	158610000	-7.1314557260087	0.459966324769482
chr4	158610001	158860000	2.22457385525627	0.0139601469637474
chr4	158860001	163425000	-1.76223220235681	0.752334471983585
chr4	163425001	163675000	2.9762717187782	0.003621767500815
chr4	163675001	165110000	-8.89436703186322	0.750989769444207
chr4	165110001	165335000	1.15653482207446	0.0836634586463461
chr4	165335001	165365000	-3.42201700740086	0.0819251830995378
chr4	165365001	169005000	-2.39653264433839	0.774980573868732
chr4	169005001	169295000	1.06188064438204	0.0704199335669692
chr4	169295001	173165000	-3.56716244578852	0.846698026723254
chr4	173165001	173420000	0.969654475027199	0.0849720559902527
chr4	173420001	184330000	-1.38254053462265	0.808161887776637
chr4	184330001	184900000	2.06842619066462	0.0156800069683055
chr4	184900001	190214555	-1.37655231634709	0.709581581605627
chr5	1	10245000	-1.3664883234262	0.793081775636791
chr5	10245001	10765000	1.65763530427829	0.0569222448004143
chr5	10765001	14140000	-10.0197349676471	0.909056890164255
chr5	14140001	14875000	0.673317670139892	0.171602512418707
chr5	14875001	16385000	-2.24778694132516	0.641068838538258
chr5	16385001	16635000	0.671875311554236	0.147109056814692
chr5	16635001	20695000	-3.66440440989119	0.879673225032037
chr5	20695001	20945000	-6.77897788040813	0.335026071453681
chr5	20945001	21255000	-6.61750986296304	0.400193096426527
chr5	21255001	21505000	-6.48754951007115	0.340007048201088
chr5	21505001	32165000	-11.5861723740968	0.959981178371863
chr5	32165001	36605000	0.581345757143306	0.193534357058689
chr5	36605001	36880000	1.43968028731902	0.0544874026087614
chr5	36880001	39070000	-9.47802897966385	0.828027207016412
chr5	39070001	39550000	1.16154215572488	0.0818262566608172
chr5	39550001	40355000	-8.19115779671039	0.617031397955614
chr5	40355001	40845000	1.671038875173	0.0314765698592112
chr5	40845001	42875000	-1.7029378468675	0.630126944280127
chr5	42875001	43125000	3.0543802335608	0.00166854573223074
chr5	43125001	46435000	-1.02902201350294	0.596759590311609
chr5	46435001	49595000	-9.85101003658434	0.902007573381345
chr5	49595001	49845000	1.89301704216377	0.0515498309654761
chr5	49845001	50145000	-6.78571183553817	0.396039697786534
chr5	50145001	50255000	-5.92248208858806	0.21601101068307
chr5	50255001	54505000	-2.14119197428294	0.791316175339977
chr5	54505001	54755000	2.33304026557817	0.0157725367897419
chr5	54755001	56665000	-0.0616563048560237	0.326891157151932
chr5	56665001	56955000	2.42180871415843	0.0177997513620298
chr5	56955001	61160000	-1.41253347833001	0.698268202436528
chr5	61160001	61410000	1.45960786072548	0.0529669312583907
chr5	61410001	65560000	-2.05773306225982	0.783667147934535
