V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	15.6999998092651	26.1000003814697	38.5999984741211	-23.2000007629395	33	-9.5	95.4000015258789	71.5500030517578	65.5	23.3499994277954	-83.3000030517578	-21.7000007629395	93.4000015258789	-82.8000030517578	-36.0499992370605	96.9000015258789	97.4000015258789	98.9000015258789	98.9000015258789	97.4000015258789	97.4000015258789	95.1500015258789	-26.2000007629395	0	77.3000030517578	0	82.1500015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58	92.4000015258789	98.9000015258789	94.4000015258789	52.600001335144	-24.2000007629395	22	35.0999984741211	16	-13.8999996185303	24.5	-31.2999992370605	-41.3500003814697	-25.7000007629395	-29.8500003814697	-23.2000007629395	14.4499998092651	25.8500003814697	-43.9000015258789	13	-6.40000009536743	26.3999996185303	65.3000030517578	-19.9500007629395	-32.2999992370605	-7.85000014305115	25.6000003814697	-15.9000005722046	-25.2999992370605	25.1999998092651	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.1000003814697	23.6000003814697	17.7000007629395	-29.7999992370605	-46.9000015258789	-34.2999992370605	67.8000030517578	61.5	38.5999984741211	-45.9000015258789	-87.3000030517578	35.0999984741211	87.4000015258789	-62.5999984741211	-25.7000007629395	96.4000015258789	97.4000015258789	98.9000015258789	98.9000015258789	98.4000015258789	97.9000015258789	96.9000015258789	-24.2999992370605	0	79.3000030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60.5999984741211	90.9000015258789	0	93.1500015258789	17.7000007629395	-17.6500005722046	23.6000003814697	35	11	10.75	31.6000003814697	-27.2000007629395	-37.9000015258789	-29.7999992370605	-29.2000007629395	-40.9000015258789	15.6999998092651	11.9000000953674	-43.9000015258789	29.6000003814697	13.5	-17.5500001907349	67.8000030517578	-25.7000007629395	-36.7999992370605	-14.3999996185303	20.5	-17.0499997138977	-36.8500003814697	28.8999996185303	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1000003814697	18.3999996185303	-31.2999992370605	-33.9000015258789	-40.9000015258789	71.8000030517578	57.9500007629395	-11.3000001907349	-55.25	-79.1999969482422	88.4000015258789	96.4000015258789	-50.5	-40.6500015258789	96.4000015258789	97.4000015258789	98.9000015258789	98.9000015258789	98.9000015258789	98.4000015258789	97.4000015258789	-16.2999992370605	0	82.4000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64.8499984741211	94.4000015258789	98.9000015258789	71.8000030517578	-15.1500000953674	-21.7000007629395	9.10000038146973	39.0999984741211	16.75	16.2999992370605	35.5999984741211	-27.2999992370605	-42.1500015258789	-30.7999992370605	-29.7999992370605	-7	15.3000001907349	31.1000003814697	-47.4000015258789	31.1000003814697	14	20.5	64.8000030517578	-15.8999996185303	-36.9000015258789	-9.60000038146973	13.9000000953674	-14.8999996185303	-37.7999992370605	18.4499998092651	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.70000028610229	-9.5	38.0999984741211	-27.75	72.5500030517578	58.2000007629395	10.8999996185303	-41.9000015258789	-79.75	97.9000015258789	97.9000015258789	-23.7000007629395	-46.1500015258789	95.9000015258789	98.4000015258789	98.9000015258789	98.9000015258789	98.9000015258789	98.9000015258789	97.4000015258789	-24.2000007629395	0	80.8000030517578	0	77.3000030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66.0999984741211	94.4000015258789	98.9000015258789	51.2000007629395	-26.7000007629395	-11.8500003814697	-9.75	38.0999984741211	30.5	16	42.7000007629395	-13	-44.9000015258789	-38.4000015258789	-36.2999992370605	-28.7500009536743	17.2999997138977	-9.80000019073486	-51	27.3500003814697	23.5	26	65.8000030517578	23.5500001907349	-24.6499996185303	-9.39999961853027	11	-23.7999992370605	-38.2999992370605	-16.6000003814697	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	-39.1000003814697	-49.5	59.7000007629395	54.7000007629395	18	-41.9000015258789	-53	98.9000015258789	97.4000015258789	60.7000007629395	-53	88.9000015258789	95.4000015258789	98.9000015258789	98.9000015258789	98.9000015258789	98.9000015258789	98.9000015258789	-8.5	0	81.4000015258789	74.8000030517578	73.8000030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66.0999984741211	95.1500015258789	98.4000015258789	47.2000007629395	-36.2999992370605	-19.1500005722046	8.69999980926514	18.5	35.0999984741211	21	45.2000007629395	-21	-46.6500015258789	-39.9000015258789	-31.0499992370605	-39.4000015258789	-23.4500007629395	24.3500003814697	-50	43.4500007629395	35.5999984741211	22.5	65.3000030517578	45.7000007629395	17	22.5500001907349	34.9000015258789	16.3500003814697	-23.7000007629395	-48.9000015258789	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-32.7999992370605	31.6000003814697	91.9000015258789	63.2999992370605	30.1000003814697	-14.6000003814697	22	98.9000015258789	24.1000003814697	94.4000015258789	-18.7000007629395	-82.8000030517578	29	-24.7999992370605	-19.2000007629395	-29	98.4000015258789	98.9000015258789	43.7000007629395	0	77.3000030517578	81.4000015258789	71.8000030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.3000030517578	93.9000015258789	89.6500015258789	13.5	-53.5	-22.5500001907349	-26.7999992370605	16.7000007629395	-22.7000007629395	11.6000003814697	30.8500003814697	-20.75	-40.5	-27.7000007629395	-25.7000007629395	-31.7999992370605	-32.9000015258789	-10.1999998092651	-51	-13.6999998092651	18.9000000953674	-10.1999998092651	34.5999984741211	42.0999984741211	-11.6000003814697	-8.05000019073486	37.5999984741211	53.9500007629395	55.7000007629395	-40.4000015258789	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.69999980926514	40.5999984741211	24.1000003814697	12.5	16.8999996185303	78.3000030517578	96.4000015258789	28.1000003814697	92.9000015258789	94.9000015258789	-47.1500015258789	-75.1999969482422	-72.1999969482422	-71.1999969482422	-77.1999969482422	-65.0999984741211	64.9499969482422	29.2999992370605	0	76.8000030517578	39.0999984741211	74.8000030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-38.7999992370605	9.10000038146973	-21.7000007629395	-37.9000015258789	-30.7999992370605	47.3999996185303	10.6999998092651	-11.1000003814697	13.8999996185303	27.6000003814697	11.1999998092651	-13.6000003814697	-14.6999998092651	10.8999996185303	13.3000001907349	17	19.5	36.5999984741211	-30.2999992370605	-13.8499999046326	21	10.8000001907349	12.0500001907349	28.6000003814697	-26.2999992370605	-42.9000015258789	-26.2000007629395	-11.1500000953674	74.3000030517578	40.2999992370605	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-33.2999992370605	-44.9000015258789	-58	-32.7999992370605	35.3499984741211	58.2000007629395	22.3000001907349	21.5500001907349	-44.6500015258789	-42.9000015258789	-18.2999992370605	-24.7000007629395	-23.7000007629395	-22.25	56.8999996185303	95.1500015258789	-69.6499977111816	0	31.6000003814697	36.5999984741211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	32.4500007629395	-26.2999992370605	54.9500007629395	98.4000015258789	68.3000030517578	13.3999996185303	15	-35.2999992370605	-10.0999999046326	-21.7999992370605	14.8499999046326	-25.25	15.8999996185303	-21.7000007629395	-12.6000003814697	-17.6000003814697	20.75	1.40000057220459	22.4499998092651	-40.9000015258789	-21.7000007629395	32.0999984741211	53.2000007629395	10.3000001907349	-45.1500015258789	-15.25	-35.7999992370605	15.75	-14.1000003814697	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	14.3000001907349	15.8000001907349	37.0999984741211	46.7000007629395	-69.0999984741211	-64.0999984741211	-64.0999984741211	-51.25	-58.25	-30.2999992370605	-30.0499992370605	-24.7000007629395	17.7000007629395	96.4000015258789	-48.9000015258789	0	40.5999984741211	0	47.7000007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.3000030517578	83.4000015258789	91.9000015258789	97.4000015258789	97.9000015258789	49.7000007629395	-11.6000003814697	18.75	-50	-34.2999992370605	-25.8999996185303	8.10000038146973	-24.8999996185303	-23.7000007629395	-23.2999992370605	-31.7999992370605	-14.3000001907349	18.4499998092651	-15.8000001907349	-49.2000007629395	-48.2000007629395	-39.2999992370605	-8.30000019073486	45.2000007629395	82.4000015258789	72.8000030517578	46.5999984741211	-12.6000003814697	58.7000007629395	87.9000015258789	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	21.5	12.3000001907349	40.0999984741211	-66.0999984741211	-61.0999984741211	-67.0999984741211	-61.8499984741211	-67.0999984741211	-53	-42.9000015258789	-35.7999992370605	-38.7999992370605	88.6500015258789	-28.3999996185303	0	46.2000007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.9000015258789	89.9000015258789	94.9000015258789	95.4000015258789	95.4000015258789	17.4500002861023	-15.9499998092651	30.1000003814697	-36.7999992370605	-37.1000003814697	-25.2999992370605	-23.2000007629395	-31.2999992370605	-22.8999996185303	-32.7999992370605	-31.5499992370605	-14.6000003814697	9	-19.7000007629395	-48.9000015258789	-55.5	-42.9000015258789	-18.1500005722046	41.7000007629395	77.3000030517578	79.3000030517578	48.7000007629395	10	57.7000007629395	95.6500015258789	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8000001907349	-36.1499996185303	-9.39999961853027	65.3000030517578	97.4000015258789	93.4000015258789	58.7000007629395	35.0999984741211	-19.7000007629395	-35.7999992370605	-35.5499992370605	-44.9000015258789	11.5	48.7000007629395	0	-25.2999992370605	31.8499994277954	-32.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.4000015258789	-42.9000015258789	-32.5999994277954	-14.25	9.19999980926514	33.0999984741211	97.9000015258789	96.9000015258789	18.7000007629395	15.1999998092651	7.5	-11.3999996185303	-10.1999998092651	14.4499998092651	21.75	8.60000038146973	-13.6000003814697	15.5	32.5999984741211	28.6000003814697	11.3999996185303	-19.6000003814697	-23.7000007629395	-20.7999992370605	11.8499999046326	22.5500001907349	28.1000003814697	13.8000001907349	-37.6000003814697	89.4000015258789	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.09999990463257	52.7000007629395	96.4000015258789	98.9000015258789	98.9000015258789	70.8000030517578	-29.75	44.5	-28.7000007629395	-25.7000007629395	-44.9000015258789	-57	77.8000030517578	0	-12.6000003814697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.2999992370605	-44.9000015258789	-25.2000007629395	40.3499984741211	47.2000007629395	63.7999992370605	98.9000015258789	98.9000015258789	-46.4000015258789	-13.6500000953674	22.6000003814697	7	-24.3999996185303	-30	6.90000009536743	-15.6999998092651	-16.7000007629395	-11.6999998092651	8.69999980926514	13.8499999046326	-13.3499999046326	19.5	22.3500003814697	-30.7999992370605	-23.7000007629395	14.5	29.6000003814697	31.1000003814697	12.25	10.5	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	-19.2999992370605	27.1000003814697	-22.7000007629395	-52	54.0999984741211	92.9000015258789	90.4000015258789	79.3000030517578	72.8000030517578	29.1000003814697	52.8999996185303	0	-56	-54	-47.9000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5	59.2000007629395	93.9000015258789	61.7999992370605	-15.25	-16.6000003814697	-43.9000015258789	-39.6000003814697	93.9000015258789	13.5	18.7999992370605	10.1999998092651	-11.1000003814697	8.19999980926514	-13.6999998092651	-18.1000003814697	-15.6000003814697	-7.69999980926514	-14.1000003814697	-12.3000001907349	11.8999996185303	12.8999996185303	17.3499994277954	16	-10.6000003814697	-18.6000003814697	-25.7000007629395	-10.1000003814697	38.0999984741211	10.5	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	12.5	-22.2999992370605	-64.8499984741211	-49.5	-22.8999996185303	-22.9500007629395	24.5500001907349	-11.1000003814697	-37.9000015258789	91.9000015258789	0	10.8000001907349	10.8999996185303	-25.2999992370605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23.2000007629395	82.4000015258789	73.3000030517578	-24.9500007629395	-58.5	16.7999992370605	83.4000015258789	94.4000015258789	84.4000015258789	25.6000003814697	11.6000003814697	-16.7999992370605	-12.1999998092651	9.60000038146973	-16.2999992370605	10.6000003814697	20.1999998092651	-5.20000004768372	8	10.5	-10.6999998092651	6.85000014305115	-17.2000007629395	6.5	14.1999998092651	30.6000003814697	33.3499984741211	9.80000019073486	13.25	15.6999998092651	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1000003814697	-32.7999992370605	-67.0999984741211	-44.9000015258789	-44.9000015258789	-35.2999992370605	-29.7999992370605	-24.7000007629395	-35.7999992370605	86.9000015258789	0	-29.7999992370605	-36.2999992370605	-41.9000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48.9500007629395	16	-67.0999984741211	-47.4000015258789	98.9000015258789	58.9500007629395	66.0500030517578	37.8499984741211	-33.0499992370605	60.9500007629395	22	-17.6000003814697	-0.0500001907348633	-30.3499994277954	-13.1000003814697	-19.4000005722046	21.1000003814697	-8.69999980926514	-14.75	-8.89999961853027	-16.1000003814697	-15.1000003814697	-15.5999999046326	-34.7999992370605	-24.7000007629395	24.6999998092651	43.4500007629395	9.25	-7.5	83.4000015258789	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7999992370605	-32.7999992370605	-40.4000015258789	-39.6500015258789	-20	-14.9499998092651	-18.2000007629395	-32.2999992370605	32.0999984741211	0	45	23.7999992370605	51.9500007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-51	-32.2999992370605	-68.0999984741211	32.8499994277954	98.9000015258789	42.0999984741211	63.5499992370605	26.6000003814697	-13.8000001907349	52.7000007629395	13.1999998092651	-13.1000003814697	15	10.8999996185303	8.04999995231628	-17.2999992370605	-11.1999998092651	24.5	-15.1999998092651	34.7999992370605	26.6000003814697	27.1000003814697	26.1000003814697	-22.8999996185303	-38.7999992370605	7.75	27.1000003814697	19.3999996185303	-48.9000015258789	65.8000030517578	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.5999984741211	14	20	37.5999984741211	-14.3000001907349	-15.6999998092651	-64.5999984741211	63.9999980926514	0	94.6500015258789	96.9000015258789	96.9000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66.0999984741211	9.69999980926514	-19.2999992370605	66.0500030517578	79.3000030517578	62.5499992370605	45.2000007629395	42.0999984741211	19	32.3999996185303	35.5999984741211	7.30000019073486	-28.8000011444092	-30.2999992370605	-22.7000007629395	-35.0499992370605	-26.2000007629395	14.3999996185303	-17.8999996185303	20.5	25.5	19.5	45.2000007629395	-15.25	14.1999998092651	33.0999984741211	42.7000007629395	-13.6000003814697	-56	25.6000003814697	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6000003814697	11.6000003814697	23.8999996185303	-16.1000003814697	-38.7999992370605	-72.6999969482422	35.2499990463257	0	83.4000015258789	0	92.9000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62.0999984741211	29.3000001907349	24.5	50.9500007629395	60.7000007629395	56.3999996185303	20	10.0500001907349	11.3999996185303	25.1000003814697	23.25	-9.25	-14.6000003814697	-31.2999992370605	-20.9500007629395	-29.7999992370605	-25.7999992370605	-16.3500003814697	-24.7000007629395	-12.25	18.5	13	33.5999984741211	-22.2999992370605	-35.9000015258789	24.3999996185303	29.3500003814697	-45.4000015258789	88.4000015258789	-45.5	0
