V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	-21.7999992370605	0	0	0	0	-13.1000003814697	0	0	0	0	0	0	0	0	0	0	0
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.8000030517578	-84.3000030517578	0	0	0	0	0	0	0	0	0	-11.8000001907349	0	0	0	0	-26.2999992370605	0	-24.8999996185303	0	0	0	0	0	0	0	-9.10000038146973	0	34.5999984741211	0	0	0	0	0	0
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	25	-22.7000007629395	12	-28.8999996185303	12.3999996185303	-13.1999998092651	-8.10000038146973	23.6000003814697	-8.54999971389771	-7.59999990463257	6.40000009536743	-8.69999980926514	-14.8999996185303	10.8000001907349	9.84999990463257	-41.4000015258789	-14.6000003814697	12.8999996185303	20.8999996185303	12.1999998092651	-12.1500000953674	14.5	-19.6000003814697	-29.5499992370605	13.1499996185303	-27.3999996185303	14.3999996185303	-18.4000005722046	14.3000001907349	-26.2999992370605	-33.7999992370605	26.6000003814697	-15.8000001907349
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0500001907349	-18.2999992370605	8.40000009536743	-10.8000001907349	10.1000003814697	-16.8999996185303	8.40000009536743	11.8999996185303	7	11.5999999046326	-14.1000003814697	9.39999961853027	-12.1000003814697	9.30000019073486	10.4499998092651	20	10.3000001907349	11	17	7.29999995231628	11.8000001907349	14.25	-13.2000002861023	8.5	-12.6999998092651	-16.2000007629395	11.0499997138977	7.40000009536743	-9.80000019073486	-20.7000007629395	-15.6000003814697	31.6000003814697	32.8499984741211
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	10.3999996185303	11.8000001907349	9.30000019073486	9.80000019073486	9	7.90000009536743	9.19999980926514	9.89999961853027	6.20000004768372	9.39999961853027	9.80000019073486	8.80000019073486	7.90000009536743	14.3999996185303	9.39999961853027	8	-9.19999980926514	9.10000038146973	-10	8	10.3999996185303	9.30000019073486	6.5	11.6999998092651	6.64999985694885	10.8000001907349	10	9.39999961853027	9.69999980926514	12.2999997138977	7.80000019073486
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	-13.3999996185303	7.80000019073486	-6.59999990463257	8.89999961853027	8.19999980926514	8.19999980926514	9.89999961853027	9.05000019073486	8.69999980926514	8.89999961853027	8.89999961853027	9.69999980926514	6.35000014305115	9.69999980926514	8.39999961853027	10.5999999046326	8.60000038146973	10.1000003814697	9.5	7.69999980926514	11.8999996185303	9.39999961853027	-9.69999980926514	8.80000019073486	-7.59999990463257	8.39999961853027	11	9.80000019073486	8.60000038146973	10.1999998092651
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	15	22.3999996185303	10.5	-12.25	12.5	8.45000028610229	-14.4499998092651	11.75	13.75	10.6500000953674	-12.6999998092651	10.6000003814697	12	-7.95000004768372	11.5	10.8000001907349	-7.70000004768372	-9.89999961853027	-8.80000019073486	21	12.8999996185303	40.0999984741211	-11.1999998092651	9.69999980926514	12.75	23.8999996185303	15.3999996185303	0	-13.8000001907349
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1999998092651	14.8000001907349	14.1000003814697	10.8000001907349	-6.40000009536743	8.30000019073486	8.10000038146973	8	7.5	8.39999961853027	9	13.6999998092651	9.69999980926514	9.39999961853027	10.3000001907349	9.19999980926514	-9.80000019073486	8.89999961853027	10.8999996185303	14	6.80000019073486	9.44999980926514	9.69999980926514	11.6999998092651	7.69999980926514	12.1999998092651	11.3000001907349	-12.6000003814697	9.89999961853027
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2999992370605	-11.3000001907349	-12.1000003814697	8.64999961853027	-12.8499999046326	-0.25	8.89999961853027	18.5	-14.6000003814697	7.30000019073486	24.3999996185303	22.6000003814697	-12.6000003814697	1.29999971389771	-9.30000019073486	15	12.1999998092651	19	22.5	12.1999998092651	16.25	-19.8500003814697	14.1999998092651	-7.5	23.1000003814697	18.4499998092651	-17.2000007629395	12.5
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	22.5	11	8.89999961853027	-10.1000003814697	8.89999961853027	11.3999996185303	5.69999980926514	7.90000009536743	16	9.69999980926514	8.19999980926514	7.59999990463257	10	13.5	7.54999995231628	13.1999998092651	13.8999996185303	-8.19999980926514	22.8999996185303	-7.30000019073486	21.3999996185303	-8.5	12.9499998092651	12.1999998092651	14.8499999046326	8.19999980926514
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.19999980926514	21.3999996185303	7.5	18.5	6.75	-22.7000007629395	11	8.89999961853027	-15.8000001907349	-7.19999980926514	9.39999961853027	13.3000001907349	8.19999980926514	-8.80000019073486	11	-12.6000003814697	-10.0500001907349	11.8999996185303	-23.2999992370605	9.10000038146973	-12.1000003814697	9.19999980926514	-12.6000003814697	-10.6000003814697	-18.2999992370605	9.39999961853027
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3999996185303	-25.7000007629395	-11.1500000953674	-11.3999996185303	-14.8000001907349	9.30000019073486	10.3999996185303	15.1999998092651	11.3999996185303	-7.19999980926514	-13.3499999046326	10.6999998092651	12.8000001907349	8.75	16	20.3999996185303	10.8999996185303	10.5499997138977	5.90000009536743	-12.3000001907349	6.79999995231628	15	7.69999980926514	19.2999992370605	-8.69999980926514
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	18	19	14.3000001907349	-9.10000038146973	9	-13.3000001907349	-8.39999961853027	9.10000038146973	15.6500000953674	-8.39999961853027	10.3999996185303	7.80000019073486	8.80000019073486	-10.6000003814697	8.80000019073486	15.5	9.60000038146973	10.8000001907349	9.69999980926514	-15.4000000953674	8.80000019073486	19.4499998092651	8
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6000003814697	-12.6999998092651	26.1000003814697	-14.8000001907349	9.65000009536743	-21.9500007629395	12.8999996185303	6.59999990463257	12.5	7.59999990463257	12.2000002861023	13.3000001907349	-13.6000003814697	-33.2999992370605	14.5	8.89999961853027	-12.6000003814697	8.39999961853027	11.1500000953674	-13.75	14.8999996185303	15.5	14.1500000953674
52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.90000009536743	38.0999984741211	10.3999996185303	9.39999961853027	-10.6000003814697	9.89999961853027	-6	11.5	8.80000019073486	11.1000003814697	8.10000038146973	9.10000038146973	12.3499999046326	7.09999990463257	-16.7999992370605	9.60000038146973	-13.2999997138977	9.69999980926514	13.3499999046326	15.3999996185303	12.8000001907349	-9.95000028610229
53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.89999961853027	-38.7999992370605	-13.8999996185303	18.3999996185303	10.8000001907349	-10.1999998092651	15.5	8.19999980926514	13	9	9.89999961853027	16.8999996185303	0.25	16.1000003814697	9.80000019073486	-11.6999998092651	-10.6000003814697	23.8500003814697	21.7999992370605	14.6999998092651	14.5
54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	15.8000001907349	-13.1999998092651	9.80000019073486	9.80000019073486	-9.34999990463257	-5.69999980926514	-13.3999996185303	8.69999980926514	5.80000019073486	-14.6999998092651	8.69999980926514	-9.5	10.8999996185303	-9.60000038146973	9.69999980926514	-9.60000038146973	-11.1000003814697	9.20000004768372	-7.40000009536743
55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	34.5999984741211	-8.5	11.6999998092651	10.3000001907349	7.30000019073486	7.75	8.94999980926514	8.10000038146973	12.8999996185303	7.69999980926514	13.5	9.30000019073486	10.5500001907349	9.89999961853027	11.1999998092651	-9.10000038146973	13.5	12
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.0500001907349	-37.2999992370605	-20.7000007629395	-10.9000000953674	9.5	-14.5	-11.9500002861023	18.5	39.0999984741211	10.8999996185303	18.25	-15.6999998092651	-11.4500002861023	-13.6999998092651	27.6000003814697	27.8000001907349	18.1999998092651	13.3000001907349
57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	12.3999996185303	14.3999996185303	9.19999980926514	14.8999996185303	9.5	12.3999996185303	16	7.14999985694885	20.7999992370605	-7.5	17	7.40000009536743	16	13.8999996185303	-7.69999980926514	12.1999998092651
58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	-23.2000007629395	8.80000019073486	-8.60000038146973	11.8000001907349	6.59999990463257	-16.8499994277954	9.89999961853027	-16.2000007629395	9.19999980926514	-13.3499999046326	10	-10.1000003814697	6.19999980926514	-7.40000009536743	10.1999998092651
59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	24.5	-12	-15.6500000953674	-22.2000007629395	-16.2000007629395	11.3000001907349	-21.7000007629395	10.8000001907349	-9.69999980926514	9.40000009536743	-19.8999996185303	-10.8999996185303	0	-8.39999961853027
60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3999996185303	-11.5	-19.2000007629395	14	15.4499998092651	7	-13.6000003814697	8.19999980926514	-10.1000003814697	9	8.30000019073486	15.8000001907349	11.4000000953674	12.1999998092651
