V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	-11.6000003814697	0	19.2000007629395	7	0	23.2999992370605	0	12.6999998092651	0	0	0	14.1000003814697	17	52.7000007629395	72.3000030517578	-30.3999996185303	60.1499996185303	93.6500015258789	-74.1999969482422	-36.7999992370605	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	29.0500001907349	-34.5999984741211	41.2000007629395	42.7000007629395	-54	-49.2000007629395	0	4.80000019073486	0	-11.5999999046326	-14.5499997138977	-14.6999998092651	0	17.2000007629395	7.59999990463257	-7.5	13.0500001907349	14.3000001907349	15.5	5.90000009536743	-20.0999994277954	-21.7999992370605	10.3000001907349	15	15	81.9000015258789	77.5500030517578	23.1500005722046	-20.7000007629395	-83.8000030517578	-41.9000015258789	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-27.7000007629395	-33.7999992370605	0	-14.1999998092651	8.60000038146973	37.5999984741211	0	50.7000007629395	62.7999992370605	37.5999984741211	11	-15.25	-31.7999992370605	-11.6000003814697	-11.1000003814697	-11.4000000953674	-8.24999976158142	-0.5	-15.1500000953674	-10.6999998092651	1.35000038146973	6.84999942779541	-10.8000001907349	13.8999996185303	20.0499992370605	81.4000015258789	81.4000015258789	31.1999998092651	-21.7000007629395	-83.3000030517578	-34.7999992370605	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.8000001907349	-25.5999994277954	-21.7000007629395	12.6000003814697	68.8000030517578	17	18.25	-25.6000003814697	-28	-19.4500007629395	-14.6999998092651	0	6.59999990463257	8.89999961853027	35.8499984741211	-15.1000003814697	-17.8999996185303	-26.7999992370605	25.8500003814697	48.2000007629395	56.2000007629395	15.5	26.1000003814697	56.7000007629395	-74.1999969482422	-89.3000030517578	0	-68.0999984741211	-57	-53	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.2999992370605	20	27.1000003814697	31.1000003814697	0	19.6999998092651	0	-18.2000007629395	-18.2999992370605	21.25	0	10.5	8.20000028610229	0	-0.199999809265137	0	-12.5999999046326	-8.60000038146973	18	46.4500007629395	30.1000003814697	48.7000007629395	65.5000019073486	0	-90.9000015258789	0	0	-71.6499977111816	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	-15.1999998092651	12.3999996185303	-16.6000003814697	8.5	-12.2000002861023	17.6000003814697	18.3499994277954	14	7.89999985694885	8.89999961853027	6.80000019073486	7.59999990463257	-8.89999961853027	10.1000003814697	6.5	8.80000019073486	9.19999980926514	-7.10000014305115	10.5	12.3999996185303	-11.1000003814697	-11	77.8000030517578	83.4000015258789	48.5	60.2000007629395	-42	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6000003814697	-23.2000007629395	0	6	-18.6999998092651	-21.7000007629395	-14.6999998092651	-7.60000014305115	13.6999998092651	7	10	-19.3999996185303	12.1999998092651	9.5	14	-10.1500000953674	-16.2000002861023	-30.2999992370605	-20.8999996185303	-19.7000007629395	14.6500000953674	82.9000015258789	92.9000015258789	47.2000007629395	46.7000007629395	53.7000007629395	97.9000015258789	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8999996185303	0	-13.6500000953674	-19.7000007629395	-18.2999992370605	-19.9500007629395	-21.7000007629395	-11.8000001907349	6.84999990463257	7.40000009536743	-14.0999999046326	12	15	14.25	-14.1000003814697	-20.7000007629395	-27.9500007629395	-21.7000007629395	-25.7000007629395	17.5999994277954	76.8000030517578	85.9000015258789	46.7000007629395	46.2000007629395	51.4500007629395	98.4000015258789	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	-47.9000015258789	0	8.79999971389771	0	0	34.5999984741211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	9.5	10.6000003814697	-67.0999984741211	-46.9000015258789	-18.6000003814697	8.75	30	-23.4500007629395	16.1499996185303	-40.4000015258789	-16.7999992370605	-31.8999996185303	-25.3000001907349	-14.8999996185303	15.8999996185303	13.25	9.59999990463257	-27.7000007629395	-30.0499992370605	-18.6000003814697	0.899999618530273	21.1000003814697	32.0999984741211	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6000003814697	16.5	-62.0999984741211	-40.4000015258789	-17.75	14.3999996185303	19	-16.6000003814697	-6.19999980926514	-24.7000007629395	-9.89999961853027	-31.5	-14.6999998092651	-14.6000003814697	-9.60000038146973	14.1499996185303	18.25	-37.7999992370605	-34.7999992370605	0	-1.20000004768372	7.90000009536743	22.5	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	-36.4000015258789	31	70.8000030517578	42.7000007629395	14.8999996185303	9.44999980926514	-9.10000038146973	-21.7000007629395	11.3000001907349	-25.3999996185303	-13.25	-14.6000003814697	-10.1500000953674	17.8999996185303	13	-12.8499999046326	-32.4000015258789	-14.9500002861023	-13.6000003814697	15.5	21.25	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.2999992370605	42.2000007629395	60.9500007629395	25.6000003814697	-21.7000007629395	22.5	-12.1500000953674	39.8499984741211	7.80000019073486	17.5	20.3999996185303	-13.1999998092651	15.3999996185303	29.3999996185303	-16.6000003814697	10.1999998092651	-12.6500000953674	-9	-10.3000001907349	20	30.8500003814697	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.30000019073486	-7.85000014305115	-18.2000007629395	-14.3000001907349	19	10	27.1000003814697	-7.30000019073486	20.5	14	5.40000009536743	11	8.29999995231628	-11.6000003814697	11.8000001907349	-8.39999961853027	-7.30000019073486	12	17.5	23.5500001907349	7.69999980926514
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.54999971389771	-15.3999996185303	10.9000000953674	17	16	15	-13.6000003814697	9.80000019073486	14.1999998092651	-16.3999996185303	-8.19999980926514	-11.8999996185303	11.1999998092651	12.7499995231628	-8.75	22	0	19.5	13.3999996185303	-10.6999998092651
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8999996185303	-15.6000003814697	-7.90000009536743	12.6999998092651	13.0999999046326	12	16.2999992370605	-10.1999998092651	13.6999998092651	6.54999995231628	13.8000001907349	-8	15.5	16.6999998092651	11.3000001907349	13.5	10.4499998092651	-17.7000007629395	13.3999996185303
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.69999980926514	-11.8999996185303	-12.8000001907349	-30.8999996185303	8.5	-12.1000003814697	10.6000003814697	10.6000003814697	8.60000038146973	-10.8000001907349	10.25	-11.1999998092651	8.19999980926514	-10.6999998092651	7.80000019073486	-10.5	-9.69999980926514	14.3499999046326
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	16.5	31.0500001907349	-9.10000038146973	33.0999984741211	34.5499992370605	13.3999996185303	16	27.6000003814697	-11.6000003814697	-20.3500003814697	-22.7999992370605	-17.9000005722046	-12.3500003814697	-14.1500000953674	-21.2999992370605	-8.65000009536743
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	-40.9000015258789	-13.1999998092651	15.3000001907349	18	32.5999984741211	-7.19999980926514	7.5	11.8999996185303	-13.3000001907349	-8.55000019073486	8	8.09999990463257	10.3999996185303	11.8000001907349	-10.8999996185303
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5	35.0999984741211	59.7000007629395	66.3000030517578	51.7000007629395	22.1000003814697	17.4499998092651	-12.6999998092651	17	-9.69999980926514	17.8999996185303	18.5	15.0999999046326	27	9.19999980926514
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	26.6000003814697	-26.7000007629395	-28.7000007629395	13.25	24.6000003814697	13	-13.1999998092651	-13	-8.20000028610229	-11.6000003814697	9.80000019073486	10	-10.3999996185303
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.1000003814697	-40.4000015258789	-61.0999984741211	-22.8999996185303	27.8500003814697	-23.1000003814697	9.40000009536743	18	-16.8999996185303	41.5999984741211	17.5	19.1999998092651	15.3499999046326
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7999992370605	30.6000003814697	13.5	38.8499984741211	9.30000019073486	17.25	12.3000001907349	-15.6999998092651	12.6999998092651	16	12.6999998092651	-9.60000038146973
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	13.8000001907349	28.6000003814697	22.75	16.9499998092651	16.6000003814697	11.1000003814697	14.1999998092651	-15.5	-14.3000001907349	-13.6999998092651
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	12.5	-16.2000007629395	9.10000038146973	16	22.1000003814697	30.3000001907349	18.5	13	8.19999980926514
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.0999984741211	-34.7999992370605	26.5	18.5	21.2999992370605	46.9500007629395	39	28.1000003814697	46.7000007629395
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	17.5	-22.2999992370605	-52	-32.7999992370605	-36.9500007629395	-37.7999992370605	31.6000003814697
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8000001907349	24.6000003814697	-38.7999992370605	-17.1000003814697	-26.7000007629395	-37.7999992370605	-11.3000001907349
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	-26.8999996185303	37.0999984741211	-16.2000007629395	-27.7000007629395	21.5
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	49.2000007629395	-33.7999992370605	-40.9000015258789	10.8499999046326
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	-15.1000003814697	-39.9000015258789	-36.4000015258789
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8999996185303	21.6000003814697	-25.7000007629395
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	10.8999996185303
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
