V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7000007629395	29.3500003814697	-16.8999996185303	0	0	0	0	0	0	0	0	18.8999996185303	-12.6000003814697	0	0	0	-9.59999990463257	0	0	-11.6000003814697	0	31.5	31.6000003814697	38.3499984741211	33.5999994277954	22.1000003814697	0	0	0	39.9000015258789	24.7999992370605	25.2999992370605	-31.7999992370605	55.5999984741211	98.9000015258789	98.9000015258789	96.4000015258789	96.4000015258789	-68.6999969482422	-35.8500003814697	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6000003814697	-39	58.7000007629395	60.7000007629395	-67.0999984741211	0	-75.1999969482422	-69.0999984741211	-45.9000015258789	-10.1000003814697	20.3999996185303	7.69999980926514	17	-8.75	-12.6500000953674	-13.3999996185303	12.8000001907349	-18.7000007629395	-24.2000007629395	-10.8500003814697	-10.8000001907349	30	32	22.1499996185303	18.2999992370605	15.9500002861023	-16.2000007629395	-16.2000007629395	43.0999984741211	47.8999996185303	44.8499984741211	-33.8500003814697	82.9000015258789	87.9000015258789	74.3000030517578	32.0999984741211	-48.5	-25.75	21.5	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.89999961853027	-11.9000000953674	-17.6000003814697	40.0999984741211	0	21.6999998092651	44.7000007629395	13.1000003814697	-22.5999994277954	-21.2999992370605	-9.05000019073486	16.8999996185303	9.39999961853027	12.1999998092651	-7.79999995231628	-14.8000001907349	-19.6000003814697	13.8999996185303	21	-12.3000001907349	-11.8499999046326	-63.0999984741211	-38.0999984741211	61.7000007629395	62.2000007629395	51.6499996185303	37.3499984741211	19	47.3999996185303	39.0999984741211	-8.89999961853027	51.1499996185303	83.4000015258789	81.3000030517578	8.45000028610229	-40.5	0	-18.3999996185303	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-32.7999992370605	53.7000007629395	44.3999996185303	0	-17.6999998092651	-29.7999992370605	-25.2000007629395	-20.6500005722046	-19.7999992370605	12	0	-22.2000007629395	-21.7999992370605	-33.2999992370605	0	-30.2999992370605	17.1499996185303	43.5999984741211	78.0500030517578	72.8000030517578	-20.2000007629395	-38.6000003814697	-47.9000015258789	0	-41.5	-36.2999992370605	32.9999990463257	0	43.8999996185303	29.6000003814697	-37.8500003814697	0	0	0	68.8000030517578	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	13.3000001907349	22.2500019073486	-15.9500002861023	-14.8000001907349	-10.6999998092651	8.60000038146973	-8.30000019073486	10.8000001907349	6.04999995231628	-9.95000028610229	-12.8000001907349	-13.5	-9.80000019073486	-6.29999995231628	-14.6999998092651	-7.34999990463257	21.3999996185303	57.2000007629395	58.7000007629395	33.0499992370605	18.75	-12.1000003814697	6.84999990463257	-8.94999980926514	-7.19999980926514	18.5	-8.35000038146973	16	7.40000009536743	64.2500019073486	62.9500007629395	74.3000030517578	67.4499969482422	71.8000030517578	-22.2999992370605	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3000001907349	0	30.6000003814697	16.5	19.5	12.6999998092651	12	-12.1999998092651	10.1999998092651	12.5	22.5	28.6000003814697	43.2000007629395	46.7000007629395	37.5999984741211	9	-32.7999992370605	-67.5999984741211	-56	-27.7999992370605	-38.5499992370605	-34.2999992370605	-26.2000007629395	-10.1500000953674	11.8999996185303	-46.25	-20.7000007629395	-35.7999992370605	16.3999996185303	-41.9000015258789	-38.4000015258789	-56.9500007629395	-60.0999984741211	2.10000038146973	34.7999992370605	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22.2999992370605	-11.6999998092651	0	0	0	58.2000007629395	0	0	0	0	0	0	20.5	0	0	0	0	0	0	0	0	0	0	0	0	29.5	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	16.8999996185303	-9.80000019073486	-62.0999984741211	15.3999996185303	35.0999984741211	-21.2000007629395	-24.8499994277954	-50	-28.7999992370605	-52.25	-29.2000007629395	17	-31.7999992370605	36.0999984741211	54.9500007629395	62.7999992370605	22.3500003814697	43.0999984741211	33.2999992370605	31.1000003814697	32.0999984741211	17.6499996185303	12.8000001907349	-32.2999992370605	86.4000015258789	89.6500015258789	83.9000015258789	74.3000030517578	66.8000030517578	58.2000007629395	0	34.0999984741211	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	-8.69999980926514	-37.7999992370605	16.8499994277954	19	-9.69999980926514	-14.6000003814697	-29.7999992370605	-23.7000007629395	-17.2000007629395	-8.15000009536743	7.59999990463257	-11.1000003814697	14.3999996185303	26.6000003814697	47.7000007629395	-0.25	26.1000003814697	11.8999996185303	7.5	25.8500003814697	24.1000003814697	20.5	-35.7999992370605	41.2000007629395	82.4000015258789	75.3000030517578	71.5500030517578	57.2000007629395	48.4500007629395	0	30.8500003814697	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1000003814697	13.3999996185303	37	8.89999961853027	12.5999999046326	10.1999998092651	-27.7000007629395	-12.6000003814697	20	19.5	-9.69999980926514	-10.1999998092651	-15.8000001907349	17.8499994277954	20	-9.10000038146973	-8.40000009536743	-19.6000003814697	-22.8499994277954	-22.2000007629395	8.89999961853027	30.1000003814697	14	17.25	62.7999992370605	57.7000007629395	51.2000007629395	42.2000007629395	32.0999984741211	30.8500003814697	31.1000003814697	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	-20.2000007629395	-24.2000007629395	27.1000003814697	14	25.3500003814697	-16.2000007629395	36.0999984741211	29.6000003814697	-14.3999996185303	31.1000003814697	-22.2000007629395	30.1000003814697	29.1000003814697	19.5	9.5	-20.4500007629395	-10.0499997138977	11.3499999046326	10.8999996185303	21.5	25.6000003814697	-21.7999992370605	19.5	12.1000003814697	21.8999996185303	12.5	8.69999980926514	10.5	10.6000003814697	22.5500001907349
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.39999961853027	-13.6999998092651	-14.6000003814697	-18.2000007629395	-18.7000007629395	8.30000019073486	17	23.5	15.3999996185303	14	16.5	9.30000019073486	10.8000001907349	-14.8999996185303	-15.6999998092651	-24.7000007629395	-20.4500007629395	-18.7000007629395	11.3000001907349	-32.7999992370605	-13	13.6999998092651	44.0999984741211	87.9000015258789	-30.7999992370605	-42.1500015258789	-31.7999992370605	-34.3500003814697	-29.2999992370605	14.8999996185303
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.30000019073486	16	32.5999984741211	41.2000007629395	20.8999996185303	-30.7999992370605	-34.2999992370605	6.5	-25.7999992370605	13.3000001907349	-18.8999996185303	-13.1000003814697	8.89999961853027	12.5	17.3499994277954	21.5	16	-5.75	13.5	-11.8000001907349	-9.19999980926514	22.6000003814697	19.3999996185303	18.7999992370605	9.89999961853027	0.399999856948853	-4.40000009536743	18	-8.19999980926514
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.7999992370605	-14.3999996185303	55.2000007629395	36.0999984741211	24.1000003814697	13.6999998092651	12.5	15.8999996185303	-11.6000003814697	20	21.7999992370605	21	-11.6999998092651	13.25	26.1999998092651	23.1000003814697	9.19999980926514	15.8999996185303	15	-15.6500000953674	31.6000003814697	18	19.6499996185303	23.5	21.6000003814697	41.6499996185303	33.5999984741211	17.5
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-20.7000007629395	7.90000009536743	29.6000003814697	-17.25	-24.2000007629395	14.5	-14.4499998092651	17.6999998092651	13.3000001907349	12.5	15	-17.75	-15.25	13.4499998092651	23.4499998092651	-10.3000001907349	-7.69999980926514	14	-14.8000001907349	20.5	17	-10.4000000953674	13.8000001907349	-13.6000003814697	14.8999996185303	21.5	25.25
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.6999998092651	-14.3999996185303	17.25	14.6999998092651	-13.8000001907349	17	-14.8000001907349	40.5999984741211	45.5999984741211	40.8499984741211	-11.6000003814697	-11.6000003814697	20.5	35.8499984741211	16	14.1999998092651	32.5999984741211	-16	-10.1999998092651	-15.6500005722046	-27.2000007629395	-33.4000015258789	-32.7999992370605	9.39999961853027	19.8999996185303	29.6000003814697
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.80000019073486	-31.7999992370605	-44.9000015258789	-12	-30.7999992370605	-16.6000003814697	-17.5	-10.3000001907349	5.65000009536743	-11.8000001907349	-13.1000003814697	-9.10000038146973	-7.90000009536743	8.39999961853027	-13.6000003814697	9.29999971389771	16.3999996185303	-8.19999980926514	22	21.75	14	13.8000001907349	-29.7999992370605	-19.0500001907349	15.25
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	20	31.1000003814697	37.0999984741211	-36.7999992370605	13.6000003814697	24.6000003814697	41.2000007629395	15.3000001907349	-9.30000019073486	-20.1500005722046	-16.6000003814697	10.6000003814697	14.5999999046326	10.5	-15.8999996185303	20.25	32.0999984741211	33.0999984741211	26.5500001907349	26.5	18.5	-19.7000007629395	18.5
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	14.8999996185303	18.8999996185303	-25.7000007629395	21.2999992370605	30.1000003814697	40.5999984741211	13.8999996185303	-10.8999996185303	-19.1000003814697	-27	11.8999996185303	14.4000000953674	13.6999998092651	-13	23	35.75	31.5999994277954	22.6000003814697	28.3500003814697	-12.6000003814697	-14.6000003814697	-9.60000038146973
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	-42.9000015258789	-18.6000003814697	-22.3499994277954	-18	25.1000003814697	43.2000007629395	45.2000007629395	30.1000003814697	22	-11.1999998092651	-6.5	-18.1000003814697	12.8999996185303	-13.1999998092651	-10.5499997138977	17.5	21	18.5	15.1999998092651	12.5999999046326	-10.6000003814697
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	22.5	54.2000007629395	31.6000003814697	61.2000007629395	63.7999992370605	54.7000007629395	53.2000007629395	45.7000007629395	11	-13.1000003814697	8.89999961853027	-17.7000007629395	23.25	27.6000003814697	26.1999998092651	17.1999998092651	9.10000038146973	12.0999999046326	-5.80000019073486	17.9499998092651
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-18.6000003814697	-40.4000015258789	-47.9000015258789	24.1000003814697	44.6499996185303	46.7000007629395	41.2000007629395	18	-10.6000003814697	-25.7000007629395	21.1000003814697	-11.6000003814697	7.65000009536743	-9.44999980926514	14.2999997138977	-12.6000003814697	-12	-15.3000001907349	16.3999996185303
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8999996185303	-25.2000007629395	-34.7999992370605	-31.2999992370605	-17.9000005722046	-18.6999998092651	16.8999996185303	21.2000007629395	26.1000003814697	12.6999998092651	-10.6999998092651	17.5	21	19.8999996185303	14.8000001907349	8.39999961853027	-8.10000038146973	-15.8999996185303	32.5499992370605
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3999996185303	27.1000003814697	-35.2999992370605	-41.9000015258789	-40.4000015258789	-39.9000015258789	9.89999961853027	16	15.3999996185303	-12.1000003814697	14	27.1000003814697	34.0999984741211	-8.80000019073486	-11.1000003814697	-7.80000019073486	-9.60000038146973	10.8999996185303
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	-44.9000015258789	-68.1999969482422	-63.0999984741211	-54	7.59999990463257	27.6000003814697	29.1000003814697	-27.7000007629395	19.3999996185303	36.0999984741211	37.3499984741211	30.8500003814697	23	25.1000003814697	33.5	9.10000038146973
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	-26.7999992370605	-48	-36.7999992370605	31.6000003814697	11.6000003814697	14.3499999046326	24	-22.2000007629395	10.0999999046326	-10.3000001907349	-20.6000003814697	-14.1000003814697	-26.7999992370605	-17.9000005722046	-18.1000003814697
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	-38.4000015258789	-26.2999992370605	61.7999992370605	-30.7999992370605	-16.5	46.7000007629395	-13.8000001907349	15.9499998092651	11.8999996185303	-26.7999992370605	-14.6000003814697	0	-24.75	-9.65000009536743
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8000001907349	-10.6000003814697	45.7000007629395	-15.6000003814697	11.2000002861023	45.6499996185303	10.3999996185303	13.3999996185303	12.9000000953674	-6.09999990463257	0.600000143051147	-14.8000001907349	-11.5999999046326	15.5
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	21.6000003814697	-25.75	-10.6999998092651	34.5999984741211	7	-7	9	16.5	12.1999998092651	-12.3000001907349	19	25.5500001907349
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3999996185303	20	-14.6000003814697	10.3999996185303	16	29.1000003814697	26.6000003814697	32.5999984741211	17.5	-9.80000019073486	8.59999990463257	-6.90000009536743
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.69999980926514	24.5	-36.2999992370605	16.8999996185303	36.0999984741211	43.2000007629395	47.2000007629395	39.0999984741211	21.3000001907349	25.1000003814697	-11.7000002861023
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	-42.4000015258789	16.2999992370605	35.5999984741211	44.0999984741211	49.2000007629395	46.5999984741211	31.6000003814697	37.5999984741211	10.3999996185303
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8000001907349	-19.7000007629395	-61.0999984741211	-55	-41.4000015258789	-38.7999992370605	-21.7000007629395	-11.1000003814697	30.1000003814697
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	-23.7000007629395	-22.7000007629395	46.7000007629395	-10.8999996185303	-39.4000015258789	-17.2000007629395	21.8999996185303
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.6000003814697	34	61.2999992370605	15.8999996185303	-50	-29.2999992370605	-12.1999998092651
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1000003814697	47.2000007629395	-19.6000003814697	-49	-20.2000007629395	-17
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.1000003814697	-37.7999992370605	-70.6999969482422	-54	-42.4000015258789
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	31.6000003814697	-16.1000003814697	-27.7000007629395
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6999998092651	-15.1999998092651	-24.2999992370605
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3999996185303	-16.2999992370605
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5
