V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.0500030517578	67.5500030517578	-83.8000030517578	35.8499984741211	13.5	-24.8999996185303	-3.35000038146973	-51.5	9.69999980926514	-47.5	36.5999984741211	0	21.5	-19.1000003814697	7.70000076293945	0	0	0	0	36.5999984741211	19	0	0	0	13.8999996185303	0	28.5	0	0	27.1000003814697	0	0	0	-44.9000015258789	0	0	0	21.5	0	0	0	0	0	0	0	0	0	37	0	-8.19999980926514	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.3999996185303	26.1000003814697	-31.2999992370605	-12.1000003814697	-21.2000007629395	9.19999980926514	-50	18.8999996185303	-21.7000007629395	24.5	-35.4000015258789	13.8999996185303	-39.9000015258789	31.3000001907349	-19.2999992370605	-25.75	-25.7000007629395	16	24.6000003814697	20.3999996185303	6.5	-20.7000007629395	-33.2999992370605	10	-18.1000003814697	14.5999999046326	13.5	-24.3999996185303	12.8000001907349	-28.2999992370605	18.8999996185303	-12.6999998092651	-7.40000009536743	-17.6500005722046	-34.0499992370605	-47.2000007629395	11.5	16.1499996185303	20.8999996185303	-13.8999996185303	14.5	7.79999995231628	-48.5	-60.5999984741211	-7.90000009536743	-32	14	-31.2999992370605	23.0500001907349	12.5	24.3500003814697	-13.1999998092651	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8000001907349	-14.6999998092651	9.10000038146973	-15.1000003814697	-10.6000003814697	-34.0499992370605	16.5	13.3999996185303	11	9.64999961853027	6.29999995231628	-16.5	13.4499998092651	-20.2000007629395	-11.6000003814697	-9.30000019073486	11.3999996185303	9.10000038146973	-9.10000038146973	12.3999996185303	12.5	19.8999996185303	10.8999996185303	16.2999992370605	-12	-8.30000019073486	-11.8999996185303	12.5	-17.5500001907349	14.5	-21.2000007629395	12.6999998092651	23.0499992370605	1.25	0	8.19999980926514	21.5500001907349	17.25	29	14.5	11.6000003814697	-18.7000007629395	-32.7999992370605	-14.1999998092651	-11.1000003814697	-8.89999961853027	12.5999999046326	18.9499998092651	0	0	27.6000003814697	0	0	0	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8999996185303	8.89999961853027	-13.6000003814697	15.5	5.5	10.3999996185303	14	-7.30000019073486	11.1999998092651	9.19999980926514	12	9.89999961853027	9.89999961853027	9.5	9.5	-7.40000009536743	-7.59999990463257	-10.1999998092651	6.80000019073486	10.6999998092651	14.8999996185303	8.19999980926514	10.3499999046326	8.10000038146973	8	11.5	9.60000038146973	11.8000001907349	8.89999961853027	10.6999998092651	8.19999980926514	12	12.5	15.3000001907349	7.90000009536743	9.39999961853027	7.90000009536743	15.6999998092651	9.39999961853027	12.8999996185303	11.6000003814697	8.30000019073486	3.90000009536743	13.3499999046326	8.19999980926514	11	10.6000003814697	12.1999998092651	10.1999998092651	11.8000001907349	10.6999998092651	8.30000019073486	6.90000009536743	-14.6000003814697
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6999998092651	-11.1999998092651	13.3999996185303	-21.7000007629395	12.8000001907349	5.85000014305115	-10.6999998092651	16.5	9	24.4499998092651	-7.19999980926514	15.25	13	13.1999998092651	-12.6000003814697	-8.60000038146973	-7.30000019073486	24	7.80000019073486	-7.19999980926514	-8.30000019073486	16.5999994277954	-8.10000038146973	-10.6000003814697	12.4499998092651	9.89999961853027	18.75	8.89999961853027	11.3999996185303	-8.65000009536743	-8.89999961853027	9.69999980926514	16.8999996185303	6.80000019073486	14.5	11.8000001907349	8.19999980926514	-9.39999961853027	10.6000003814697	13.3000001907349	20.9499998092651	-11.1999998092651	15.75	-10.3000001907349	-14.3000001907349	9.5	-18.1500005722046	-19.1500005722046	-11	9.80000019073486	-8.60000038146973	8.30000019073486	26.1000003814697
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	-22.2000007629395	-19.6000003814697	8.60000038146973	20.5	-11.8999996185303	11.3999996185303	10.5	22.5500001907349	13	31.1000003814697	17	10.3999996185303	-24.7999992370605	-9.80000019073486	-18.7000007629395	-11	9.30000019073486	16.5	-9.39999961853027	17.25	-8.30000019073486	-11.5	-9.84999990463257	-14.3000001907349	26.5	-12.7000002861023	19	22.7999992370605	23.8000001907349	18.6499996185303	19.75	-7.69999980926514	-19	-14.25	11.8000001907349	-9.94999980926514	-14.1999998092651	14.5	30.6000003814697	7.5	18.5	-11.6999998092651	-5.80000019073486	-14.2999997138977	23	27.8999996185303	9.39999961853027	11.3999996185303	-9.04999971389771	-7.90000009536743	38.8499984741211
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1999998092651	16.7999992370605	21.5	21.5	11.8000001907349	9.30000019073486	9.30000019073486	11.8499999046326	10.3000001907349	-13.1999998092651	-11.6999998092651	12.5	9.84999990463257	10.3999996185303	-9.39999961853027	12	18.8999996185303	13.8000001907349	9.69999980926514	11.1500000953674	11.5	7.80000019073486	11.6999998092651	9.10000038146973	13	-13.1000003814697	-16.3500003814697	7.90000009536743	15	15	22.0500001907349	8.60000038146973	-12.3000001907349	7.5	12	10.3999996185303	-9.65000009536743	12.25	16	-9.60000038146973	12.8499999046326	11.8999996185303	19	-12.6000003814697	-12.1999998092651	-11.3000001907349	-7.90000009536743	8.89999961853027	12.8000001907349	8.75	21.7999992370605
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6000003814697	14.5	41.5999984741211	-23.5500001907349	36.0999984741211	9.89999961853027	39.5999984741211	23.1000003814697	37.5999984741211	23.5	15.5	-33.7999992370605	-30.2999992370605	-7.80000019073486	-15.3000001907349	14.3499999046326	20	8.5	24.25	-11.1000003814697	17	9.75	11.8999996185303	34.0999984741211	-15.3000001907349	9.89999961853027	16.9499998092651	22.1000003814697	25.5	0	-8.10000038146973	19.75	-14.25	27.1000003814697	-19.2999992370605	-22.7000007629395	33.0999984741211	44.2000007629395	-17.3999996185303	16.6999998092651	-13.1999998092651	14.6999998092651	-23.7000007629395	-17.8999996185303	-16.7000007629395	-17.6000003814697	15	16.7999992370605	13.9499998092651	38.0999984741211
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	8.30000019073486	12.1999998092651	9.60000038146973	10	-14.3999996185303	5.69999980926514	-11.1000003814697	10	-10.8000001907349	15	10.6999998092651	11.5	8.39999961853027	5.5	-10.3000001907349	9.89999961853027	-11.1000003814697	9.10000038146973	6.59999990463257	-11.3000001907349	11.6999998092651	-12.8999996185303	12.6999998092651	-10.6000003814697	9	-0.900000095367432	-5.75	9.69999980926514	9.19999980926514	8.44999980926514	10.3000001907349	-10.8999996185303	10.3999996185303	-10.3999996185303	-13.6999998092651	8.25	14.5	-9.10000038146973	11	-10.3000001907349	9.69999980926514	-10.3000001907349	-8.75	-11.1000003814697	-8.69999980926514	-13.8000001907349	11.5	25.5
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8999996185303	-26.7999992370605	37.0999984741211	19	17.5	10	10.5999999046326	18	22.1000003814697	-9.69999980926514	-19.7000007629395	8.5	12.1000003814697	17.5	11.8999996185303	-11.5	6.80000019073486	-10.75	11.5	20.5	11.5	16.7999992370605	10.6999998092651	25.6000003814697	19.5	28.0500001907349	20.9499998092651	15	-13.3000001907349	-20.2999992370605	-16.3499994277954	20.5	-12.1500000953674	12.3499999046326	35.5999984741211	34	6.85000014305115	16.2999992370605	-13.8000001907349	10.8000001907349	-22.3999996185303	18.6999998092651	18.3999996185303	16	21.5	12.3999996185303	17	33.0999984741211
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	32.0999984741211	-20.2999992370605	-10.3499999046326	16.7999992370605	-17.7000007629395	-12.1999998092651	-8.69999980926514	15	13.3999996185303	-9.19999980926514	-12.3999996185303	5.30000019073486	-13.1999998092651	10.3000001907349	-13.8000001907349	9	11	-13.4000000953674	-6.40000009536743	-18.1000003814697	12.3999996185303	-12.6500000953674	7.35000014305115	-21.2000007629395	-16.1000003814697	-10.1000003814697	9.69999980926514	11	12.1999998092651	-15.8000001907349	11.8000001907349	16	-16.8999996185303	-26.7000007629395	8.80000019073486	-16.8999996185303	12.6999998092651	-10	16.5	22.4499998092651	12.3999996185303	-8.80000019073486	-9.5	-16.6000003814697	-14.6999998092651	-30.7999992370605
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1999998092651	-25.7000007629395	23.1000003814697	20.5	16.2999992370605	11.3999996185303	19	-10.8000001907349	-16.1000003814697	-11.1000003814697	18.5	17.5	27.6000003814697	-11.1999998092651	20.0500001907349	6.54999995231628	-10.3999996185303	13.3999996185303	-12.6000003814697	33.0999984741211	-11.25	8.75	14.6999998092651	22.1000003814697	24.9499998092651	22.1000003814697	-9.80000019073486	-16.75	-15.6500000953674	21.75	-6.15000009536743	13.5	28.6000003814697	28.1000003814697	-18.6000003814697	12.3999996185303	-15.1999998092651	10.6000003814697	-11.6500000953674	23	25.6000003814697	16	26.1000003814697	12.3000001907349	11.6000003814697	-27.6000003814697
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	15	-23.2000007629395	14.4499998092651	14.5	13	10.3999996185303	9.69999980926514	-8.19999980926514	-8.39999961853027	8.10000038146973	11.6000003814697	7.5	12.3999996185303	8.60000038146973	8.69999980926514	11.0999999046326	9	11.1999998092651	7.09999990463257	-6.45000004768372	7.40000009536743	-10.5	6.40000009536743	9.69999980926514	9.5	-7.75	-5.34999990463257	-6.85000014305115	10.5	10.8000001907349	10.3000001907349	13.25	7.90000009536743	9.69999980926514	8.5	12.5	12	13	18.3999996185303	15.3499999046326	12.4499998092651	10.1500000953674	-6.80000019073486	-13.1500000953674
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	-11.8999996185303	-12.1999998092651	15.3999996185303	29	-26.7000007629395	-27.2000007629395	-9.69999980926514	23	22.1999998092651	22.6000003814697	-13.75	15.3000001907349	-10	12.1999998092651	25.9499998092651	6.90000009536743	20.5	-18	22.1000003814697	16.1999998092651	27.1000003814697	25.6000003814697	22.1000003814697	9.19999980926514	-7.05000019073486	-14.1000003814697	25.1000003814697	-12.6999998092651	10.8000001907349	26.6000003814697	31.1000003814697	-7.69999980926514	17.5999994277954	-10.3500003814697	21	-27.7999992370605	-24.7999992370605	-20.7000007629395	22.5	24	9.80000019073486	15.2999997138977	16.8499994277954
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	16.2000007629395	20.3999996185303	14	41.5999984741211	11.8999996185303	-11.1999998092651	-8.69999980926514	-9.19999980926514	9.5	11	-6.90000009536743	10	-9.39999961853027	10.3499999046326	11.6000003814697	15.5	-6.90000009536743	16.3999996185303	9.30000019073486	-7.5	15.3999996185303	-7.5	8.39999961853027	9.80000019073486	13.6999998092651	12.3999996185303	9.80000019073486	-11.1000003814697	14.8999996185303	21	10.5	16.8999996185303	12.1500000953674	-10.8000001907349	11.3000001907349	-10.6000003814697	-13.6000003814697	-6.80000019073486	8.89999961853027	15.3000001907349	13.3999996185303	-12.4000000953674
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2999992370605	-17.6000003814697	-23.7000007629395	44.0999984741211	12.3499999046326	-15.3000001907349	-6.90000009536743	-14.4000000953674	13.5	7.59999990463257	31.6000003814697	-11.6000003814697	-9.75	22.8500003814697	-15.1000003814697	24	-15.5	24.1000003814697	21	20.8000001907349	22.6000003814697	22.1499996185303	-10.6999998092651	-21.7000007629395	-13.8999996185303	27.5500001907349	-6.5	12.8999996185303	13.8000001907349	29.1000003814697	9.10000038146973	30.6000003814697	-12.6999998092651	12.3499999046326	-8.19999980926514	26.5500001907349	34.5999984741211	11.5	9.80000019073486	10.8999996185303	10.1999998092651	28.3999996185303
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3999996185303	25.6000003814697	9.39999961853027	19.2000007629395	-12.3000001907349	-11.2999997138977	-10.6999998092651	9	8.30000019073486	13.1999998092651	10.3000001907349	9.80000019073486	17.5	-13.1000003814697	29	-16.1000003814697	16.5	10.3999996185303	21.9499998092651	19	15.8999996185303	-7.59999990463257	-10.3999996185303	-8.60000038146973	23	-8.39999961853027	-8.90000009536743	17.5	24.1000003814697	-9.5	24.1000003814697	-12.1000003814697	20.5	-13.6000003814697	-12.1999998092651	-7.85000014305115	7.69999980926514	19.3999996185303	15.4499998092651	8.30000019073486	20.75
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8999996185303	18	-28.7999992370605	-20.2000007629395	18	23.1000003814697	26.6000003814697	15	17	-6.90000009536743	11	13.8999996185303	5.59999990463257	24	-14.6000003814697	22.3000001907349	11.5	22.6000003814697	19.5	12.8000001907349	7.80000019073486	16	-15.3000001907349	24.3999996185303	11.3000001907349	9.30000019073486	17.2999992370605	20.5	-9.5	24	-10.8999996185303	21.5	-12.6000003814697	-11.9500002861023	-13.7000002861023	-10.8000001907349	11.3499999046326	12.3000001907349	12.3999996185303	19.3999996185303
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3999996185303	26.1000003814697	-11.1000003814697	14.5	11.5	20	-13.6000003814697	-22	10.3000001907349	14.8000001907349	-14.3999996185303	-12.3999996185303	-11.3999996185303	15.5	-16.7000007629395	-7.90000009536743	-10.1499996185303	-0.899999856948853	10.25	9.19999980926514	10.1999998092651	10.3999996185303	-16.5999994277954	13	17.3999996185303	-19.2999992370605	-29.7999992370605	16.9499998092651	10.1000003814697	-10.3999996185303	7.40000009536743	12.3999996185303	-13.6000003814697	-15.6000003814697	-9.89999961853027	-21.25	-11.3999996185303	-5.59999990463257	44.2000007629395
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.30000019073486	21.5	20.8999996185303	20.3999996185303	18.5	5.90000009536743	-22.2000007629395	11	7.40000009536743	-14.8999996185303	10.1999998092651	-24.2000007629395	18.5	-16.6000003814697	-6.19999980926514	-24.7999992370605	-20	-18.1000003814697	8.80000019073486	6.30000019073486	11.1999998092651	-24.7000007629395	12.5	-12.6000003814697	-16.6000003814697	-13.3000001907349	11.8999996185303	-16.2000007629395	12	-20.9500007629395	10.5	-15.6000003814697	-10.2000002861023	-12.9500002861023	-22.7000007629395	-14.1999998092651	9.10000038146973	34.5999984741211
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6000003814697	-11.8000001907349	11.3000001907349	24	-13.3999996185303	-15.8999996185303	14.3999996185303	-12.6999998092651	14.3999996185303	9.10000038146973	-13.3500003814697	-8.89999961853027	-20.7000007629395	10.8000001907349	6.69999980926514	11.3999996185303	11.1999998092651	8.44999980926514	17.9499998092651	12.1500000953674	7.19999980926514	-7.09999990463257	-16.7000007629395	-16.0500001907349	-15.6999998092651	-6.04999995231628	-15.8999996185303	13.5	-12.1000003814697	-7.35000014305115	19	16.1999998092651	-9.69999980926514	19.3999996185303	-8.89999961853027	-12.1000003814697	-8.69999980926514
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.90000009536743	-14.6000003814697	32.0999984741211	-20.7000007629395	-15.1999998092651	9.10000038146973	12	15.6999998092651	-9.80000019073486	11.3499999046326	13.5	10.6999998092651	14	18.5	12.1999998092651	-24.7999992370605	-8.10000038146973	14.8499999046326	-9.65000009536743	25.8500003814697	10	12.3499999046326	18.7999992370605	-0.150000095367432	-8.19999980926514	19	7.45000004768372	19	-12.6000003814697	22.25	27.5	17.5	21.8500003814697	17.3999996185303	8.09999990463257	13.3999996185303
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6000003814697	17.5	-21.2000007629395	-14.25	13.5	10.0500001907349	22.5	9.69999980926514	17.1000003814697	10.6000003814697	16.3999996185303	8.15000009536743	11	17.5	14.0499997138977	9.89999961853027	13.8000001907349	-13.3999996185303	16.8999996185303	8.89999961853027	15.3999996185303	14.5	-12.1000003814697	8.80000019073486	23.25	-9.84999990463257	12.2999997138977	-12.7000002861023	24.6000003814697	26.5500001907349	26.5500001907349	28.1000003814697	15.8999996185303	-10.3999996185303	-10.8499999046326
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	-27.7000007629395	7.40000009536743	10.5	10.1500000953674	23.8000001907349	9.39999961853027	19	15.1500000953674	16.2000007629395	13.5	8.19999980926514	11.8000001907349	20.3000001907349	-9.65000009536743	17.7999992370605	-16.8999996185303	-11.1999998092651	15.1000003814697	9.89999961853027	17.7999992370605	-9.5	-7.40000009536743	16.5	-13.1000003814697	9.80000019073486	-10.4000000953674	0	-13.1999998092651	14.8999996185303	12.5	13.4000000953674	8.10000038146973	8.80000019073486
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1000003814697	30.1000003814697	-6.90000009536743	-7.59999990463257	-9.69999980926514	8.80000019073486	-11.6999998092651	11	-6.69999980926514	8.30000019073486	-6.5	-7.69999980926514	8.75	8.80000019073486	-9.84999990463257	9.80000019073486	-12.6999998092651	-5.75	11.5	7.09999990463257	-9.89999961853027	9.39999961853027	-11.3499999046326	7.19999980926514	-10.8000001907349	9.89999961853027	9.69999980926514	-11.1000003814697	10	-9.80000019073486	9.80000019073486	10.1999998092651	12.4000000953674
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.80000019073486	-35.2999992370605	-16.6000003814697	26.5	-18.2000007629395	8.39999961853027	7.90000009536743	18	10.1999998092651	0	-9.19999980926514	9.60000038146973	-10.1000003814697	-14.6000003814697	-9.5	8	7.30000019073486	31.6000003814697	25.1000003814697	22.1000003814697	10.8499999046326	-15.3999996185303	-8.89999961853027	17.4499998092651	-13.8000001907349	-12.3500003814697	11.4000000953674	28.1000003814697	30.6000003814697	19.3999996185303	11.5	-12.1999998092651
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.39999961853027	21	-18.7000007629395	10.3999996185303	-15.6000003814697	9.19999980926514	-11.1000003814697	9.89999961853027	-12.6000003814697	-11.6500000953674	-12.0999999046326	9.10000038146973	-9.19999980926514	10.6999998092651	-16.6000003814697	9.89999961853027	-9.10000038146973	-11.1999998092651	5.40000009536743	8.10000038146973	-13.1000003814697	8.89999961853027	-12.3499999046326	10.1000003814697	-10.3999996185303	-12.3999996185303	-9.10000038146973	10.2999997138977	10.0500001907349	-8.10000038146973	21.8999996185303
