V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.89999985694885	12.8000001907349	0	26.2999992370605	-15.8999996185303	-29.2999992370605	-22.7000007629395	-19.2999992370605	-25.3999996185303	-19.2000007629395	-14	-12.75	10.8000001907349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	29.7999992370605	-33	-32.7999992370605	0	-35.2999992370605	-38.7999992370605	-16.1000003814697	-54	0	6.39999985694885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	-6.30000019073486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.5999984741211	-22.7000007629395	-39.4000015258789	51.7000007629395	41.2000007629395	56.2000007629395	58.7000007629395	-62.3499984741211	-52.0999984741211	-37.2999992370605	-30.7999992370605	-24.2999992370605	-4.24999952316284	-14.6999998092651	-18.2000007629395	13.3000001907349	-12.25	15.4499998092651	12.4499998092651	-27.2999992370605	14.25	-33.2999992370605	-9.85000038146973	-27.7999992370605	-9.60000038146973	15.8499999046326	14.4499998092651	-17.4000005722046	18.5	-19.2000007629395	0	-11	-31.7999992370605	-27.7000007629395	-12.0999999046326	-20.6500005722046	-9.80000019073486	-8.80000019073486	-9.30000019073486	0	-1.79999995231628	-20.25	12.5999999046326	0	14	-7.90000009536743	5.59999990463257	11	11.3499999046326	-26.8999996185303	-21.0499997138977	10.9000000953674	15.0499997138977	12.1999998092651	14.1999998092651	11.5999999046326	8.89999961853027	-25.7000007629395	10.5500001907349	8.04999995231628	18.2999992370605	0	-11	17	0	-12.6500000953674	-19.8999996185303	-27.2000007629395	0	-18.7999992370605	10.9000000953674	-29.0500011444092
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.1999998092651	9.34999990463257	27.6000003814697	57.7000007629395	75.3000030517578	86.4000015258789	-39.9000015258789	-39.3500003814697	-14.1999998092651	-13.8000001907349	-12.1999998092651	11.0999999046326	9.39999961853027	8.89999961853027	8.00000023841858	-17.6000003814697	-9.39999961853027	18.2999992370605	-22.7000007629395	-4.90000009536743	-17.2000007629395	10.1999998092651	-16.6000003814697	10	20.5	13.1999998092651	-12.6000003814697	-7.35000014305115	-29.2999992370605	-25.25	8	-31.2999992370605	6.69999980926514	6.80000019073486	-26.2000007629395	8.15000009536743	1.54999995231628	1.20000004768372	-7.80000019073486	6.80000019073486	-12.4499998092651	10.1999998092651	-32.5	-8.80000019073486	7.40000009536743	4.40000009536743	0	7.80000019073486	-23.2999992370605	-15.8000001907349	10.4499998092651	16	-10.5	9.19999980926514	9.69999980926514	7.80000019073486	-16.7000007629395	8.69999980926514	7.54999995231628	17.2999992370605	10.8999996185303	-7.55000019073486	11.5	-20.2000007629395	-10.3000001907349	-15.3999996185303	-21.2000007629395	-23.75	10.8000001907349	24	6.85000014305115
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-46.9000015258789	-20.7000007629395	69.8000030517578	52.2000007629395	64.8000030517578	22.1000003814697	-6.90000009536743	12.5	18	18	21	14.6999998092651	-10.4000000953674	-23.7999992370605	-13.3000001907349	-6.20000004768372	-14.25	-9.39999961853027	-6.09999990463257	-15.8999996185303	7	-2.04999971389771	8.10000038146973	-15.0499997138977	-12.6000003814697	-10.8000001907349	5.69999980926514	-14.6500000953674	-14.6000003814697	11.8999996185303	-21.25	-9.19999980926514	12.6999998092651	-20.2000007629395	14.3000001907349	14	12	11.3000001907349	6.19999980926514	7.34999990463257	11.4000000953674	-37.8500003814697	-11.1000003814697	16.0499997138977	11.3999996185303	0	5.90000009536743	-22.7000007629395	-20.75	-10.3000001907349	20.3999996185303	-11.8999996185303	17	7.5	11	-19	-10.8000001907349	-8.00000023841858	13.5999999046326	0	0	9.30000019073486	-22.2000007629395	13.3000001907349	9.80000019073486	10.6000003814697	-16.2000007629395	3.05000019073486	27.3500003814697	18.25
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-56	-19.2999992370605	61.7000007629395	53.7000007629395	-28.5499992370605	-28.7000007629395	13.5	15	27.1000003814697	25	11.9499998092651	0	-17.2999992370605	-12.8499999046326	-11.3000001907349	-8.75	-23.1999998092651	10.5	-12.3999996185303	10.5	-9.69999980926514	-9.69999980926514	-20.1999998092651	-12.4000000953674	11.9499998092651	9.30000019073486	-19.1500005722046	0	12.3499999046326	8.89999961853027	30.6000003814697	14.8999996185303	-19.7000007629395	20.8999996185303	14.5	13.5999999046326	0	7.30000019073486	14.6999998092651	7.19999980926514	-27.7999992370605	-12.3999996185303	19.5999994277954	14	17.7999992370605	17.5	0	-12.0999999046326	-9.10000038146973	18.5	0	-7.69999980926514	13.8000001907349	0	-26.7000007629395	-8.75	4.04999971389771	0	10	-9.39999961853027	-11.1999998092651	0	15.6499996185303	0	23.8499994277954	0	-9.19999980926514	17	19.75
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-50	58.4500007629395	48.7000007629395	18.5	29.1000003814697	37.0999984741211	36.5999984741211	27.5	36.0999984741211	27.6000003814697	28.6000003814697	25.8500003814697	7.5	8.5	-11.6000003814697	-38.9000015258789	9.5	-6.69999980926514	13.3999996185303	16.1499996185303	-8.89999961853027	-19.7999992370605	-7.59999990463257	8.25	-9.65000009536743	-25.8999996185303	-19.2000007629395	8.94999980926514	-5.90000009536743	18	-8	-22.75	16.2999992370605	0	22.1000003814697	21	17.5	13.2000002861023	-11.2000002861023	-11.5500001907349	-9.65000009536743	18.25	19.25	0	18.5	13.6499996185303	-7.09999990463257	-9.69999980926514	16	18.25	11.0500001907349	11.5	10.7999997138977	-12.6500000953674	0.5	-19.3999996185303	10.8000001907349	-12.6000003814697	-11.4000000953674	-11.3000001907349	-18.9500007629395	18	35.5999984741211	27.1000003814697	25.1000003814697	-9.89999961853027	10	14.1999998092651
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3999996185303	-50.75	-72.1999969482422	-68.5999984741211	-39.6500015258789	6.64999985694885	-27.2999992370605	-36.8999996185303	-8.5	16.75	38.5999984741211	33.0499992370605	21	15	22.8999996185303	14.8499999046326	14.6999998092651	7	-17.1000003814697	-22.5	18.8999996185303	16.5	12.3999996185303	-11.3000001907349	10.9499998092651	0	18.5	-13.3999996185303	15.25	14.3000001907349	0	-10.1000003814697	0	21.5	25.1000003814697	24.6999998092651	0	-12.3999996185303	-15.6999998092651	-8.94999980926514	0	2.30000019073486	0	16.5	0	13.5	10.6999998092651	-17.9500007629395	11	22.1000003814697	19.5	0	18.5	11.6999998092651	-13.2999997138977	0	11	0	-14.1999998092651	30.3499994277954	16.2999992370605	20	0	28.1000003814697	-20.2999992370605	-48.9000015258789	-66.5999984741211
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6999998092651	-11.6000003814697	-7.5	-9.60000038146973	29.5500001907349	-32.2999992370605	54.7000007629395	15.5	45.5999984741211	40.0999984741211	46.7000007629395	22.8999996185303	16.2999992370605	15.3000001907349	5.90000009536743	12.5	-8.5	23.1000003814697	20	18.5	10.6999998092651	18.8999996185303	-15.6000003814697	12.3999996185303	16.5	12.5	12.3999996185303	29.5500001907349	7	-21.2000007629395	9.5	18.4499998092651	20.25	24.1000003814697	19.3999996185303	26.1000003814697	-12.1000003814697	10.6500000953674	-11.8000001907349	14.5	17.2000007629395	19.5	14	-12.8000001907349	24.6000003814697	9.60000038146973	-39.1500015258789	37.0999984741211	38.5999984741211	37.0999984741211	24.3000001907349	48.7000007629395	-12.6000003814697	20.1499996185303	35.0999984741211	32.5999984741211	22.8000001907349	7.54999995231628	28.8500003814697	9.80000019073486	19.5	29.8500003814697	43.2000007629395	12	-9.20000028610229	-50.5
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6000003814697	-18.1000003814697	17	34.5999984741211	-36.7999992370605	29.1000003814697	-14.1500000953674	28.6000003814697	48.7000007629395	56.2000007629395	7.45000004768372	10.8999996185303	40.5999984741211	-20.9500007629395	28.6000003814697	-10.1999998092651	45.2000007629395	33.5999984741211	-14.3000001907349	-28.2999992370605	35.0999984741211	-38.4000015258789	26.5500001907349	27.8000001907349	7.15000009536743	38.5999984741211	31.6000003814697	-11.6000003814697	-14.6000003814697	17.3999996185303	16.3999996185303	22	31.1000003814697	19.6499996185303	25.25	-12.6000003814697	12.8000001907349	8.60000038146973	19	24.3999996185303	24.5	-10.6999998092651	-25.2999992370605	26.6999998092651	-9.10000038146973	-37.0499992370605	36.0999984741211	38.5999984741211	42.0999984741211	47.9500007629395	53.7000007629395	-32.7999992370605	20.9499998092651	40.5999984741211	36.9500007629395	36.0999984741211	14.4000000953674	27.5	-22.7000007629395	25.3000001907349	42.0999984741211	45.2000007629395	16.75	13.5	-31.7999992370605
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6999998092651	26.6000003814697	40.0999984741211	-19.7999992370605	40.0999984741211	-10.7999997138977	-23.2999992370605	49.7000007629395	46.2000007629395	-8.04999995231628	-10.9499998092651	24.1000003814697	-26.7999992370605	17.75	9.10000038146973	39.3499984741211	32.5999984741211	-13.3999996185303	-32.7999992370605	29.5500001907349	-40.4000015258789	21.5	0	-12.1999998092651	37.0999984741211	38.0999984741211	-11	-10.6000003814697	18.5	15.3999996185303	17.7999992370605	26	22.3000001907349	19	-13.1000003814697	12	-9.30000019073486	14.4000000953674	27.4499998092651	0	-13.6000003814697	-15.6000003814697	23	10.3000001907349	-39.9000015258789	40.5999984741211	41.3999996185303	35.5999984741211	49.7000007629395	55.2000007629395	-29.7999992370605	15.9000000953674	41.2000007629395	37.3499984741211	36.0999984741211	11.8500003814697	27.1000003814697	-24.2000007629395	28.7999992370605	38.0999984741211	37.5999984741211	11.5	16.3999996185303	-27.7000007629395
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.10000038146973	9.69999980926514	25.6000003814697	7.40000009536743	-18.2000007629395	-37.2999992370605	-18.7000007629395	-22.2000007629395	-17.6000003814697	-9.19999980926514	-17.2000007629395	16.7999992370605	10.8999996185303	-7.69999980926514	-21.7000007629395	-15.6000003814697	14	14.9499998092651	-13.1000003814697	18.7999992370605	7.80000019073486	-9.10000038146973	6.59999990463257	-25	-14.1000003814697	11.5	-13.4000000953674	-14.3999996185303	-16.2999992370605	-10.0999999046326	11.5	-10.7000002861023	10.6000003814697	11.3000001907349	-14.9500002861023	-9.65000009536743	-9.69999980926514	6.90000009536743	10.3000001907349	16.8999996185303	10.6000003814697	-9.10000038146973	9.89999961853027	8.84999990463257	17.2000007629395	13.7999997138977	-9.19999980926514	-14.75	-15.8000001907349	16.7999992370605	-20.7000007629395	-17.7999992370605	-12.8999996185303	-8.40000009536743	14.3999996185303	-12.75	12.6999998092651	-31.5999994277954	-22.7000007629395	-17.1500005722046	12.8499999046326	-19.2999992370605	-12.1999998092651
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.7999992370605	28.5	38.0999984741211	21.6000003814697	9.89999961853027	24.5	35.5999984741211	10.8499999046326	10.8000001907349	13.3999996185303	-17.2999992370605	15.5499997138977	10.9499998092651	24	20	-13.1000003814697	-14.6000003814697	11.8999996185303	-14.6000003814697	19.2999992370605	11	11.3000001907349	36.0999984741211	17.4499998092651	-7.69999980926514	24	14.3999996185303	10.3999996185303	-14.1000003814697	-24.7999992370605	11.1999998092651	12.1999998092651	13.3999996185303	-18.7000007629395	-6.40000009536743	8.10000038146973	13	1.04999995231628	-10.0500001907349	-7.40000009536743	18	6.5	11.5	-15.3000001907349	8.89999961853027	10.1999998092651	16.5	25.8999996185303	-9.69999980926514	11.9499998092651	-16.6000003814697	17.5	21.1999998092651	-7.85000014305115	19.5	-14.8499999046326	-13.6000003814697	-15.7000002861023	16	16.5	-9.40000009536743	18.5
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.30000019073486	-13.75	27.1000003814697	8.60000038146973	9.69999980926514	-10.3999996185303	10.5500001907349	8.80000019073486	-15.8499999046326	11.3000001907349	-9.89999961853027	10.8000001907349	-11.6000003814697	-10.1000003814697	12.8000001907349	12.3000001907349	-9.19999980926514	12.5	5.39999985694885	7.30000019073486	9.80000019073486	-13.3999996185303	-18.2000007629395	10.6000003814697	-14.1000003814697	-7.14999985694885	-14.3000001907349	-8.5	9.69999980926514	12.6000003814697	-13.6000003814697	12.3000001907349	-5.94999980926514	7.19999980926514	-9.89999961853027	8.65000009536743	-14.1500000953674	7.30000019073486	-7.40000009536743	-9.44999980926514	12.1999998092651	12.1999998092651	-12.6000003814697	-24.7000007629395	-18.3999996185303	-18.2999992370605	-24.7999992370605	16	-11.6999998092651	-19.6500005722046	-9.89999961853027	7.90000009536743	7.59999990463257	-13.6000003814697	11.5	-8.69999980926514	-16.7999992370605	-9.89999961853027	11.5	6.40000009536743	16.1499996185303
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1000003814697	10.5	-8.10000038146973	18.3000001907349	13.75	17.3999996185303	7.59999990463257	-7.69999980926514	-26.1000003814697	-14.6000003814697	-14.3000001907349	33.3499984741211	21.8999996185303	11.3000001907349	-19.6000003814697	17.7999992370605	-24.5499992370605	9.10000038146973	0	7.59999990463257	-11.8000001907349	-9	9.69999980926514	24.6000003814697	18.5	0	-20.0999994277954	-19.7000007629395	17.8499994277954	-14.8500003814697	-15.1999998092651	24	20.8999996185303	12.3000001907349	3.55000019073486	11	-12	-14.1999998092651	15.5999999046326	12.5999999046326	-13.1999998092651	-8	29.0500001907349	29.0500001907349	10	-6.00000047683716	-31.3999996185303	24.5	13.6999998092651	29.2999992370605	22.5	-0.450000047683716	-14.0500004291534	-20.1500005722046	0	25.5500001907349	25	14.1999998092651	17.5	16.7999992370605
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.5	-32.2999992370605	-20.7000007629395	-20.2999992370605	23.1000003814697	21.6000003814697	-10.1000003814697	17	-11.8000001907349	9.60000038146973	-12.6000003814697	10.3999996185303	-17.2000007629395	11.3000001907349	8.69999980926514	9.84999990463257	-9.60000038146973	-13.6999998092651	11.3000001907349	-11.6000003814697	11	11.6999998092651	15.5	10.8999996185303	-9.09999990463257	-10.1000003814697	-10.3999996185303	-9.10000038146973	-16.7000007629395	10.8999996185303	-11.6000003814697	11.9499998092651	-16.1999998092651	-12.1999998092651	-10.1000003814697	9.05000019073486	-18.8999996185303	-10.3999996185303	10.1000003814697	12.3999996185303	-9.39999961853027	-15.8000001907349	-8.95000028610229	-15.6000003814697	-15.5	14.6999998092651	18.9499998092651	8.69999980926514	-20.4500007629395	-18.6000003814697	6.30000019073486	-17.2000007629395	10	13.3999996185303	-10.1000003814697	6.80000019073486	-12.6000003814697	-8.80000019073486	11.9000000953674
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-29.5999994277954	-16.2999992370605	9.39999961853027	53.5999984741211	59.2000007629395	11.3999996185303	20	9.69999980926514	-17.6000003814697	11.6999998092651	11.3999996185303	18.75	-12.1000003814697	9.30000019073486	-8.39999961853027	28.4499998092651	0	-7.69999980926514	26.6000003814697	19.6499996185303	-8.5	-27	-12.1000003814697	-17.4500002861023	-33.2999992370605	-9.5	-0.650000095367432	-11.1000003814697	10	16.0499997138977	7.90000009536743	23.3999996185303	-11.6000003814697	0	10.75	-16.7999992370605	-6.30000019073486	-9.65000009536743	-20.2000007629395	2.44999980926514	10.8000001907349	19.8999996185303	22.3000001907349	3.29999971389771	-13.8999996185303	12.8000001907349	25.3999996185303	-16.8500003814697	19	15.6999998092651	0.349999904632568	-7.85000014305115	2.90000009536743	7.90000009536743	15	14	12.5	15.8000001907349
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.89999961853027	8.39999961853027	26.6000003814697	-22.2000007629395	-17.25	8.30000019073486	15.4499998092651	-21.8999996185303	26.5500001907349	18	-17.2999992370605	-21	19	-20.2000007629395	28.1000003814697	23.3500003814697	-10.6999998092651	41.0999984741211	31.8000001907349	-21.2000007629395	11.1999998092651	21.3999996185303	10.75	-9.30000019073486	-16.8999996185303	-9.80000019073486	30.8000001907349	7.59999990463257	18.3999996185303	11.75	35.0999984741211	29.6000003814697	-16.7000007629395	-19.4499998092651	-19.4500007629395	18.5	-9.60000038146973	-29.7999992370605	7.90000009536743	19.6499996185303	18.5	32.5999984741211	27.1000003814697	-33.7999992370605	13.5	25	21.5500001907349	23.9499998092651	-14.3499999046326	20	-18.6999998092651	11.75	13.5	10.3000001907349	-15.4000000953674	26.1000003814697	-8.39999961853027
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.6000003814697	-36.2999992370605	-28.7999992370605	20.8999996185303	11.8000001907349	25	-34.2999992370605	49.7000007629395	25.6000003814697	-16.3000001907349	-22.4500007629395	23	-28.7999992370605	22	20.8999996185303	-16.7999992370605	59.2000007629395	24.6000003814697	-23.7999992370605	36.5999984741211	26.1000003814697	16	21.7000007629395	17	-12.75	24	-10.3000001907349	20	17	32.0999984741211	42.2000007629395	24.5500001907349	-18.1000003814697	17.5	31.75	-11.6500000953674	-32.7999992370605	33.5999984741211	41.2000007629395	29.1000003814697	51.7000007629395	39.0999984741211	-30.7999992370605	-8.10000038146973	49.2000007629395	40.0999984741211	38.5999984741211	-15.6500000953674	18.1499996185303	-17.7000007629395	20.5	31.6000003814697	36.5999984741211	-9.44999980926514	21	-12.3999996185303
