V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-19.6000003814697	12	38.5999984741211	-12.6000003814697	-17.4500007629395	12.8499999046326	34.0999984741211	29.8000001907349	33.0999984741211	21.3000001907349	16.6999998092651	34.0999984741211	12.3999996185303	17.3999996185303	-6.65000009536743	14	-13.9500002861023	-28.2999992370605	-12.6999998092651	-19.2999992370605	-17.6000003814697	19.25
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.10000038146973	-20.7000007629395	-19.7000007629395	-38.7999992370605	-15.1999998092651	-16.3499994277954	9	0.549999952316284	-9.80000019073486	9.10000038146973	13	10	-18.6000003814697	12.6999998092651	25.6000003814697	19.7999992370605	16.5	-15.6500000953674	-19.7000007629395	-17.8999996185303	13.5
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8999996185303	21.5	24.3000001907349	-24.2999992370605	14.1999998092651	23.6000003814697	35.5999984741211	17.1499996185303	14.25	18.5	13.8000001907349	-8.19999980926514	-16.2999992370605	29.6000003814697	19	22.7999992370605	-11.1999998092651	-8.19999980926514	10.8000001907349	28.5
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-37.2999992370605	-16.2000007629395	-20.2000007629395	-13.1000003814697	23.7999992370605	30.1000003814697	17.9499998092651	16.3999996185303	-12.1000003814697	-13.8000001907349	12.5	-8.10000038146973	14.5	19.1999998092651	13.6999998092651	-12.1999998092651	-13.5	9.5
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	21	54.2000007629395	28.1000003814697	60.2000007629395	60.7000007629395	64.8000030517578	61.2000007629395	18.8999996185303	6.40000009536743	-22.7999992370605	35.5999984741211	15.3999996185303	16.2999992370605	27.9499998092651	-16	8.80000019073486	13.8999996185303
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3999996185303	-12.3999996185303	-30.2999992370605	-60.0999984741211	11.8999996185303	50.9500007629395	43.3999996185303	17	-27.2000007629395	28.0500001907349	-16.6000003814697	-15.6000003814697	-15.6000003814697	-13.9000000953674	-18.2999992370605	-22.7000007629395	-7.40000009536743
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3999996185303	-7.19999980926514	-29.7999992370605	-20.2000007629395	11.6999998092651	13.0999999046326	19	15.3999996185303	-6.95000004768372	14.8000001907349	13	10.7999997138977	-11.3999996185303	-7.09999990463257	11.0999999046326	33.0999984741211
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6999998092651	24	-14.6999998092651	-27.2000007629395	-36.7999992370605	12.3999996185303	15	-7.80000019073486	11.8999996185303	16.6499996185303	9.89999961853027	-13.6000003814697	-13.25	-13.1000003814697	10.8000001907349
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.0999984741211	-42.4000015258789	-71.6999969482422	-67.0999984741211	-30.7999992370605	30.1000003814697	-44.9000015258789	28.5	28.6000003814697	35.0999984741211	37.0999984741211	34.5999984741211	44.5999984741211	13.3499999046326
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7999992370605	-30.2999992370605	-53	28.6000003814697	23.3999996185303	8.80000019073486	10.5	20	15.75	-18.7000007629395	-15.3000001907349	-17	-13.0500001907349
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	-46.9000015258789	52.7000007629395	17.5	36	22.5	7.99999976158142	-28.7000007629395	-25.2000007629395	-27.25	-18.6000003814697	-21.7000007629395
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.5	33.0999984741211	20.7999992370605	35.0999984741211	25.6000003814697	33.8499984741211	18.5	-14.8999996185303	-24.7000007629395	-8.5	-9.89999961853027
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	-10.1000003814697	15	8.39999961853027	21	20	9	6.40000009536743	-9.30000019073486	-7.59999990463257
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	-32.7999992370605	12.8999996185303	38.0999984741211	57.7000007629395	45.6499996185303	27.6000003814697	32.0999984741211	9.89999961853027
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8000001907349	-15.6999998092651	-37.9000015258789	-35.4000015258789	-32.7999992370605	-37.4000015258789	-31.2999992370605	34.5999984741211
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	-9.10000038146973	21.5	-25.2999992370605	-40.4000015258789	-25.7000007629395	17.3999996185303
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6000003814697	-12.6999998092651	-34.3500003814697	-42.9000015258789	-35.7999992370605	-16.6000003814697
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	15.5	-22.7999992370605	-20.2999992370605	-26.2000007629395
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	28.6000003814697	-10.6000003814697	-16.7000007629395
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6000003814697	-15.3000001907349	-11.1000003814697
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	7.69999980926514
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303
