V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.10000038146973	11.3999996185303	10.1000003814697	8	9.80000019073486	-14.6000003814697	7.90000009536743	9.10000038146973	24.1000003814697	12.7999997138977	13.5	10.3999996185303	11.6999998092651	15	12.5	8	9.80000019073486	9.30000019073486	16.5	9.30000019073486	8.39999961853027	7.80000019073486	-11.1999998092651	11	10.9000000953674	9.40000009536743	8.60000038146973	-7.80000019073486	12.3999996185303	9.20000028610229
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	19.8999996185303	-24.7000007629395	11.5	-15.1000003814697	-8.39999961853027	-7.59999990463257	13.6999998092651	10.8999996185303	30.6000003814697	25.1000003814697	17.5	14.1500000953674	10.1000003814697	-8.19999980926514	8.80000019073486	9.69999980926514	-17.2999992370605	-9.80000019073486	10.3999996185303	12	8.80000019073486	9.39999961853027	-9.60000038146973	-8.39999961853027	10.5	5.90000009536743	5.69999980926514	-12.4499998092651
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	-35.7999992370605	8.69999980926514	33.5499992370605	14.8000001907349	13	-28.2999992370605	-47.1499996185303	-38.1500015258789	-36.4000015258789	-26.7000007629395	-35.9000015258789	-18.4000005722046	18.8499994277954	12.5	-8.20000028610229	-9.30000019073486	14.3999996185303	25.3000001907349	10.3000001907349	14	-10.1999998092651	16	10.5	-13.9499998092651	20.6999998092651	10.3999996185303	-7.90000009536743
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.89999961853027	28.1000003814697	17	7.59999990463257	-8.59999990463257	-20.2999992370605	-47.9000015258789	-29.5999994277954	-19.7000007629395	-24.7000007629395	-26.2999992370605	-23.7000007629395	12	16.3999996185303	13	-19.7000007629395	-8.5	17.5	10.4499998092651	-9.39999961853027	9.19999980926514	14.3000001907349	-15.6000003814697	-13.8000001907349	17	11.6999998092651	-7.95000004768372
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1999998092651	31.1000003814697	8.80000019073486	18.5	26.6000003814697	27.6000003814697	25.1000003814697	13.5	8.5	17	-9.69999980926514	9.30000019073486	14.3000001907349	7.69999980926514	-10.6000003814697	9.39999961853027	-11.6000003814697	-5.59999990463257	10.0999999046326	14	-8.39999961853027	-10.6000003814697	11.6999998092651	9.5	-11.5500001907349	-11.6999998092651
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8000001907349	-34.7999992370605	-15.8000001907349	-40.9000015258789	-37.6000003814697	-36.7999992370605	-47.9000015258789	-52.25	-59.2999992370605	-33.2999992370605	17.8999996185303	19	-10.8999996185303	10.6000003814697	15	37.5999984741211	-5.80000019073486	41.5999984741211	-21.2999992370605	13.6999998092651	12.3000001907349	-13.3999996185303	37.5999984741211	-16.6000003814697	-36.5499992370605
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1999998092651	14.3000001907349	-31.5999994277954	-37.8500003814697	-18.7000007629395	-16.2999992370605	8	-7.79999971389771	16.3999996185303	10.6000003814697	-7.60000014305115	9.75	-10.1999998092651	-10.25	-12.3000001907349	10.1000003814697	-9.39999961853027	-9.60000038146973	12.8999996185303	23.6000003814697	15	-13.8000001907349	-29.7999992370605	-27
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8999996185303	-9.10000038146973	-19.7000007629395	15	-15.25	15.1999998092651	34.0999984741211	27.1000003814697	8.89999961853027	-12.8999996185303	7.90000009536743	21.3000001907349	14.6999998092651	14.6999998092651	-9.60000038146973	13.75	8.89999961853027	11.1000003814697	10.1000003814697	-17.1000003814697	-27	-11.6000003814697	8.39999961853027
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	11.75	60.7000007629395	69.8000030517578	64.8000030517578	65.8000030517578	21.8499994277954	-19.2999992370605	11.1999998092651	26	-15.5	-8.39999961853027	-15.1500000953674	14.8000001907349	-16.0499997138977	31.6000003814697	-31.5499992370605	-36.7999992370605	-31.3999996185303	-28.2000007629395	-1.00000023841858	12.3999996185303
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.25	58.7000007629395	20	65.8000030517578	64.3000030517578	-7.90000009536743	-30	-4.34999942779541	1.44999980926514	38.5999984741211	-16.6000003814697	-5.79999971389771	14.8000001907349	-52	37.5999984741211	-43.3999996185303	28.1000003814697	31.6000003814697	-35.7999992370605	31.6000003814697	18.2999992370605
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.7000007629395	38.0999984741211	70.8000030517578	89.4000015258789	82.4000015258789	-6.75	-37.2999992370605	10.8999996185303	44.0999984741211	33.0999984741211	-35.2999992370605	-14.6000003814697	-66.0999984741211	37.0999984741211	26.3000001907349	17.6999998092651	34.5999984741211	1.40000009536743	77.8000030517578	81.9000015258789
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6999998092651	44.2000007629395	76.8000030517578	72.8000030517578	17.7999992370605	-18.8999996185303	13.4499998092651	15	16.1999998092651	-19.9000005722046	-13.8499999046326	-54	26	-33.0499992370605	-22.3999996185303	22.6000003814697	-17.1000003814697	79.3000030517578	86.4000015258789
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	19	-26.7999992370605	-27.7000007629395	-13.1000003814697	17.75	-17.9500007629395	-36.7999992370605	-37.0499992370605	29.6000003814697	-33.4000015258789	28.6000003814697	-43.6500015258789	-42.5	26.5500001907349	13.1999998092651	58.2000007629395	62.2000007629395
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	-53	-42.9000015258789	-31.2999992370605	36.0999984741211	-11.8500003814697	-41.4000015258789	-53.25	37.0999984741211	-39.4000015258789	48.7000007629395	-41.9000015258789	-44.9000015258789	40.0999984741211	-19.7000007629395	47.2000007629395	49.8999996185303
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6000003814697	-25.3999996185303	15.3999996185303	30.6000003814697	-11.1000003814697	-30.3999996185303	-33.7999992370605	38.0999984741211	16	32.0999984741211	-25.8000001907349	-30.2999992370605	30.1000003814697	-17.6499996185303	37.8499984741211	47.2000007629395
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.3999996185303	35.0999984741211	20	20	11	10	8.30000019073486	19	5.80000019073486	11.5	9.89999961853027	7.40000009536743	12.3000001907349	22.1000003814697	18.3999996185303
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.19999980926514	-30.7999992370605	-9.54999971389771	9.5	23.3999996185303	12.75	15.6999998092651	7.19999980926514	11.3999996185303	-16.8999996185303	-15.1000003814697	29	37.0999984741211	28.6000003814697
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6999998092651	-23.7999992370605	-14.1000003814697	22.1000003814697	19	-16.7000007629395	9.89999961853027	9.80000019073486	-8.69999980926514	10	10	20.4499998092651	24.4499998092651
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	9.69999980926514	28.6000003814697	24.6000003814697	38.0999984741211	-19.7000007629395	-10.8999996185303	-8.60000038146973	-16.7000007629395	29.6000003814697	26.8999996185303	14.6999998092651
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8999996185303	-27.2999992370605	-17.1000003814697	45.2000007629395	-13.1999998092651	16	22.1000003814697	10.8999996185303	12	-10.3999996185303	-11.6500000953674
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.6000003814697	-17.7999992370605	27.6000003814697	-33.7999992370605	31.1000003814697	26.6000003814697	11.1000003814697	31.0500001907349	8	-29.8999996185303
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	24.6000003814697	23	-8.69999980926514	-9.69999980926514	8.30000019073486	-13.6999998092651	-32.7999992370605	-31.7999992370605
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	-29.2999992370605	-10	25	-13.8000001907349	18.2999992370605	25.5	20
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	-13.6000003814697	-24.7999992370605	23.1000003814697	-15.6000003814697	60.7000007629395	69.5500030517578
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-14.3000001907349	19.8999996185303	8.80000019073486	48.7000007629395	54.2000007629395
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	25.1000003814697	23.1000003814697	51.2000007629395	59.7000007629395
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	-32.2999992370605	-26.2000007629395	16.7999992370605
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	25.5	-27.7000007629395
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	-16.6000003814697
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
