V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	-13	26.8999996185303	24.6000003814697	-15.1000003814697	-7.69999980926514	-46.9000015258789	13.3999996185303	9.5	21.1000003814697	-30.3499994277954	15.8000001907349	-19.7000007629395	-13.6000003814697	-17.7000007629395	15	-11.6000003814697	21.3999996185303	-15.3000001907349	-9.80000019073486	-10.6999998092651	-25.2999992370605	-16.3500003814697	-15.1999998092651	22.5	-32.5499992370605	14.5	-28.2999992370605	-29.7999992370605	-37.0499992370605	-10.7999997138977	-12.8000001907349	15.5	14.5	18.3999996185303	23	-0.200000047683716	-6.59999990463257	-24.5499992370605	-15.1999998092651	-41.9000015258789	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.8000030517578	68.8000030517578	26	-13.8000001907349	-22.2000007629395	-57.5	17	-30.8999996185303	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.2000007629395	9.20000028610229	-27.8499994277954	-31.7999992370605	-20.4500007629395	25.5	11.4499998092651	19.25	-16.6000003814697	16.5	-22.25	6.90000009536743	25.5	24.6000003814697	10.1999998092651	17.5	-9	-14.5	0	-23.4500007629395	15	0	11.8999996185303	0	9.10000038146973	0	-30.8999996185303	-23.0499992370605	8.09999990463257	-13.1500000953674	-17.25	0	22.1000003814697	13	-9.10000038146973	-18.6000003814697	9.30000019073486	33.0999984741211	84.3500022888184	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1999998092651	6.69999980926514	-17.5	-35.3500003814697	24.6000003814697	49.7000007629395	15.8000001907349	-10.75	12	-12.8000001907349	-10.6000003814697	8.75	18.8999996185303	15	15.5	-15.1000003814697	-14.3499999046326	-22.5999994277954	-10.6999998092651	-10.2000002861023	17	15	22	-11.6000003814697	-23.7000007629395	-28.2999992370605	-20.7000007629395	17.5	-14.6000003814697	-12.1000003814697	22.1000003814697	24.25	10.1999998092651	-10.6999998092651	-11.6999998092651	-8.19999980926514	26.6000003814697	73.8000030517578	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	-14.1999998092651	8.84999990463257	12.5	39.0999984741211	-10.6999998092651	43.7000007629395	-10.6999998092651	17.5	10.6500000953674	14.4499998092651	-14.6999998092651	19.5	-14.2000002861023	14.3000001907349	-9.39999961853027	19	13.1999998092651	24.6000003814697	20.5	-12	-9.39999961853027	-6.40000009536743	20	14.9000000953674	9.10000038146973	12.1000003814697	-20.2000007629395	-10.6000003814697	27.8500003814697	18	-16.3500003814697	-10.8000001907349	-9.15000009536743	12	-10.6000003814697	66.0500030517578	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5	12.1999998092651	-19.2000007629395	15.8999996185303	14.1999998092651	18	6.90000009536743	-10.6000003814697	10.3000001907349	10.3999996185303	7.40000009536743	13.8999996185303	12.8000001907349	-8.80000019073486	10.6999998092651	-12.3000001907349	9.30000019073486	26.1000003814697	14.1500000953674	10.5	11.5	9.30000019073486	-8.34999990463257	7.59999990463257	11.8499999046326	7.69999980926514	12.5	10.5	12.0999999046326	-11.9000000953674	-9.39999961853027	-14.5	-6.59999990463257	-11.3499999046326	-8.89999961853027	18.1499996185303	0
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3999996185303	-15.6000003814697	-29.7999992370605	-22.2999992370605	53.7000007629395	-13.1500000953674	36.0999984741211	14.8000001907349	26.5	-20.3499994277954	19	-28.2000007629395	21.1000003814697	18	26.1000003814697	18.3499994277954	8.30000019073486	-11.3999996185303	-23.2000007629395	25.1000003814697	12.1999998092651	45.2000007629395	35.5999984741211	37.5999984741211	-18.7000007629395	12.8999996185303	-11.3000001907349	24	21	-18.7999992370605	38.5999984741211	11.5	32.0999984741211	-16.5	31.6000003814697	0
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	25.6000003814697	-7.40000009536743	12.6999998092651	12.8000001907349	10.3000001907349	9.89999961853027	12.8999996185303	11.8000001907349	14.5	11.1999998092651	-7.40000009536743	7.5	-11.1000003814697	-10.3000001907349	-7.10000014305115	11.5	11.5	-7.80000019073486	8.39999961853027	11.1999998092651	10.8499999046326	10.6999998092651	-8.10000038146973	16	-5.40000009536743	17.8999996185303	8.89999961853027	11.5	12.6500000953674	11.9499998092651	12.1999998092651	10.8999996185303	-26.75	0
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.40000009536743	13.5	13.1999998092651	-13.3999996185303	11.8499999046326	11.5	6.09999990463257	-11.8000001907349	-11.0499997138977	-6.59999990463257	11.8999996185303	11.3999996185303	10.3000001907349	11.6999998092651	17.3999996185303	16.5	9.60000038146973	12.3999996185303	9.5	14.5	17.5	14.1999998092651	-9.19999980926514	13.6999998092651	7.09999990463257	-10.2000002861023	-8.60000038146973	7.69999980926514	15.25	15	-12.75	-8.80000019073486	7.84999990463257	0
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.30000019073486	12.5	-11.8000001907349	-13.8000001907349	8.19999980926514	-10.3999996185303	9.39999961853027	-14.6000003814697	13.8000001907349	-11.6999998092651	-9.10000038146973	15.5	6.09999990463257	-20.2000007629395	-15.8000001907349	10.6999998092651	-16.6000003814697	10.6999998092651	-25.7000007629395	-21.1000003814697	-25.7999992370605	11.3999996185303	-10.9500002861023	10.5	-14.6999998092651	-16.3000001907349	11.5	-23.7000007629395	-6.69999980926514	-14.6000003814697	12.3999996185303	6.5	0
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6000003814697	-26.2000007629395	45.7000007629395	28.5	26.5	-35.7999992370605	-20.2000007629395	-26.3999996185303	37	18	54.7000007629395	24	24.6000003814697	36.5999984741211	-23	15.1999998092651	19.5	49.7000007629395	51.2000007629395	35.5999984741211	-19.6000003814697	-19.8999996185303	-19.7999992370605	13.8000001907349	-25.8999996185303	-18.7999992370605	30.1000003814697	24.1000003814697	34.5999984741211	-11.3999996185303	39.2999992370605	0
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3000001907349	-18.3999996185303	-14.8000001907349	28.25	20	-14.8999996185303	21.8999996185303	-17.1000003814697	-11.6000003814697	-13.8999996185303	-18.7000007629395	-16.1000003814697	-6.80000019073486	15.8999996185303	-7.90000009536743	-7.5	-8.94999980926514	-15.5	-11.7000002861023	11.8999996185303	11	10.8000001907349	-8.5	5.59999990463257	12.5	-9.84999990463257	-8.80000019073486	-12.8000001907349	-9.69999980926514	-16.7000007629395	0
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	13	18.5	-21.7000007629395	-21.2000007629395	-8.19999980926514	22	13	18.2999992370605	19.5	35.3499984741211	27.5	-16.2000007629395	23	13.75	29.6000003814697	28.4499998092651	29.6000003814697	-13.6500000953674	24.6000003814697	-10.6000003814697	18.8499994277954	14.3499999046326	-16.2000007629395	31.6000003814697	13.8499999046326	18.75	-11.6999998092651	27.5500001907349	0
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1999998092651	12.5	36.5999984741211	-14.6000003814697	-26.7000007629395	14.0999999046326	10.6999998092651	-10.8999996185303	13.5	15.5	17.5	-8.80000019073486	7.75	11.3999996185303	17.3999996185303	16.5	20.5	-8.10000038146973	10.8000001907349	9.30000019073486	17.7000007629395	16.5	10.5	20	11.3999996185303	15	8.10000038146973	8.20000028610229	0
25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1999998092651	8.89999961853027	23	-14.6000003814697	19.8999996185303	20.5	29.6000003814697	13.5	13.6499996185303	16.4499998092651	8.19999980926514	38.5999984741211	12.1999998092651	11.8000001907349	29.6000003814697	36.0999984741211	-11.7999997138977	-13.3000001907349	9.90000009536743	-11.2999997138977	12.8999996185303	8.39999961853027	18	12.0999999046326	-11.1000003814697	-14.6000003814697	10.5	0
26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.60000038146973	-29.7999992370605	-14.1999998092651	-17.7000007629395	22.1000003814697	15.5	-11.1000003814697	-24.0999994277954	-21.7000007629395	11.3999996185303	-14.6999998092651	10.5	-33.7999992370605	-27.7000007629395	-24.7000007629395	12	-13.6000003814697	10.1999998092651	-25.2000007629395	-21.25	11.3000001907349	-28.7000007629395	13	-19.6000003814697	11.3999996185303	-16.7999992370605	0
27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8999996185303	37.5999984741211	47.7000007629395	36	37.0999984741211	19.5	-17.1000003814697	-23.2000007629395	-15.6000003814697	10.3499999046326	12.3000001907349	9.60000038146973	11.5	23.1000003814697	-12.6999998092651	14.8999996185303	-8.65000009536743	10.1999998092651	-18.8999996185303	-14.3499999046326	-13.5	13.1999998092651	-6.90000009536743	19	-12.4000000953674	0
28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	30.1000003814697	-6.35000014305115	19.1499996185303	13.5	12.3000001907349	15	13.5	-12.5	5.19999980926514	-25.7000007629395	-29.5499992370605	-22.2000007629395	12.8999996185303	-15.6000003814697	11	-15.1999998092651	-11.6000003814697	13.5	-30.7999992370605	-11.1000003814697	-18.6500005722046	9.25	-13.1000003814697	0
29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	-19.7000007629395	-23.7000007629395	16.5	37.5999984741211	37.5999984741211	13.3999996185303	18.5	9.19999980926514	27.1000003814697	24.6000003814697	22	-12.1999998092651	19	8.30000019073486	25.1000003814697	16.5	-10.3000001907349	25.1000003814697	11.8999996185303	19	-10	16	9.20000028610229
30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	-19.2999992370605	19.5	-14.6000003814697	-22.7000007629395	13.3000001907349	31.6000003814697	9	23.8999996185303	27.6000003814697	22.5	-13.1000003814697	18.5	10.5	22.6000003814697	22.6000003814697	-10.6000003814697	21	10.3999996185303	12.5	11.5	9	-10.6000003814697
31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	12.3000001907349	-25.7000007629395	-32.7999992370605	-25.7000007629395	36.0999984741211	8.44999980926514	36.0999984741211	39.8499984741211	38.5999984741211	-8.55000019073486	33.25	14	31.0500001907349	18.5	-5.40000009536743	43.7000007629395	-11.5499997138977	-6.54999995231628	-18.6000003814697	23.7999992370605	9.10000038146973
32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8999996185303	-8.60000038146973	9.89999961853027	-24.2999992370605	17.8999996185303	11.8000001907349	26.6000003814697	30.6000003814697	23.5	-12.3000001907349	16	7.80000019073486	19.4499998092651	-7.69999980926514	-12.1000003814697	25.1000003814697	10.3999996185303	16.2000007629395	8.15000009536743	12.5	-10.3000001907349
33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7999992370605	22.6000003814697	-18.6000003814697	-10.3000001907349	7.30000019073486	32.5999984741211	31.1000003814697	19.5	-13.9500002861023	10.9000000953674	-19.2999992370605	27.5	9	-16.7000007629395	38.5999984741211	16.3999996185303	18.75	-13.8999996185303	11.8999996185303	0
34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.59999990463257	17.5	-7.09999990463257	-11.1999998092651	32.0499992370605	23.5	22.8999996185303	-15.5500001907349	-12.8000001907349	-15.8999996185303	21.5	15.5	-9.5	17	13.8499999046326	23.1000003814697	-11.1000003814697	15	0
35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1000003814697	-37.4000015258789	15.3000001907349	-32.7999992370605	-31.7999992370605	-27.7999992370605	11.8000001907349	-11.1000003814697	11.3000001907349	-14.1999998092651	-11.1000003814697	12.3000001907349	-19.7000007629395	7.19999980926514	-13.6999998092651	11.3000001907349	-12.6000003814697	12.5
36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	26.8999996185303	21.3999996185303	15.9000000953674	26.6000003814697	7.29999995231628	12.5	-14.6000003814697	18	21.1000003814697	-10.1000003814697	36.5999984741211	8.30000019073486	13.1500000953674	-12.1000003814697	28.9499998092651	35.3499984741211
37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	-8.89999961853027	9.69999980926514	12.1999998092651	11.5	-8.10000038146973	9.5	13.3000001907349	9.60000038146973	9.60000038146973	13.5	9.10000038146973	10.8999996185303	9.19999980926514	-8.69999980926514	-8.60000038146973
38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	32.0999984741211	28.6000003814697	-20.7000007629395	-14.1999998092651	-26.2999992370605	31.75	18	-14.3999996185303	41.7000007629395	14.5	29.6000003814697	-13.1999998092651	24.5	20.8000001907349
39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	27.5	-23.7000007629395	-22.2000007629395	-25.7000007629395	28.6000003814697	30.8500003814697	-18.6000003814697	50.2000007629395	11.8999996185303	33.8499984741211	10.25	25.6000003814697	21.5
40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	-31.2999992370605	-23.2000007629395	-25.2000007629395	23.4499998092651	8.59999990463257	-16.2999992370605	37.5999984741211	12.3000001907349	31.5	-10.1999998092651	25.6000003814697	21.0500001907349
41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1999998092651	-20.8999996185303	15	7.80000019073486	-19.3000001907349	9.60000038146973	-23.2000007629395	6.09999990463257	-12.6000003814697	-7.19999980926514	-14.1999998092651	-18.4000005722046
42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6000003814697	31.1000003814697	37.0999984741211	8.69999980926514	-15.1999998092651	28	13.6999998092651	-13.8999996185303	10.3999996185303	15.1999998092651	0
43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8000001907349	9.5	-32.7999992370605	-15.3000001907349	-26.3499994277954	-11.3000001907349	-11.3000001907349	11.8000001907349	-15.1999998092651	25.6000003814697
44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	-27.7000007629395	10	32.5999984741211	13.8999996185303	16.2999992370605	11.1999998092651	14.8999996185303	34.8499984741211
45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.10000038146973	24.1000003814697	38.5999984741211	17.2999992370605	-24.7000007629395	-7	-28	23.4499998092651
46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6000003814697	16.5	-15.3999996185303	-23.2000007629395	10.6999998092651	15	48.7000007629395
47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	-23.8999996185303	24.5	-13.1000003814697	56.2000007629395	62.2999992370605
48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	-23.7000007629395	-21.2000007629395	19.5	34.5999984741211
49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20.2000007629395	43.5999984741211	35.0999984741211
50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5	-30.7999992370605	-47.9000015258789
51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8999996185303	-8.5
52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.2999992370605
